resets.sent.a2b,ack.pkts.sent.a2b,pure.acks.sent.b2a,sack.pkts.sent.b2a,dsack.pkts.sent.a2b,rexmt.data.bytes.a2b,rexmt.data.bytes.b2a,outoforder.pkts.b2a,max.segm.size.b2a,min.segm.size.a2b,min.segm.size.b2a,avg.segm.size.a2b,max.win.adv.a2b,min.win.adv.a2b,avg.win.adv.a2b,avg.win.adv.b2a,min.non.zero.owin.b2a,avg.owin.a2b,avg.owin.b2a,wavg.owin.a2b,initial.window.bytes.b2a,initial.window.pkts.b2a,truncated.data.a2b,data.xmit.time.a2b,data.xmit.time.b2a,idletime.max.b2a,throughput.a2b,rtt.min.a2b,rtt.max.a2b,rtt.avg.a2b,rtt.stdev.a2b,rtt.from.3whs.a2b,rtt.full.sz.smpls.a2b,rtt.full.sz.min.a2b,rtt.full.sz.max.a2b,segs.cum.acked.a2b,triple.dupacks.a2b,max.retrans.a2b,min.retr.time.a2b,avg.retr.time.a2b,sdv.retr.time.a2b,fin.pkts.sent.a2b,rtt.min.b2a,rtt.max.b2a,rtt.avg.b2a,rtt.stdev.b2a,rtt.from.3whs.b2a,rtt.full.sz.smpls.b2a,rtt.full.sz.min.b2a,rtt.full.sz.max.b2a,rtt.full.sz.avg.b2a,post.loss.acks.b2a,rtt.min.last.b2a,rtt.max.last.b2a,rtt.avg.last.b2a,rtt.sdv.last.b2a,segs.cum.acked.b2a,triple.dupacks.b2a,max.retrans.b2a,min.retr.time.b2a,max.retr.time.b2a,avg.retr.time.b2a,sdv.retr.time.b2a,syn.pkts.sent.b2a,fin.pkts.sent.b2a,duplicate.acks.b2a,abs.downlinkdelay.min,abs.downlinkdelay.25.,abs.downlinkdelay.50.,abs.downlinkdelay.max,abs.uplinkdelay.min,abs.uplinkdelay.25.,abs.uplinkdelay.50.,abs.uplinkdelay.avg,abs.uplinkdelay.75.,abs.uplinkdelay.max,abs.downlinkdeltadelay.75.,abs.rtt.min,abs.rtt.25.,abs.rtt.50.,abs.rtt.avg,abs.rtt.75.,abs.rtt.max,abs.cwin.min,abs.cwin.25.,abs.cwin.50.,abs.cwin.avg,abs.cwin.75.,abs.cwin.max,abs.rwin.25.,abs.rwin.50.,abs.rwin.75.,abs.rwin.max,abs.winratio.min,abs.winratio.25.,abs.winratio.50.,abs.winratio.avg,abs.winratio.75.,abs.winratio.max,abs.radiobuffer.min,abs.radiobuffer.25.,abs.radiobuffer.50.,abs.radiobuffer.avg,abs.radiobuffer.75.,abs.radiobuffer.max,abs.idletime.50.,abs.idletime.avg,abs.idletime.75.,abs.idletime.max,abs.segmentsizes.min,abs.segmentsizes.25.,abs.segmentsizes.50.,abs.segmentsizes.max,abs.packetlost.sum,abs.instanttp.min,abs.burst.sum,abs.rtoevents.sum,abs.theoricalmaxtp.avg,abs.theoricalmaxtp.max,transfer.datarate
191.0,27982.0,14.0,0.0,0.0,0.0,0.0,41.0,65236.0,232.0,4.0,231.0,41937920.0,1638400.0,40112971.0,2113285.0,5.0,5.0,160048.0,5.0,13880.0,5.0,460.0,0.0,7.375,43.1,155.0,31.1,44.4,39.4,4.5,44.4,2.0,31.1,44.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.2,0.4,0.8,0.6,1.0,0.4,0.6,0.6,0.0,0.0,0.0,0.0,0.0,19306.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,26.0,34.0,121.0,-46.0,11.0,14.0,14.3486674659767,17.0,68.0,45.0,1.0,40.0,49.0,53.3787509375533,63.0,144.0,0.0,3425376.0,4322148.0,4651965.34778402,4600662.0,77414853.0,41937920.0,41937920.0,41937920.0,41937920.0,0.0676790837504578,0.0818404441612746,0.1042587710597,0.116587553131173,0.109770870849103,1.84598433322295,0.0,1506076.0,2080488.0,2339841.11606824,2830536.0,7432804.0,0.0,0.156121161127443,0.0,34.9999999962165,1.0,2776.0,6940.0,65236.0,0.0,0.00032,0.0,0.0,807.834600460248,58474.8159415252,497599.782
149.0,26115.0,6.0,0.0,0.0,0.0,0.0,10.0,65236.0,232.0,1.0,231.0,41937920.0,1638400.0,40320830.0,1849888.0,5.0,5.0,122897.0,4.0,31924.0,8.0,460.0,0.0,7.34,58.1,155.0,22.9,54.7,44.8,0.0,35.4,1.0,22.9,35.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,37.1,0.6,2.4,0.7,1.0,0.3,0.7,0.7,0.0,0.0,0.0,0.0,0.0,20947.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,62.0,86.0,425.0,-199.0,7.0,10.0,8.88318221207702,13.0,30.0,152.0,0.0,73.0,96.0,125.927274109908,163.0,433.0,0.0,4513982.0,5719802.0,6130267.33694756,7289221.0,10624716.0,41937920.0,41937920.0,41937920.0,41937920.0,0.0907561462275668,0.107634856473569,0.139192120162373,0.153969256324599,0.174205723760928,1.0349795739714,0.0,3150764.0,4032232.0,5047861.68704162,6058565.0,12229853.0,0.0,0.155837842407837,0.0,40.0000000008731,1.0,2776.0,5552.0,65236.0,0.0,8e-05,0.0,0.0,4881749150.55464,58424224000000.0,371024.898
92.0,16928.0,5.0,0.0,686.0,0.0,10576554.0,1669.0,65236.0,232.0,4.0,231.0,41942016.0,1638400.0,38928137.0,1815004.0,5.0,5.0,1740529.0,5.0,123532.0,22.0,460.0,0.0,7.287,145.8,160.0,16.1,46.2,32.1,0.0,18.1,1.0,16.1,18.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17.2,0.4,0.6,0.8,1.0,0.3,0.8,0.8,171.0,0.0,0.0,0.0,0.0,10075.0,9.0,5.0,0.0,872.6,577.98,328.24,5.0,0.0,1916.0,3.0,72.0,162.0,2267.0,-2156.0,0.0,6.0,-136.173596511718,9.0,25.0,525.75,1.0,76.0,167.0,285.320932779846,392.0,2275.0,0.0,7133290.0,7411530.0,10810397.4642218,10869436.0,36706646.0,41933824.0,41937920.0,41937920.0,41942016.0,0.0521766565437386,0.173464897639177,0.181869349605655,0.281565465419899,0.259453885096987,1.17789542414369,0.0,5221371.5,6614208.5,10388831.0574632,10690194.25,46085341.0,0.0,0.285769904613452,0.0,48.0000000025029,0.0,2776.0,7062.0,65236.0,990.0,8e-05,124.0,46.0,574.286096811884,293653.167706347,297414.498
163.0,23151.0,6.0,0.0,215.0,0.0,1857479.0,63.0,65236.0,232.0,4.0,231.0,41943040.0,1638400.0,39081991.0,1896188.0,5.0,5.0,169427.0,0.0,43028.0,8.0,460.0,0.0,7.315,236.7,160.0,9.9,27.5,19.4,0.0,11.3,1.0,9.9,11.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,44.6,0.4,0.8,0.9,1.0,0.3,0.9,0.9,39.0,0.0,0.0,0.0,0.0,15129.0,24.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,293.0,3.0,29.0,41.0,612.0,-519.0,5.0,7.0,4.47560209424084,9.0,33.0,48.0,1.0,36.0,47.0,53.9544325814493,58.0,620.0,0.0,2272212.0,2827568.0,3477646.2510733,5064810.0,6134612.0,41936896.0,41937920.0,41943040.0,41943040.0,0.0449140058420628,0.0546876907581492,0.0702432547918447,0.0927163305282695,0.125341463088989,0.413671152701825,0.0,1301022.75,1934055.5,2262891.76384817,3092463.25,15396346.0,0.0,0.192125448310164,0.0,184.999999997672,0.0,2776.0,5552.0,65236.0,94.0,0.00016,21.0,32.0,632.938066884429,43068.1839569318,393461.955
266.0,20511.0,10.0,0.0,533.0,0.0,5196149.0,120.0,65236.0,64.0,4.0,269.5,42021888.0,2359296.0,39860184.0,1802060.0,6.0,213.0,157966.0,346.0,69923.0,13.0,2108.0,0.386,7.262,307.7,3101.0,11.6,114.1,88.1,23.4,110.6,1.0,11.6,110.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.4,0.7,0.9,1.0,0.2,0.9,0.9,22.0,0.0,0.6,0.6,0.1,14364.0,17.0,2.0,0.0,136.7,23.0,11.3833333333333,6.0,0.0,658.0,3.0,46.0,60.0,602.0,-473.0,6.0,10.0,8.53482365770368,14.0,361.0,87.0,0.0,58.0,72.0,91.0024853712423,96.0,838.0,0.0,3398068.0,3864196.0,4270301.72706402,4682452.0,7424346.0,41937920.0,41939968.0,41939968.0,41939968.0,0.0563771157260039,0.0817977734270088,0.0936773962250043,0.107034731108701,0.113933324889518,0.329772586222918,0.0,1998022.5,2561808.0,3077942.61253479,3673410.5,9857232.0,0.0,0.209120128565592,0.0,302.999999999884,0.0,2776.0,5552.0,65236.0,67.0,0.00024,36.0,82.0,6042408017.50398,53583520000000.0,314448.712
190.0,22919.0,6.0,0.0,0.0,0.0,0.0,13.0,65236.0,232.0,4.0,231.0,39749632.0,1638400.0,38104319.0,1743649.0,5.0,5.0,92013.0,0.0,31924.0,5.0,460.0,0.0,7.299,52.7,160.0,11.8,21.3,17.9,0.0,16.0,1.0,14.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.5,0.4,0.6,0.7,1.0,0.3,0.7,0.7,0.0,0.0,0.0,0.0,0.0,18717.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,39.0,48.0,231.0,-173.0,7.0,9.0,6.73361809764712,11.0,25.0,59.0,1.0,47.0,56.0,63.2070571454124,70.0,242.0,0.0,1789113.0,2399650.0,2862172.4612466,3165749.0,7402757.0,39749632.0,39749632.0,39749632.0,39749632.0,0.0322190655752486,0.0450095487676464,0.0603691123480087,0.0757104034687189,0.0828263517005642,0.271612587361895,0.0,1114455.75,1495844.0,1968558.46976567,2182683.5,10909754.0,0.0,0.174633098675559,0.0,16.9999999998254,1.0,2208.0,4164.0,65236.0,0.0,8e-05,0.0,0.0,371.224551281967,16551.6159834484,274093.23
76.0,20084.0,6.0,0.0,260.0,0.0,1393763.0,64.0,65236.0,232.0,4.0,231.0,41942016.0,1638400.0,40265103.0,1806592.0,5.0,5.0,106610.0,0.0,92996.0,15.0,460.0,0.0,7.308,305.4,160.0,12.2,35.0,28.8,0.0,35.0,1.0,21.3,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.7,0.4,0.9,0.8,1.0,0.5,0.8,0.8,16.0,0.0,0.0,0.0,0.0,13355.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,276.0,3.0,25.0,38.0,566.0,-281.0,5.0,8.0,3.88052593746256,10.0,283.0,47.0,0.0,33.0,46.0,60.8544774387121,58.0,844.0,0.0,1740556.0,2000628.0,2653827.17817779,2670504.0,7359444.0,41937920.0,41942016.0,41942016.0,41942016.0,0.0343356885849264,0.0414991019983398,0.0477045118117446,0.0676835802058707,0.063671331392368,0.293267672079362,0.0,876140.0,1306368.0,1805905.07787229,1843461.75,11708974.0,0.0,0.219546530086613,0.0,290.000000000873,0.0,2776.0,5552.0,65236.0,93.0,0.00024,26.0,30.0,5808302336.57119,58836112000000.0,277230.291
109.0,21420.0,11.0,0.0,0.0,0.0,0.0,28.0,65236.0,232.0,4.0,231.0,41937920.0,1638400.0,38828189.0,2429620.0,5.0,5.0,104931.0,18.0,19432.0,7.0,460.0,0.0,7.35,134.2,155.0,12.4,131.9,75.3,61.7,20.3,2.0,12.4,36.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.1,0.5,0.9,0.4,1.0,0.3,0.4,0.4,0.0,0.0,0.0,0.0,0.0,15221.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,21.0,34.0,317.0,-225.0,6.0,9.0,10.4581113406546,13.0,138.0,46.0,0.0,31.0,44.0,57.7604519212403,59.0,324.0,0.0,1495142.0,1631104.0,2803954.09407959,3589854.0,7433601.0,41937920.0,41937920.0,41937920.0,41937920.0,0.0296624153033818,0.0358568808371994,0.038937267275058,0.0782940561714062,0.0872742377304358,0.317639056831923,0.0,681428.0,1052692.5,1775196.02226269,2162980.0,18053657.0,0.0,0.203251148503519,0.0,116.000000001804,1.0,2688.0,5552.0,65236.0,0.0,0.00016,0.0,0.0,7799250842.03092,19062832000000.0,293358.866
231.0,27046.0,23.0,0.0,738.0,0.0,6667185.0,95.0,65236.0,232.0,4.0,231.0,41938944.0,1638400.0,40024044.0,2170484.0,5.0,5.0,151182.0,5.0,38864.0,14.0,460.0,0.0,7.342,386.4,155.0,25.2,33.2,29.6,0.0,25.9,1.0,25.2,25.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.2,0.4,0.5,2.0,1.0,0.8,2.0,2.0,50.0,0.0,0.0,0.0,0.0,16349.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,742.0,3.0,54.0,77.0,559.0,-442.0,13.0,16.0,8.88874827427519,19.0,49.0,116.0,1.0,70.0,92.0,118.505792852817,133.0,580.0,0.0,5124196.0,7353702.0,8251207.0407041,9294544.0,18109905.0,41937920.0,41937920.0,41937920.0,41938944.0,0.101274884400562,0.122185268129654,0.17620644991454,0.202152626521097,0.224038865065316,0.431815951302923,0.0,3196772.0,5084101.0,6376772.69645651,7745482.0,19710775.0,0.0,0.169815228146008,0.0,197.999999996682,0.0,2776.0,7100.0,86056.0,218.0,0.0004,65.0,87.0,638.174684634008,129995.103870005,477869.254
8.0,13481.0,10.0,0.0,269.0,0.0,1055256.0,203.0,65236.0,232.0,2.0,231.0,40772608.0,1638400.0,38096128.0,1833169.0,5.0,5.0,90472.0,3.0,22208.0,5.0,460.0,0.0,7.345,549.4,155.0,14.3,32.3,29.9,0.0,32.3,1.0,31.8,32.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,43.5,0.5,1.1,0.9,1.0,0.6,0.9,0.9,17.0,0.0,0.3,0.3,0.0,11492.0,36.0,2.0,0.0,233.8,38.68,28.34,5.0,0.0,377.0,-382.0,-343.0,-335.0,1186.0,-1111.0,390.0,393.0,312.498002824289,395.0,674.0,63.0,1.0,49.0,58.0,106.496148990718,68.0,1579.0,0.0,1383916.0,1697856.0,1967000.96070204,2003916.0,7376895.0,40772608.0,40772608.0,40772608.0,40772608.0,0.0167340355393696,0.0339422977308687,0.041931435928749,0.0572811240139975,0.0496857350895974,0.291647014303264,0.0,475236.0,475236.0,736043.891345572,475236.0,15268659.0,0.0,0.297248224661006,0.0,533.000000003085,0.0,2048.0,4164.0,65236.0,50.0,0.0004,17.0,71.0,265.417558009729,19352.7466602158,157700.248
229.0,31144.0,14.0,0.0,0.0,0.0,0.0,33.0,65236.0,232.0,1.0,231.0,41937920.0,1638400.0,40470108.0,1983008.0,5.0,5.0,168044.0,1.0,133248.0,25.0,460.0,0.0,7.286,139.7,160.0,13.7,28.4,24.4,0.0,20.4,1.0,13.7,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,0.4,0.7,1.0,1.0,0.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22523.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,35.0,42.0,197.0,-121.0,5.0,8.0,7.13757201874803,10.0,28.0,49.0,0.0,42.0,50.0,53.7404223697815,60.0,206.0,0.0,3934626.0,5301005.0,6178346.95036959,6975675.0,97816380.0,41937920.0,41937920.0,41937920.0,41937920.0,0.0707952373412892,0.0939841079385911,0.12640123782963,0.211529100862142,0.166333356542241,8.99894569889308,0.0,2507360.0,3209704.0,3482868.62011152,4336894.5,11822900.0,0.0,0.135536700137072,0.0,136.999999995169,1.0,2776.0,6940.0,65236.0,0.0,8e-05,0.0,0.0,4051534313.53177,43739544000000.0,614457.302
53.0,8316.0,6.0,1.0,174.0,379.0,712132.0,436.0,65236.0,158.0,4.0,252.333333333333,38170624.0,2359296.0,32448191.0,2375385.0,6.0,184.0,267992.0,299.0,74007.0,18.0,1953.0,0.695,7.324,398.6,1746.0,13.8,123.0,102.8,13.8,91.6,1.0,31.3,91.6,0.0,0.0,1.0,0.0,53.1,0.0,5.0,0.1,47.1,0.6,2.7,1.2,1.0,0.3,1.2,1.2,283.0,0.0,0.0,0.0,0.0,10029.0,24.0,1.0,0.0,67.5,37.5,1.65,6.0,0.0,333.0,3.0,53.0,76.0,1507.0,-1457.0,0.0,10.0,-69.6367567567568,16.0,307.0,206.0,0.0,62.0,86.0,142.432140857058,181.0,1505.0,0.0,1358767.0,1865840.0,2095372.1941394,2240108.0,7249365.0,38085632.0,38086656.0,38086656.0,38086656.0,0.0041541404166283,0.0367364359842985,0.0500085909353659,0.0680806871331904,0.0588160850876485,0.348489865014629,0.0,832988.0,1150780.0,1476799.01217639,1783170.5,6374639.0,0.0,0.418003869352323,0.0,197.000000000116,0.0,1904.0,4164.0,65236.0,277.0,8e-05,34.0,22.0,11553077179.5015,35662408000000.0,109145.695
78.0,10441.0,10.0,0.0,0.0,0.0,0.0,1388.0,41640.0,232.0,4.0,231.0,31456256.0,1638400.0,23197780.0,2211074.0,5.0,5.0,794947.0,10.0,87444.0,20.0,460.0,0.0,7.345,87.8,155.0,15.5,64.6,59.0,0.0,53.4,1.0,15.5,53.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,20.1,0.8,0.8,0.8,1.0,0.3,0.8,0.8,205.0,0.0,0.0,0.0,0.0,8943.0,54.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1611.0,3.0,41.0,73.0,1158.0,-870.0,7.0,15.0,-10.25239734448,22.0,62.0,191.0,1.0,57.0,85.0,139.484809294273,190.0,1184.0,0.0,970528.0,1090948.0,2553478.25313499,3613260.0,8207245.0,16926720.0,31452160.0,31452160.0,31456256.0,0.0216529719760255,0.031024610074475,0.0347375824108742,0.143762405847778,0.279814356189795,0.560364098113158,0.0,440211.25,773740.0,1039060.00024588,1509152.0,4855526.0,0.0,0.455953771439189,0.0,51.9999999960419,1.0,1388.0,2776.0,41640.0,217.0,0.00032,104.0,0.0,181.990663232713,46878.5839531214,83721.277
133.0,34937.0,5.0,0.0,0.0,0.0,0.0,7048.0,65236.0,232.0,4.0,231.0,41943040.0,1638400.0,40024295.0,1798202.0,5.0,5.0,854341.0,0.0,66624.0,10.0,460.0,0.0,7.354,162.9,155.0,13.9,21.8,18.6,0.0,15.3,1.0,13.9,15.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,42.6,0.4,1.0,0.6,1.0,0.2,0.6,0.6,4233.0,0.0,0.0,0.0,0.0,34734.0,361.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8365.0,3.0,20.0,26.0,221.0,-148.0,5.0,8.0,6.01031433381827,10.0,35.0,31.0,0.0,28.0,34.0,38.6962349291485,41.0,228.0,0.0,4189912.0,4687941.0,5201386.09173382,6069159.0,8494122.0,41939968.0,41942016.0,41943040.0,41943040.0,0.0652988846806485,0.100378061906631,0.111769223213196,0.129996779505486,0.144721225910473,0.414663823662894,0.0,1396376.0,1840464.0,1967834.71909378,2435004.0,7165880.0,0.0,0.12061919707076,0.0,150.999999998021,1.0,1388.0,4865.5,98524.0,1461.0,8e-05,335.0,0.0,25939838854.7237,67952976000000.0,574776.063
209.0,35341.0,24.0,0.0,0.0,0.0,0.0,55.0,65236.0,232.0,1.0,231.0,41937920.0,1638400.0,40594669.0,1851448.0,5.0,5.0,273295.0,0.0,41640.0,7.0,460.0,0.0,7.273,39.9,160.0,10.8,14.7,14.0,0.0,13.5,1.0,10.8,13.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.9,0.4,0.8,1.1,1.0,0.5,1.1,1.1,0.0,0.0,0.0,0.0,0.0,27908.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,48.0,56.0,145.0,-51.0,6.0,8.0,7.62238960875582,10.0,35.0,70.0,3.0,56.0,65.0,70.4136054849667,81.0,155.0,0.0,7508496.0,8645164.0,8973719.78255126,10984528.0,11819379.0,41937920.0,41937920.0,41937920.0,41937920.0,0.143762160832011,0.179260678641192,0.20904806437706,0.218129292888173,0.262739830683067,0.34715153483253,0.0,4960096.5,6047902.0,6477596.93280601,7941981.75,13218952.0,0.0,0.114811844443388,0.0,29.0000000022701,1.0,2776.0,8148.0,65236.0,0.0,8e-05,0.0,0.0,1076.9138369562,19612.1599934626,829096.182
224.0,19359.0,8.0,0.0,352.0,0.0,2897816.0,353.0,65236.0,232.0,3.0,231.0,41943040.0,1638400.0,39374803.0,1880564.0,5.0,5.0,344976.0,0.0,36088.0,7.0,460.0,0.0,7.249,428.2,160.0,9.3,39.7,23.0,16.0,15.3,2.0,9.3,39.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,0.5,1.8,0.6,1.0,0.2,0.6,0.6,197.0,0.0,1.2,1.2,0.0,14307.0,64.0,3.0,0.0,585.0,161.32,65.96,5.0,0.0,952.0,3.0,17.0,25.0,1218.0,-1066.0,4.0,7.0,0.786312384752577,10.0,237.0,49.0,0.0,24.0,33.0,69.8723932663977,59.0,1229.0,0.0,2150921.0,3578852.0,3820839.89495481,5276432.0,8073584.0,41939968.0,41940992.0,41943040.0,41943040.0,0.0319010575620147,0.0515781076422799,0.085819149017334,0.0988498544151697,0.134061171174815,0.396207667671373,0.0,952512.0,1523720.0,2059034.90940419,2783500.0,11162487.0,0.0,0.219951632406448,0.0,241.000000001804,0.0,2776.0,6940.0,65236.0,149.0,0.00016,71.0,161.0,13275606268.5966,54896288000000.0,372948.573
255.0,28611.0,7.0,0.0,0.0,0.0,0.0,19.0,65236.0,232.0,4.0,231.0,38217728.0,1638400.0,36813411.0,1852837.0,5.0,5.0,176673.75,0.0,45804.0,10.0,460.0,0.0,7.339,138.0,155.0,12.4,54.4,27.9,23.0,19.3,2.0,12.4,54.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,0.4,1.0,0.7,1.0,0.4,0.7,0.7,0.0,0.0,0.0,0.0,0.0,20688.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,33.0,41.0,232.0,-129.0,4.0,6.0,5.22933284989123,8.0,30.0,48.0,0.0,39.0,47.0,52.8635064299322,57.0,238.0,0.0,4100437.0,4352334.0,4668447.26174361,4869192.0,7451110.0,38217728.0,38217728.0,38217728.0,38217728.0,0.0875980382716628,0.107713056573377,0.113882593962676,0.12789018576579,0.128758465181394,0.339526146596459,0.0,2346939.0,2897875.0,3048993.91990976,3450486.0,9769600.0,0.0,0.148218278508555,0.0,66.9999999954598,1.0,2776.0,6940.0,65236.0,0.0,0.00032,0.0,0.0,1431849353.82619,35541344000000.0,565321.407
112.0,22404.0,20.0,0.0,0.0,0.0,0.0,9.0,65236.0,232.0,3.0,231.0,41937920.0,1638400.0,39919531.0,1855503.0,5.0,5.0,89753.0,0.0,24984.0,6.0,460.0,0.0,7.323,93.5,160.0,15.5,27.4,21.6,5.2,17.5,2.0,15.5,27.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,0.4,0.6,0.7,1.0,0.3,0.7,0.7,0.0,0.0,0.0,0.0,0.0,18089.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,23.0,33.0,302.0,-252.0,6.0,8.0,11.3737818682941,11.0,105.0,42.0,0.0,34.0,43.0,50.5625552404741,58.0,302.0,0.0,1625352.0,1781847.0,2425816.00290383,2055517.0,7359721.0,41937920.0,41937920.0,41937920.0,41937920.0,0.0271717815285069,0.0387561424124039,0.0424877294820535,0.0640031024894288,0.0516316498290807,0.439637231536796,0.0,725274.0,1046858.0,1377559.78742986,1407255.0,13152560.0,0.0,0.180730897009901,0.0,31.0000000026776,1.0,1980.0,4164.0,65236.0,0.0,0.00016,0.0,0.0,3330071885.84671,25792208000000.0,297391.584
0.0,22030.0,15.0,0.0,43.0,0.0,85536.0,81.0,65236.0,232.0,1.0,231.0,29992960.0,1638400.0,26276380.0,2027847.0,5.0,5.0,169718.0,11.0,77728.0,19.0,460.0,0.0,7.336,306.7,155.0,11.1,100.7,65.2,0.0,29.8,1.0,11.1,29.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,0.4,0.6,3.1,1.0,0.3,3.1,3.1,7.0,0.0,0.0,0.0,0.0,17006.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,43.0,3.0,49.0,61.0,1135.0,-1081.0,5.0,7.0,-4.48808516095934,10.0,42.0,79.0,0.0,58.0,70.0,85.002872559685,88.0,1150.0,0.0,3159088.0,6382231.0,6436200.51332564,9316117.0,10071045.0,27670528.0,29991936.0,29991936.0,29992960.0,0.0892066457275036,0.159361603065571,0.213690635767527,0.228768563979662,0.310620728185069,0.96084434618442,1.0,2307056.0,4514821.0,4844943.68418623,7432485.0,33515674.0,0.0,0.189436691976061,0.0,161.999999996624,1.0,1568.0,4164.0,65236.0,54.0,8e-05,40.0,6.0,3073910785.52455,24894624000000.0,507592.235
175.0,31041.0,10.0,0.0,0.0,0.0,0.0,42.0,65236.0,232.0,4.0,231.0,41937920.0,1638400.0,40531668.0,1947946.0,5.0,5.0,118580.0,0.0,86056.0,13.0,460.0,0.0,7.377,55.1,155.0,13.2,41.3,32.6,0.0,41.3,1.0,36.5,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.4,0.6,1.3,1.0,0.5,1.3,1.3,0.0,0.0,0.0,0.0,0.0,27646.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,18.0,25.0,243.0,-183.0,8.0,10.0,9.70508969332858,12.0,37.0,34.0,1.0,28.0,35.0,40.7797072961925,47.0,259.0,0.0,2334556.0,2508372.0,2958447.67309879,2733432.0,7576820.0,41937920.0,41937920.0,41937920.0,41937920.0,0.0381649829080698,0.0563295461482115,0.0601249656635331,0.0742852869818316,0.0651780536564522,0.336699677511659,0.0,997407.0,1394468.0,1676840.04566977,1823058.0,16925887.0,0.0,0.125776450222329,0.0,20.0000000040745,1.0,2624.0,5500.0,65236.0,0.0,0.00016,0.0,0.0,635.105023844024,60422.0799395779,441943.962
32.0,29661.0,10.0,0.0,0.0,0.0,0.0,49.0,65236.0,232.0,4.0,231.0,41937920.0,1638400.0,40673564.0,1854120.0,5.0,5.0,168993.0,0.0,94384.0,17.0,460.0,0.0,7.166,155.0,160.0,12.9,25.9,20.1,0.0,16.7,1.0,12.9,16.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.4,0.4,0.8,0.9,1.0,0.3,0.9,0.9,0.0,0.0,0.0,0.0,0.0,21545.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,39.0,51.0,227.0,-132.0,5.0,7.0,6.08199312983059,9.0,38.0,60.0,0.0,45.0,57.0,58.6963235520497,70.0,238.0,0.0,3909971.0,5582828.0,5571526.29368022,7334608.0,9073698.0,41937920.0,41937920.0,41937920.0,41937920.0,0.0623510178854841,0.0983165593334147,0.133527843059456,0.136875377007158,0.17489203088756,0.347029532350194,0.0,2490084.25,3795597.0,3850796.16705051,5199928.25,10366183.0,0.0,0.140411827852116,0.0,42.0000000012806,1.0,2776.0,6940.0,65236.0,0.0,0.00016,0.0,0.0,3501785661.68851,59805816000000.0,589885.839
