resets.sent.a2b,resets.sent.b2a,dsack.pkts.sent.b2a,rexmt.data.pkts.b2a,initial.window.bytes.a2b,truncated.data.b2a,truncated.packets.b2a,data.xmit.time.b2a,throughput.b2a,rtt.from.3whs.a2b,rtt.full.sz.smpls.a2b,rtt.full.sz.min.a2b,rtt.full.sz.max.a2b,rtt.full.sz.avg.a2b,rtt.min.last.a2b,max.retrans.a2b,min.retr.time.a2b,fin.pkts.sent.a2b,rtt.min.b2a,rtt.stdev.b2a,rtt.full.sz.smpls.b2a,rtt.full.sz.avg.b2a,triple.dupacks.b2a,duplicate.acks.b2a,transfer.datarate
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,34.1,1.0,28.7,34.1,34.1,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.7,0.0,0.0,20993.005
0.0,0.0,0.0,0.0,68099.0,0.0,0.0,0.0,0.0,23.8,1.0,23.4,23.8,23.8,0.0,0.0,0.0,0.0,0.3,0.0,1.0,1.1,0.0,0.0,33413.622
0.0,0.0,0.0,0.0,66711.0,0.0,0.0,0.0,0.0,32.1,1.0,28.6,32.1,32.1,180.0,1.0,331.7,0.0,0.9,0.0,1.0,1.3,0.0,0.0,4977.864
0.0,0.0,0.0,0.0,68099.0,0.0,0.0,0.0,0.0,35.9,1.0,19.3,35.9,35.8,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.5,0.0,0.0,8336.031
0.0,0.0,0.0,0.0,70875.0,0.0,0.0,0.0,0.0,27.9,1.0,23.8,27.9,27.9,253.6,3.0,322.4,0.0,0.7,0.0,1.0,1.1,0.0,0.0,5869.357
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,21.9,1.0,19.6,21.9,21.9,176.4,3.0,322.9,0.0,0.3,0.0,1.0,0.5,0.0,0.0,6054.641
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,19.4,1.0,16.5,19.4,19.4,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.6,0.0,0.0,51785.982
0.0,0.0,0.0,0.0,65323.0,0.0,0.0,0.0,0.0,27.5,1.0,26.6,27.5,27.5,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.9,0.0,0.0,36952.625
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,31.1,1.0,28.0,31.1,31.1,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1.0,0.0,3.0,62039.734
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,24.9,1.0,21.8,24.9,24.9,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.5,0.0,7.0,45954.399
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,40.0,1.0,32.9,40.0,40.0,0.0,1.0,785.1,0.0,0.8,0.0,1.0,1.1,0.0,0.0,30734.385
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,24.0,1.0,20.9,24.0,24.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0,1.0,0.0,9.0,41002.024
0.0,0.0,0.0,0.0,65323.0,0.0,0.0,0.0,0.0,28.0,1.0,17.1,28.0,28.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.5,0.0,3.0,86873.503
0.0,0.0,0.0,0.0,66711.0,0.0,0.0,0.0,0.0,17.2,1.0,15.2,17.2,17.2,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.6,0.0,0.0,57277.704
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,27.8,1.0,16.5,27.8,27.8,91.6,1.0,406.3,0.0,0.3,0.0,1.0,0.7,0.0,0.0,78102.463
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,26.5,1.0,20.6,26.5,26.5,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.8,0.0,0.0,66589.201
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,24.4,1.0,21.4,24.4,24.4,126.6,2.0,220.8,0.0,0.3,0.0,1.0,0.5,0.0,0.0,51257.75
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,31.9,1.0,26.6,31.9,31.9,83.2,2.0,208.4,0.0,0.3,0.0,1.0,0.6,0.0,0.0,50897.663
0.0,0.0,0.0,0.0,66711.0,0.0,0.0,0.0,0.0,28.1,1.0,19.3,28.1,28.1,245.7,2.0,231.3,0.0,0.2,0.0,1.0,0.6,0.0,0.0,68191.35
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,27.2,1.0,26.9,27.2,27.1,349.7,1.0,378.5,0.0,0.5,0.0,1.0,0.8,0.0,0.0,57015.967
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,27.9,1.0,24.4,27.9,27.9,116.5,2.0,314.8,0.0,0.2,0.0,1.0,0.7,0.0,0.0,62330.024
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,26.4,1.0,23.4,26.4,26.4,0.0,1.0,0.0,0.0,0.4,0.0,1.0,0.8,0.0,0.0,51871.642
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,38.6,1.0,38.0,38.6,38.6,0.0,1.0,246.1,0.0,0.4,0.0,1.0,0.8,0.0,0.0,25261.699
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,30.4,1.0,26.3,30.4,30.4,0.0,1.0,0.0,0.0,0.3,0.0,1.0,0.6,0.0,0.0,33415.208
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,28.3,1.0,24.2,28.3,28.3,1.5,1.0,650.6,0.0,0.3,0.0,1.0,0.7,0.0,0.0,40905.649
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,27.2,1.0,24.1,27.2,27.2,0.8,5.0,41.2,0.0,0.5,0.0,1.0,1.0,0.0,0.0,51521.073
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,29.0,1.0,24.7,29.0,29.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.6,0.0,0.0,39884.081
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79650.678
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,31.5,1.0,27.3,31.5,31.5,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.6,0.0,0.0,71327.437
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,23.7,1.0,19.4,23.7,23.7,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.8,0.0,0.0,55735.834
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,25.9,1.0,24.5,25.9,25.9,128.7,2.0,242.2,0.0,0.6,0.0,1.0,1.3,0.0,0.0,88686.161
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,29.6,1.0,18.6,29.6,29.6,256.2,1.0,394.0,0.0,0.2,0.0,1.0,0.8,0.0,0.0,75578.682
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,29.8,1.0,28.4,29.8,29.8,183.9,2.0,243.5,0.0,0.3,0.0,1.0,0.5,0.0,0.0,79000.301
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,24.0,1.0,22.1,24.0,24.0,84.6,1.0,278.0,0.0,0.4,0.0,1.0,0.7,0.0,0.0,93046.861
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,29.8,1.0,23.9,29.8,29.8,0.0,1.0,0.0,0.0,0.3,0.0,1.0,0.7,0.0,0.0,34779.414
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,24.9,1.0,18.9,24.9,24.9,0.0,1.0,0.0,0.0,0.3,0.0,1.0,1.0,0.0,0.0,14600.273
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,58.5,1.0,44.4,58.5,58.5,0.0,0.0,0.0,0.0,0.3,0.0,1.0,1.1,0.0,0.0,17741.119
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,39.3,1.0,30.0,39.3,39.3,0.0,1.0,0.0,0.0,0.3,0.0,1.0,0.9,0.0,0.0,25696.342
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,44.3,1.0,35.7,44.3,44.3,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.5,0.0,0.0,31640.154
0.0,0.0,0.0,0.0,69487.0,0.0,0.0,0.0,0.0,22.5,1.0,15.7,22.5,22.4,178.8,1.0,370.5,0.0,0.3,0.0,1.0,0.7,0.0,0.0,85962.509
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,26.0,1.0,22.4,26.0,26.0,32.3,2.0,128.1,0.0,0.3,0.0,1.0,0.8,0.0,0.0,106339.935
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,19.6,1.0,14.7,19.6,19.6,4.0,1.0,240.4,0.0,0.2,0.0,1.0,0.5,0.0,0.0,108462.385
0.0,0.0,0.0,0.0,65323.0,0.0,0.0,0.0,0.0,15.8,1.0,15.5,15.8,15.8,95.2,1.0,229.2,0.0,0.2,0.0,1.0,0.5,0.0,0.0,114159.798
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,63.7,1.0,51.5,63.7,63.7,0.0,1.0,0.0,0.0,0.2,0.0,1.0,0.8,0.0,0.0,31613.187
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,40.1,1.0,33.7,40.1,40.1,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1.0,0.0,0.0,33686.463
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,38.8,1.0,33.4,38.8,38.8,639.9,1.0,513.1,0.0,0.2,0.0,1.0,0.3,0.0,0.0,28467.583
0.0,0.0,0.0,0.0,61190.0,0.0,0.0,0.0,0.0,40.0,1.0,31.7,40.0,40.0,0.0,1.0,711.6,0.0,0.3,0.0,1.0,1.0,0.0,2.0,32408.921
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,52.6,1.0,49.2,52.6,52.6,0.0,1.0,0.0,0.0,0.4,0.0,1.0,0.7,0.0,0.0,15418.797
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,34.6,1.0,21.8,34.6,34.6,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.7,0.0,0.0,59485.814
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,20.5,1.0,16.2,20.5,20.5,0.0,1.0,0.0,0.0,0.3,0.0,1.0,0.7,0.0,0.0,86081.143
0.0,0.0,0.0,0.0,58383.0,0.0,0.0,0.0,0.0,27.0,1.0,23.7,27.0,27.0,27.6,2.0,226.1,0.0,0.4,0.0,1.0,0.9,0.0,0.0,69587.126
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,24.5,1.0,19.0,24.5,24.5,20.4,4.0,218.3,0.0,0.2,0.0,1.0,0.6,0.0,0.0,74947.341
0.0,0.0,0.0,0.0,69487.0,0.0,0.0,0.0,0.0,21.7,1.0,18.0,21.7,21.7,0.0,2.0,310.7,0.0,0.3,0.0,1.0,0.9,0.0,0.0,92766.088
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,138.3,1.0,134.6,138.3,138.3,0.0,1.0,0.0,0.0,0.2,0.0,1.0,1.5,0.0,0.0,60083.843
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,34.7,1.0,27.4,34.7,34.7,0.0,0.0,0.0,0.0,0.3,0.0,1.0,1.8,0.0,0.0,99115.99
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,24.7,1.0,19.4,24.7,24.7,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.7,0.0,0.0,54757.096
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,25.9,1.0,18.3,25.9,25.9,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.8,0.0,0.0,48140.361
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,39.3,1.0,32.7,39.3,39.2,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.7,0.0,0.0,36863.119
0.0,0.0,0.0,0.0,66711.0,0.0,0.0,0.0,0.0,27.4,1.0,16.1,27.4,27.4,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.7,0.0,0.0,78221.434
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,24.3,1.0,20.2,24.3,24.3,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.7,0.0,0.0,84676.031
0.0,0.0,0.0,0.0,66711.0,0.0,0.0,0.0,0.0,27.3,1.0,17.0,27.3,27.3,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.6,0.0,0.0,94223.885
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,38.5,1.0,35.1,38.5,38.5,31.8,3.0,229.9,0.0,0.5,0.0,1.0,0.7,0.0,0.0,52130.207
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,32.2,1.0,27.1,32.2,32.2,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.6,0.0,0.0,57296.739
0.0,0.0,0.0,0.0,65323.0,0.0,0.0,0.0,0.0,33.6,1.0,26.8,33.6,33.6,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.6,0.0,0.0,21724.282
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,36.3,1.0,22.0,36.3,36.3,147.0,1.0,249.0,0.0,0.3,0.0,1.0,0.6,0.0,0.0,69617.421
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,20.3,1.0,18.8,20.3,20.3,0.0,1.0,461.2,0.0,0.2,0.0,1.0,0.3,0.0,0.0,119598.111
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,25.8,1.0,18.3,25.8,25.8,0.0,1.0,0.0,0.0,0.2,0.0,1.0,0.3,0.0,0.0,78232.538
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,21.5,1.0,15.9,21.5,21.5,33.6,3.0,215.4,0.0,0.2,0.0,1.0,0.4,0.0,0.0,50632.753
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,30.3,1.0,18.4,30.3,30.3,33.1,3.0,217.2,0.0,0.4,0.0,1.0,0.7,0.0,0.0,73933.704
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,36.6,1.0,30.3,36.6,36.6,0.0,1.0,0.0,0.0,0.3,0.0,1.0,0.6,0.0,0.0,18654.819
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,68.1,1.0,62.5,68.1,68.1,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.9,0.0,0.0,53806.911
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,37.9,1.0,29.7,37.9,37.9,0.0,1.0,0.0,0.0,0.3,0.0,1.0,0.6,0.0,0.0,26665.562
0.0,0.0,0.0,0.0,64452.0,629.0,1.0,0.699,716.0,308.0,1.0,18.4,308.0,308.0,0.0,2.0,0.0,0.0,0.2,0.6,1.0,1.3,0.0,0.0,87472.653
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,30.0,1.0,25.4,30.0,30.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.6,0.0,0.0,57810.696
0.0,0.0,0.0,0.0,70875.0,0.0,0.0,0.0,0.0,25.4,1.0,20.8,25.4,25.4,4.6,4.0,201.6,0.0,0.3,0.0,1.0,1.2,0.0,0.0,18082.17
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,32.2,1.0,22.6,32.2,32.2,0.0,2.0,561.8,0.0,0.4,0.0,1.0,1.1,0.0,0.0,40405.969
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,51.6,1.0,38.0,51.6,51.6,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.7,0.0,0.0,66932.648
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,47.9,1.0,47.6,47.9,47.9,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.9,0.0,0.0,62993.091
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,27.4,1.0,23.1,27.4,27.4,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.6,0.0,0.0,60015.633
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,26.7,1.0,25.3,26.7,26.7,0.0,1.0,0.0,0.0,0.2,0.0,1.0,0.6,0.0,0.0,19827.085
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,20.8,1.0,19.5,20.8,20.8,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.6,0.0,0.0,29828.616
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,41.2,1.0,39.2,41.2,41.2,25.9,2.0,96.4,0.0,0.7,0.0,1.0,0.9,0.0,0.0,84818.797
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,68.8,1.0,66.7,68.8,68.8,33.3,2.0,87.6,0.0,0.6,0.0,1.0,1.0,0.0,1.0,46210.189
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,31.5,1.0,28.3,31.5,31.5,0.0,1.0,0.0,0.0,0.4,0.0,1.0,0.6,0.0,0.0,65805.576
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,25.2,1.0,21.2,25.2,25.2,56.4,1.0,225.8,0.0,0.3,0.0,1.0,0.8,0.0,0.0,70445.462
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,26.1,1.0,22.4,26.1,26.1,0.0,2.0,557.0,0.0,0.2,0.0,1.0,0.6,0.0,1.0,38281.933
0.0,0.0,0.0,0.0,70875.0,0.0,0.0,0.0,0.0,22.8,1.0,16.8,22.8,22.8,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1.2,0.0,0.0,59063.862
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,34.6,1.0,33.6,34.6,34.6,0.0,0.0,0.0,0.0,0.6,0.0,1.0,1.0,0.0,0.0,26116.059
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,27.3,1.0,22.4,27.3,27.3,8.4,2.0,194.2,0.0,0.3,0.0,1.0,0.8,0.0,8.0,93927.249
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,36.9,1.0,35.5,36.9,36.9,0.0,0.0,0.0,0.0,0.8,0.0,1.0,1.5,0.0,0.0,50096.589
0.0,0.0,0.0,0.0,66711.0,0.0,0.0,0.0,0.0,29.2,1.0,18.4,29.2,29.2,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.3,0.0,0.0,63670.435
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,25.6,1.0,23.4,25.6,25.6,0.0,1.0,0.0,0.0,0.2,0.0,1.0,0.6,0.0,0.0,43840.278
0.0,0.0,0.0,0.0,68099.0,0.0,0.0,0.0,0.0,23.0,1.0,19.1,23.0,23.0,0.0,1.0,479.9,0.0,0.3,0.0,1.0,0.8,0.0,0.0,65800.817
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,32.9,1.0,26.6,32.9,32.9,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.6,0.0,0.0,71606.623
0.0,0.0,0.0,0.0,69487.0,0.0,0.0,0.0,0.0,34.6,1.0,18.4,34.6,34.6,121.2,2.0,312.7,0.0,0.3,0.0,1.0,1.0,0.0,0.0,73895.633
0.0,0.0,0.0,0.0,69487.0,0.0,0.0,0.0,0.0,37.0,1.0,31.5,37.0,37.0,0.0,1.0,241.6,0.0,0.4,0.0,1.0,0.9,0.0,0.0,9850.597
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,51.6,1.0,43.8,51.6,51.6,0.0,1.0,0.0,0.0,0.4,0.0,1.0,1.5,0.0,0.0,23001.242
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,39.9,1.0,33.7,39.9,39.9,0.0,1.0,0.0,0.0,0.2,0.0,1.0,0.9,0.0,0.0,19974.609
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,26.4,1.0,21.3,26.4,26.4,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.9,0.0,0.0,99158.819
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,33.5,1.0,26.6,33.5,33.5,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.8,0.0,0.0,90732.47
0.0,0.0,0.0,0.0,66711.0,0.0,0.0,0.0,0.0,36.7,1.0,21.7,36.7,36.7,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.8,0.0,0.0,76704.945
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,53.9,1.0,47.3,53.9,53.9,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.9,0.0,0.0,43203.84
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,20.6,1.0,18.9,20.6,20.6,214.7,1.0,321.1,0.0,0.3,0.0,1.0,1.0,0.0,0.0,89837.805
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,45.5,1.0,44.7,45.5,45.5,0.0,1.0,0.0,0.0,0.8,0.0,1.0,1.2,0.0,0.0,44151.19
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,35.0,1.0,27.5,35.0,35.0,109.7,3.0,72.6,0.0,0.3,0.0,1.0,0.8,0.0,0.0,55888.118
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,30.8,1.0,26.2,30.8,30.8,0.0,1.0,0.0,0.0,0.4,0.0,1.0,0.9,0.0,0.0,40474.179
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,22.1,1.0,18.3,22.1,22.1,6.6,1.0,266.2,0.0,0.3,0.0,1.0,0.7,0.0,8.0,76969.855
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,224.4,1.0,218.7,224.4,224.4,0.0,1.0,272.3,0.0,0.3,0.0,1.0,0.7,0.0,9.0,112877.018
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,23.5,1.0,19.0,23.5,23.5,30.8,2.0,215.3,0.0,0.3,0.0,1.0,0.6,0.0,10.0,97908.826
0.0,0.0,0.0,0.0,68099.0,0.0,0.0,0.0,0.0,30.0,1.0,26.1,30.0,30.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.8,0.0,0.0,84761.69
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,31.5,1.0,29.4,31.5,31.5,320.5,1.0,326.5,0.0,0.4,0.0,1.0,0.6,0.0,0.0,78611.661
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,23.9,1.0,19.5,23.9,23.9,9.8,3.0,24.9,0.0,0.2,0.0,1.0,0.7,0.0,0.0,57901.114
0.0,0.0,0.0,0.0,66711.0,0.0,0.0,0.0,0.0,17.2,1.0,15.3,17.2,17.2,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.6,0.0,0.0,46110.253
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,20.9,1.0,17.7,20.9,20.9,108.5,1.0,362.9,0.0,0.4,0.0,1.0,0.7,0.0,0.0,64753.869
0.0,0.0,0.0,0.0,73651.0,0.0,0.0,0.0,0.0,21.4,1.0,17.1,21.4,21.4,0.0,1.0,295.5,0.0,0.3,0.0,1.0,0.8,0.0,1.0,10993.059
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,29.8,1.0,21.3,29.8,29.8,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.6,0.0,0.0,66076.831
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,47.4,1.0,45.1,47.4,47.4,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.8,0.0,0.0,28461.238
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,23.6,1.0,18.0,23.6,23.5,5.9,1.0,271.2,0.0,0.2,0.0,1.0,0.5,0.0,0.0,76086.294
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,23.5,1.0,22.5,23.5,23.5,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.7,0.0,0.0,69233.539
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,32.6,1.0,28.2,32.6,32.6,27.6,1.0,393.4,0.0,0.3,0.0,1.0,0.9,0.0,0.0,64717.384
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,24.9,1.0,20.8,24.9,24.9,252.3,1.0,368.5,0.0,0.4,0.0,1.0,0.6,0.0,0.0,74636.429
0.0,0.0,0.0,0.0,65323.0,0.0,0.0,0.0,0.0,20.3,1.0,17.9,20.3,20.3,0.0,1.0,0.0,0.0,0.3,0.0,1.0,0.6,0.0,0.0,16695.757
0.0,0.0,0.0,0.0,69487.0,0.0,0.0,0.0,0.0,20.4,1.0,15.8,20.4,20.4,0.0,1.0,265.4,0.0,0.2,0.0,1.0,0.5,0.0,0.0,25091.967
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,25.7,1.0,20.0,25.7,25.7,245.6,2.0,484.3,0.0,0.3,0.0,1.0,0.5,0.0,0.0,31392.694
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,20.7,1.0,19.1,20.7,20.7,0.0,1.0,0.0,0.0,0.2,0.0,1.0,0.7,0.0,0.0,51011.875
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,35.4,1.0,32.5,35.4,35.4,175.3,1.0,285.9,0.0,0.4,0.0,1.0,0.8,0.0,0.0,100310.463
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,21.7,1.0,15.4,21.7,21.7,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.9,0.0,0.0,87999.299
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,65.2,1.0,58.0,65.2,65.2,0.0,0.0,0.0,0.0,0.3,0.0,1.0,1.7,0.0,0.0,21472.063
0.0,0.0,0.0,0.0,65323.0,0.0,0.0,0.0,0.0,34.8,1.0,30.5,34.8,34.8,0.0,0.0,0.0,0.0,0.3,0.0,1.0,1.2,0.0,0.0,30578.929
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,144.3,1.0,140.5,144.3,144.3,0.0,1.0,0.0,0.0,0.2,0.0,1.0,0.9,0.0,2.0,20574.225
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,22.3,1.0,18.0,22.3,22.3,0.0,1.0,0.0,0.0,0.4,0.0,1.0,0.6,0.0,8.0,33737.224
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,64.4,1.0,40.9,64.4,64.4,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.7,0.0,0.0,32663.309
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,27.5,1.0,20.6,27.5,27.5,3.8,4.0,59.9,0.0,0.3,0.0,1.0,0.7,0.0,0.0,17116.122
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,24.8,1.0,21.1,24.8,24.8,29.6,2.0,100.7,0.0,0.3,0.0,1.0,0.7,0.0,0.0,109437.951
