resets.sent.a2b,resets.sent.b2a,dsack.pkts.sent.b2a,rexmt.data.pkts.b2a,initial.window.bytes.a2b,truncated.data.b2a,truncated.packets.b2a,data.xmit.time.b2a,throughput.b2a,rtt.from.3whs.a2b,rtt.full.sz.smpls.a2b,rtt.full.sz.min.a2b,rtt.full.sz.max.a2b,rtt.full.sz.avg.a2b,rtt.min.last.a2b,max.retrans.a2b,min.retr.time.a2b,fin.pkts.sent.a2b,rtt.min.b2a,rtt.stdev.b2a,rtt.full.sz.smpls.b2a,rtt.full.sz.avg.b2a,triple.dupacks.b2a,duplicate.acks.b2a,transfer.datarate
0.0,0.0,0.0,0.0,70875.0,0.0,0.0,0.0,0.0,25.9,1.0,17.1,25.9,25.9,247.7,1.0,363.7,0.0,0.2,0.0,1.0,0.5,0.0,0.0,59210.947
0.0,0.0,0.0,0.0,66711.0,0.0,0.0,0.0,0.0,35.8,1.0,32.8,35.8,35.8,0.0,0.0,0.0,0.0,0.7,0.0,1.0,1.3,0.0,0.0,35701.046
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,34.3,1.0,20.8,34.3,34.3,319.3,1.0,407.8,0.0,0.2,0.0,1.0,0.7,0.0,0.0,55696.177
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,28.3,1.0,23.8,28.3,28.3,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.6,0.0,0.0,106753.955
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,32.9,1.0,21.0,32.9,32.9,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.5,0.0,0.0,129009.544
0.0,0.0,0.0,0.0,66711.0,0.0,0.0,0.0,0.0,32.2,1.0,22.4,32.2,32.1,0.0,1.0,0.0,0.0,0.3,0.0,1.0,0.4,0.0,0.0,81130.682
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,33.1,1.0,23.7,33.1,33.1,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.5,0.0,0.0,92420.278
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,42.0,1.0,26.5,42.0,42.0,28.9,2.0,212.7,0.0,0.4,0.0,1.0,0.6,0.0,0.0,136184.314
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,24.4,1.0,19.8,24.4,24.4,188.9,3.0,173.1,0.0,0.3,0.0,1.0,0.7,0.0,0.0,51151.469
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,29.1,1.0,23.7,29.1,29.1,0.0,1.0,328.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,68500.675
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,20.5,1.0,18.6,20.5,20.5,99.9,3.0,241.5,0.0,0.2,0.0,1.0,0.5,0.0,2.0,76819.158
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,28.7,1.0,21.4,28.7,28.7,35.1,3.0,238.3,0.0,0.3,0.0,1.0,0.7,0.0,0.0,103486.207
0.0,0.0,0.0,0.0,68099.0,0.0,0.0,0.0,0.0,30.7,1.0,23.7,30.7,30.7,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.7,0.0,0.0,24692.223
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,32.2,1.0,26.8,32.2,32.2,0.0,1.0,335.2,0.0,0.2,0.0,1.0,0.3,0.0,0.0,73354.71
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,25.7,1.0,22.7,25.7,25.7,43.2,1.0,367.6,0.0,0.3,0.0,1.0,0.7,0.0,0.0,65218.65
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,30.2,1.0,21.6,30.2,30.2,10.2,3.0,144.9,0.0,0.3,0.0,1.0,0.7,0.0,0.0,88732.163
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,17.2,1.0,14.9,17.2,17.2,27.0,3.0,194.0,0.0,0.4,0.0,1.0,1.0,0.0,0.0,97524.945
0.0,0.0,0.0,0.0,65323.0,0.0,0.0,0.0,0.0,27.8,1.0,25.4,27.8,27.8,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.7,0.0,0.0,66127.592
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,29.6,1.0,24.0,29.6,29.6,31.4,1.0,151.8,0.0,0.3,0.0,1.0,0.7,0.0,0.0,53573.727
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48898.943
0.0,0.0,0.0,0.0,65323.0,0.0,0.0,0.0,0.0,28.1,1.0,15.2,28.1,28.1,25.2,2.0,120.1,0.0,0.3,0.0,1.0,0.6,0.0,0.0,48898.943
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,33.0,1.0,21.6,33.0,33.0,36.7,1.0,241.4,0.0,0.4,0.0,1.0,0.6,0.0,0.0,92458.349
0.0,0.0,0.0,0.0,63844.0,0.0,0.0,0.0,0.0,22.9,1.0,19.9,22.9,22.9,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.8,0.0,0.0,17071.464
0.0,0.0,0.0,0.0,61190.0,0.0,0.0,0.0,0.0,28.8,1.0,27.2,28.8,28.7,0.0,0.0,0.0,2.0,0.5,0.0,1.0,0.7,0.0,2.0,42811.366
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,42.2,1.0,33.0,42.2,42.1,0.0,1.0,0.0,0.0,0.3,0.0,1.0,0.9,0.0,0.0,29497.082
0.0,0.0,0.0,0.0,66711.0,0.0,0.0,0.0,0.0,23.7,1.0,20.3,23.7,23.7,24.3,2.0,216.5,0.0,0.3,0.0,1.0,0.5,0.0,0.0,50275.839
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,18.9,1.0,17.0,18.9,18.9,159.4,1.0,239.9,0.0,0.2,0.0,1.0,0.5,0.0,0.0,85754.705
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,27.3,1.0,26.7,27.3,27.3,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.9,0.0,0.0,73361.055
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,20.9,1.0,20.4,20.9,20.9,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.8,0.0,0.0,64844.287
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,29.5,1.0,28.0,29.5,29.5,0.0,0.0,0.0,0.0,0.3,0.0,1.0,1.0,0.0,0.0,65734.193
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,28.2,1.0,26.3,28.2,28.2,0.0,1.0,0.0,0.0,0.6,0.0,1.0,1.1,0.0,0.0,20322.006
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,24.9,1.0,21.8,24.9,24.9,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.6,0.0,0.0,65269.411
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,38.5,1.0,23.3,38.5,38.5,0.0,1.0,0.0,0.0,0.3,0.0,1.0,0.7,0.0,0.0,58962.339
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,29.2,1.0,23.4,29.2,29.2,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.1,0.0,0.0,77932.73
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,32.7,1.0,17.9,32.7,32.7,36.4,3.0,235.5,0.0,0.2,0.0,1.0,0.6,0.0,0.0,84709.343
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,24.4,1.0,21.6,24.4,24.4,31.5,3.0,64.5,0.0,0.5,0.0,1.0,1.0,0.0,0.0,126856.954
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,33.5,1.0,31.5,33.5,33.5,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.7,0.0,0.0,100075.693
0.0,0.0,0.0,0.0,68099.0,0.0,0.0,0.0,0.0,28.8,1.0,26.2,28.8,28.8,0.0,3.0,184.6,0.0,0.4,0.0,1.0,0.8,0.0,1.0,26335.615
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,58.7,1.0,53.2,58.7,58.7,0.0,1.0,0.0,0.0,0.2,0.0,1.0,1.7,0.0,0.0,42783.811
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,34.2,1.0,29.2,34.2,34.2,96.2,2.0,360.1,0.0,0.4,0.0,1.0,0.5,0.0,0.0,19666.87
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,33.6,1.0,22.4,33.6,33.6,0.0,1.0,0.0,0.0,0.3,0.0,1.0,1.1,0.0,0.0,16305.53
0.0,0.0,0.0,0.0,69487.0,0.0,0.0,0.0,0.0,18.7,1.0,18.1,18.7,18.7,282.6,1.0,403.4,0.0,0.5,0.0,1.0,1.0,0.0,0.0,57423.642
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,27.3,1.0,24.8,27.3,27.3,26.2,3.0,79.4,0.0,0.3,0.0,1.0,0.7,0.0,0.0,74301.722
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,24.2,1.0,22.7,24.2,24.2,0.0,1.0,0.0,0.0,0.2,0.0,1.0,0.7,0.0,0.0,66751.002
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,55.1,1.0,41.9,55.1,55.1,0.0,1.0,0.0,0.0,0.4,0.0,1.0,0.6,0.0,0.0,75953.046
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,32.2,1.0,22.0,32.2,32.1,27.5,3.0,73.6,0.0,0.2,0.0,1.0,0.6,0.0,0.0,79612.607
0.0,0.0,0.0,0.0,69487.0,0.0,0.0,0.0,0.0,27.9,1.0,17.8,27.9,27.9,2.3,3.0,95.7,0.0,0.2,0.0,1.0,0.4,0.0,0.0,62813.841
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,35.5,1.0,34.6,35.5,35.5,45.8,3.0,141.1,0.0,0.6,0.0,1.0,1.0,0.0,0.0,79744.269
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,26.3,1.0,25.7,26.3,26.3,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.9,0.0,0.0,28216.95
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,32.9,1.0,21.2,32.9,32.9,30.4,1.0,249.5,0.0,0.3,0.0,1.0,0.5,0.0,0.0,45605.814
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,30.4,1.0,29.3,30.4,30.4,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.6,0.0,4.0,51784.397
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,27.4,1.0,19.9,27.4,27.4,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.6,0.0,0.0,45020.474
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,35.1,1.0,31.5,35.1,35.1,0.0,1.0,0.0,0.0,0.4,0.0,1.0,0.6,0.0,0.0,54966.486
0.0,0.0,0.0,0.0,69487.0,0.0,0.0,0.0,0.0,20.4,1.0,14.8,20.4,20.4,512.6,1.0,597.0,0.0,0.3,0.0,1.0,0.6,0.0,0.0,30636.035
0.0,0.0,0.0,0.0,68099.0,0.0,0.0,0.0,0.0,24.6,1.0,14.9,24.6,24.6,0.0,2.0,202.6,0.0,0.3,0.0,1.0,0.9,0.0,0.0,38840.305
0.0,0.0,0.0,0.0,68099.0,0.0,0.0,0.0,0.0,22.9,1.0,14.9,22.9,22.9,0.0,1.0,0.0,0.0,0.3,0.0,1.0,1.0,0.0,0.0,40851.715
0.0,0.0,0.0,0.0,70875.0,0.0,0.0,0.0,0.0,20.6,1.0,16.4,20.6,20.6,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.6,0.0,0.0,43894.211
0.0,0.0,0.0,0.0,66711.0,0.0,0.0,0.0,0.0,25.9,1.0,14.2,25.9,25.8,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.8,0.0,0.0,73213.53
0.0,0.0,0.0,0.0,61190.0,0.0,0.0,0.0,0.0,32.3,1.0,27.1,32.3,32.3,0.0,1.0,0.0,0.0,0.2,0.0,1.0,0.8,0.0,0.0,42030.43
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,36.1,1.0,30.8,36.1,36.1,11.4,3.0,121.8,0.0,0.4,0.0,1.0,0.8,0.0,0.0,30688.383
0.0,0.0,0.0,0.0,70875.0,0.0,0.0,0.0,0.0,16.8,1.0,16.0,16.8,16.8,94.9,2.0,218.6,0.0,0.4,0.0,1.0,0.7,0.0,0.0,90737.229
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,29.1,1.0,25.4,29.1,29.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.8,0.0,0.0,43844.699
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,25.3,1.0,22.3,25.3,25.3,141.4,1.0,392.2,0.0,0.4,0.0,1.0,0.9,0.0,0.0,71681.178
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,30.6,1.0,25.4,30.6,30.6,159.1,1.0,287.1,0.0,0.4,0.0,1.0,0.8,0.0,0.0,111333.096
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,25.6,1.0,22.4,25.6,25.6,32.2,4.0,191.6,0.0,0.3,0.0,1.0,0.5,0.0,0.0,95684.854
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,29.3,1.0,24.9,29.3,29.3,31.1,4.0,92.5,0.0,0.4,0.0,1.0,0.9,0.0,0.0,98473.544
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,35.8,1.0,29.3,35.8,35.8,92.3,1.0,259.9,0.0,0.3,0.0,1.0,0.8,0.0,0.0,80954.605
0.0,0.0,0.0,0.0,68099.0,0.0,0.0,0.0,0.0,21.2,1.0,17.5,21.2,21.2,21.4,2.0,119.4,0.0,0.3,0.0,1.0,0.6,0.0,7.0,84591.958
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,19.3,1.0,15.9,19.3,19.3,17.6,1.0,372.8,0.0,0.4,0.0,1.0,0.6,0.0,0.0,79833.101
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,31.5,1.0,24.3,31.5,31.5,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.9,0.0,0.0,10126.947
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,22.6,1.0,18.1,22.6,22.6,20.9,3.0,128.8,0.0,0.2,0.0,1.0,0.5,0.0,0.0,92185.507
0.0,0.0,0.0,0.0,70875.0,0.0,0.0,0.0,0.0,16.9,1.0,16.3,16.9,16.9,275.9,1.0,308.0,0.0,0.6,0.0,1.0,0.8,0.0,0.0,78960.643
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,19.1,1.0,17.3,19.1,19.1,0.0,2.0,260.4,0.0,0.2,0.0,1.0,0.6,0.0,0.0,97042.377
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,23.6,1.0,19.0,23.6,23.6,30.8,1.0,268.7,0.0,0.3,0.0,1.0,0.8,0.0,0.0,90413.626
0.0,0.0,0.0,0.0,65323.0,0.0,0.0,0.0,0.0,20.1,1.0,15.7,20.1,20.1,173.9,1.0,218.8,0.0,0.2,0.0,1.0,0.4,0.0,0.0,99125.507
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,61.1,1.0,40.8,61.1,61.1,23.2,6.0,114.3,0.0,0.5,0.0,1.0,0.7,0.0,1.0,8593.009
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,37.9,1.0,33.7,37.9,37.9,67.3,2.0,202.9,0.0,0.6,0.0,1.0,1.1,0.0,0.0,98108.698
0.0,0.0,0.0,0.0,66711.0,0.0,0.0,0.0,0.0,24.5,1.0,17.9,24.5,24.5,211.9,2.0,397.6,0.0,0.2,0.0,1.0,0.5,0.0,0.0,56194.271
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,21.9,1.0,21.0,21.9,21.9,171.5,1.0,246.0,0.0,0.2,0.0,1.0,0.9,0.0,0.0,98281.603
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,38.8,1.0,32.4,38.8,38.8,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.9,0.0,0.0,45565.016
0.0,0.0,0.0,0.0,65323.0,0.0,0.0,0.0,0.0,22.2,1.0,21.3,22.2,22.2,41.6,3.0,241.1,0.0,0.3,0.0,1.0,0.7,0.0,0.0,45643.885
0.0,0.0,0.0,0.0,66711.0,0.0,0.0,0.0,0.0,22.2,1.0,21.0,22.2,22.1,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.8,0.0,0.0,75606.659
0.0,0.0,0.0,0.0,70875.0,0.0,0.0,0.0,0.0,22.8,1.0,21.3,22.8,22.8,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.6,0.0,0.0,39441.507
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,40.3,1.0,31.6,40.3,40.3,0.0,1.0,0.0,0.0,0.2,0.0,1.0,0.9,0.0,0.0,26310.234
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,31.8,1.0,23.8,31.8,31.8,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.6,0.0,0.0,33577.009
0.0,0.0,0.0,0.0,66711.0,0.0,0.0,0.0,0.0,26.0,1.0,17.1,26.0,26.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.6,0.0,0.0,53762.495
0.0,0.0,0.0,0.0,65323.0,0.0,0.0,0.0,0.0,33.8,1.0,27.2,33.8,33.8,0.0,1.0,0.0,0.0,0.2,0.0,1.0,0.6,0.0,0.0,3629.521
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,21.7,1.0,21.5,21.7,21.7,44.7,4.0,82.6,0.0,0.3,0.0,1.0,0.6,0.0,0.0,87339.405
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,25.2,1.0,23.8,25.2,25.2,73.5,2.0,222.4,0.0,0.2,0.0,1.0,0.7,0.0,0.0,100872.008
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,34.7,1.0,29.1,34.7,34.7,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.7,0.0,0.0,45892.93
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,31.8,1.0,30.4,31.8,31.8,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.1,0.0,0.0,45493.187
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,52.7,1.0,50.6,52.7,52.7,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1.1,0.0,0.0,36847.93
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,27.7,1.0,19.6,27.7,27.7,34.4,2.0,96.6,0.0,0.5,0.0,1.0,0.7,0.0,0.0,56868.442
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,30.0,1.0,27.8,30.0,30.0,0.0,3.0,783.6,0.0,0.5,0.0,1.0,0.7,0.0,0.0,5119.043
0.0,0.0,0.0,0.0,63935.0,0.0,0.0,0.0,0.0,23.3,1.0,20.8,23.3,23.3,0.0,1.0,0.0,0.0,0.3,0.0,1.0,0.6,0.0,0.0,16675.135
