abs.rtt.max,abs.packetlost.sum,total.packets.b2a,pure.acks.sent.a2b,sack.pkts.sent.a2b,dsack.pkts.sent.a2b,max.sack.blks.ack.a2b,actual.data.pkts.b2a,rexmt.data.pkts.b2a,rexmt.data.bytes.b2a,outoforder.pkts.b2a,pushed.data.pkts.b2a,adv.wind.scale.a2b,mss.requested.b2a,min.segm.size.b2a,avg.segm.size.b2a,min.win.adv.a2b,initial.window.bytes.b2a,initial.window.pkts.b2a,truncated.data.b2a,truncated.packets.b2a,idletime.max.b2a,hardware.dups.b2a,rtt.from.3whs.a2b,rtt.from.3whs.b2a,post.loss.acks.a2b,ambiguous.acks.a2b,segs.cum.acked.a2b,duplicate.acks.a2b,triple.dupacks.a2b,max.retrans.b2a,transfer.datarate
243.0,0.0,1159.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,1320.0,181.0,596.0,65535.0,536.0,1.0,462.0,1.0,128.0,0.0,30.0,0.0,0.0,0.0,1069.0,2.0,0.0,0.0,8389.26174496644
238.0,0.0,1077.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,42.0,0.0,36.0,0.0,793.0,0.0,914.0,59.0,7.0,0.0,11682.2429906542
457.0,0.0,739.0,6.0,1.0,1.0,1.0,6.0,1.0,245.0,0.0,4.0,8.0,1320.0,245.0,637.0,87808.0,1308.0,1.0,462.0,1.0,158.0,0.0,34.0,1.0,0.0,0.0,1185.0,0.0,0.0,0.0,8503.40136054422
96.0,0.0,996.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,258.0,895.0,87808.0,1308.0,1.0,563.0,2.0,103.0,0.0,29.0,0.0,459.0,0.0,968.0,35.0,0.0,0.0,23014.9597238205
209.0,0.0,831.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,28.0,0.0,27.0,0.0,0.0,0.0,1085.0,0.0,0.0,0.0,15810.2766798419
177.0,0.0,774.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,258.0,895.0,87808.0,1308.0,1.0,563.0,2.0,87.0,0.0,41.0,1.0,0.0,0.0,1150.0,1.0,0.0,0.0,18885.7412653447
139.0,0.0,719.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,33.0,0.0,21.0,0.0,0.0,0.0,1196.0,0.0,0.0,0.0,27359.781121751
189.0,0.0,762.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,40.0,0.0,30.0,0.0,0.0,0.0,1153.0,0.0,0.0,0.0,21186.4406779661
123.0,0.0,683.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,246.0,895.0,87808.0,2616.0,1.0,1626.0,2.0,82.0,0.0,31.0,0.0,0.0,0.0,1243.0,3.0,0.0,0.0,25641.0256410256
217.0,0.0,469.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,71.0,0.0,31.0,0.0,0.0,0.0,1470.0,0.0,0.0,0.0,20639.8348813209
135.0,0.0,1019.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,31.0,0.0,32.0,1.0,795.0,0.0,957.0,52.0,5.0,0.0,16155.0888529887
240.0,0.0,830.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,52.0,0.0,23.0,0.0,0.0,0.0,1123.0,3.0,0.0,0.0,16012.8102481986
179.0,0.0,867.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,246.0,895.0,87808.0,2616.0,1.0,1626.0,2.0,84.0,0.0,31.0,1.0,443.0,0.0,1154.0,87.0,8.0,0.0,20060.1805416249
141.0,0.0,537.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,8.0,1320.0,244.0,715.0,87808.0,1308.0,1.0,462.0,1.0,104.0,0.0,21.0,0.0,0.0,0.0,1389.0,1.0,0.0,0.0,27359.781121751
883.0,0.0,866.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,69.0,0.0,44.0,0.0,0.0,0.0,1049.0,0.0,0.0,0.0,3724.3947858473
85.0,0.0,1069.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,30.0,0.0,28.0,0.0,574.0,0.0,936.0,52.0,1.0,0.0,24183.7968561064
700.0,0.0,682.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,8.0,1320.0,245.0,716.0,87808.0,1308.0,1.0,462.0,1.0,115.0,0.0,28.0,0.0,0.0,0.0,1243.0,1.0,0.0,0.0,4719.2071731949
91.0,0.0,1046.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,40.0,0.0,26.0,1.0,518.0,0.0,935.0,41.0,0.0,0.0,24875.6218905473
268.0,0.0,996.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,246.0,895.0,87808.0,2616.0,1.0,1626.0,2.0,86.0,0.0,27.0,0.0,266.0,0.0,962.0,32.0,0.0,0.0,10887.3162765378
141.0,0.0,1095.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,40.0,0.0,38.0,1.0,689.0,0.0,879.0,47.0,2.0,0.0,11494.2528735632
126.0,0.0,890.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,58.0,0.0,43.0,0.0,482.0,0.0,1149.0,87.0,8.0,0.0,17436.79163034
124.0,0.0,1002.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,8.0,1320.0,244.0,715.0,87808.0,1308.0,1.0,462.0,1.0,146.0,0.0,67.0,0.0,463.0,0.0,1008.0,77.0,6.0,0.0,18744.1424554827
548.0,38.0,657.0,4.0,1.0,1.0,1.0,4.0,1.0,258.0,0.0,4.0,9.0,1320.0,258.0,959.0,88064.0,2861.0,1.0,1871.0,2.0,220.0,0.0,18.0,0.0,14.0,21.0,1273.0,8.0,1.0,0.0,6578.94736842105
113.0,0.0,1010.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,51.0,0.0,27.0,0.0,697.0,0.0,1037.0,108.0,12.0,0.0,19212.2958693564
82.0,0.0,1028.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,258.0,895.0,87808.0,1308.0,1.0,564.0,2.0,96.0,0.0,39.0,0.0,281.0,0.0,986.0,68.0,3.0,0.0,18850.1413760603
2562.0,34.0,1050.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,364.0,0.0,21.0,1.0,7.0,20.0,924.0,0.0,0.0,0.0,858.111297035225
116.0,0.0,496.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,31.0,0.0,20.0,5.0,0.0,0.0,1420.0,0.0,0.0,0.0,24844.7204968944
191.0,0.0,1012.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,51.0,0.0,26.0,1.0,675.0,0.0,1014.0,90.0,10.0,0.0,20080.3212851406
177.0,0.0,1072.0,5.0,1.0,1.0,1.0,5.0,1.0,245.0,0.0,4.0,8.0,1320.0,245.0,765.0,87808.0,2616.0,1.0,1626.0,2.0,224.0,0.0,43.0,0.0,712.0,0.0,1007.0,117.0,10.0,0.0,16000.0
73.0,0.0,873.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,40.0,0.0,28.0,0.0,374.0,0.0,1088.0,30.0,0.0,0.0,30030.03003003
138.0,0.0,1038.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,9.0,1320.0,258.0,1193.0,88064.0,2862.0,1.0,1872.0,2.0,78.0,0.0,26.0,0.0,496.0,0.0,1099.0,149.0,9.0,0.0,23866.3484486873
58.0,0.0,1121.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,31.0,0.0,25.0,0.0,397.0,0.0,960.0,124.0,6.0,0.0,14814.8148148148
326.0,0.0,1184.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,258.0,895.0,87808.0,1308.0,1.0,564.0,2.0,94.0,0.0,29.0,0.0,889.0,0.0,800.0,50.0,3.0,0.0,7662.83524904215
100.0,0.0,1045.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,77.0,0.0,29.0,0.0,302.0,0.0,1030.0,137.0,16.0,0.0,8729.81230903536
220.0,0.0,889.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,245.0,895.0,87808.0,2616.0,1.0,1626.0,2.0,138.0,0.0,36.0,0.0,248.0,0.0,1180.0,129.0,11.0,0.0,15772.8706624606
88.0,0.0,916.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,9.0,1320.0,245.0,895.0,88064.0,2616.0,1.0,1626.0,2.0,72.0,0.0,22.0,0.0,399.0,0.0,1180.0,130.0,21.0,0.0,35460.9929078014
285.0,0.0,1084.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,69.0,0.0,28.0,0.0,443.0,0.0,860.0,23.0,2.0,0.0,9161.70407695831
139.0,0.0,949.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,28.0,0.0,23.0,0.0,643.0,0.0,1109.0,113.0,16.0,0.0,23752.9691211401
218.0,0.0,705.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,63.0,0.0,30.0,0.0,0.0,0.0,1212.0,1.0,0.0,0.0,16501.6501650165
520.0,105.0,691.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,9.0,1320.0,246.0,895.0,88064.0,2616.0,1.0,1626.0,2.0,182.0,0.0,32.0,0.0,12.0,66.0,1324.0,89.0,3.0,0.0,9643.20154291225
191.0,0.0,1015.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,56.0,0.0,24.0,1.0,565.0,0.0,1006.0,91.0,11.0,0.0,20080.3212851406
14809.0,0.0,1006.0,6.0,1.0,1.0,1.0,6.0,1.0,258.0,0.0,4.0,8.0,1320.0,243.0,639.0,87808.0,1308.0,1.0,462.0,1.0,358.0,0.0,37.0,0.0,74.0,1.0,929.0,3.0,0.0,0.0,728.836412667177
458.0,0.0,792.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,9.0,1320.0,244.0,894.0,88064.0,2616.0,1.0,1626.0,2.0,80.0,0.0,20.0,0.0,49.0,0.0,1133.0,3.0,0.0,0.0,7610.3500761035
1443.0,86.0,951.0,5.0,1.0,1.0,1.0,5.0,1.0,258.0,0.0,4.0,9.0,1320.0,246.0,767.0,88064.0,2616.0,1.0,1626.0,2.0,619.0,0.0,327.0,0.0,6.0,77.0,1010.0,9.0,1.0,0.0,1409.24464487035
137.0,0.0,585.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,71.0,0.0,37.0,0.0,0.0,0.0,1334.0,0.0,0.0,0.0,21030.4942166141
245.0,0.0,600.0,6.0,1.0,1.0,1.0,5.0,1.0,244.0,0.0,4.0,8.0,1320.0,244.0,764.0,87808.0,1308.0,1.0,562.0,2.0,64.0,0.0,45.0,0.0,0.0,0.0,1325.0,0.0,0.0,0.0,22988.5057471264
141.0,0.0,509.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,44.0,0.0,39.0,0.0,0.0,0.0,1422.0,2.0,0.0,0.0,21857.9234972678
160.0,0.0,621.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,245.0,895.0,87808.0,2616.0,1.0,1626.0,2.0,87.0,0.0,29.0,0.0,122.0,0.0,1307.0,1.0,0.0,0.0,25380.7106598985
167.0,0.0,650.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,81.0,0.0,40.0,1.0,0.0,0.0,1268.0,1.0,0.0,0.0,24360.5359317905
255.0,0.0,662.0,5.0,1.0,1.0,1.0,5.0,1.0,244.0,0.0,4.0,8.0,1320.0,244.0,764.0,87808.0,1308.0,1.0,562.0,2.0,125.0,0.0,32.0,0.0,98.0,0.0,1264.0,1.0,0.0,0.0,21097.0464135021
84.0,0.0,871.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1320.0,258.0,895.0,65535.0,2560.0,1.0,1558.0,2.0,109.0,0.0,54.0,0.0,0.0,0.0,1037.0,0.0,0.0,0.0,10335.9173126615
755.0,0.0,872.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,32.0,0.0,37.0,0.0,0.0,0.0,1043.0,0.0,0.0,0.0,5762.02823393835
2082.0,0.0,930.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,8.0,1320.0,245.0,716.0,87808.0,1308.0,1.0,462.0,1.0,112.0,0.0,32.0,0.0,0.0,0.0,994.0,0.0,0.0,0.0,2216.55768591378
371.0,0.0,889.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,27.0,0.0,29.0,1.0,0.0,0.0,1026.0,0.0,0.0,0.0,9514.74785918173
492.0,0.0,908.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,37.0,0.0,23.0,1.0,0.0,0.0,1009.0,1.0,0.0,0.0,9505.70342205323
260.0,0.0,752.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,245.0,895.0,87808.0,2616.0,1.0,1626.0,2.0,89.0,0.0,24.0,0.0,0.0,0.0,1174.0,3.0,0.0,0.0,18416.2062615101
237.0,0.0,639.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,35.0,0.0,25.0,0.0,0.0,0.0,1276.0,0.0,0.0,0.0,16680.5671392827
147.0,0.0,596.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,65.0,0.0,76.0,1.0,0.0,0.0,1323.0,2.0,0.0,0.0,22650.0566251416
176.0,0.0,1022.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,31.0,0.0,33.0,0.0,421.0,0.0,962.0,47.0,5.0,0.0,22573.3634311512
76.0,0.0,816.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1320.0,258.0,895.0,65535.0,2560.0,1.0,1558.0,2.0,87.0,0.0,29.0,0.0,0.0,0.0,1093.0,2.0,0.0,0.0,12911.555842479
373.0,0.0,1122.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,43.0,0.0,33.0,0.0,764.0,0.0,892.0,71.0,9.0,0.0,9685.23002421308
130.0,0.0,881.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1320.0,258.0,895.0,65535.0,1280.0,1.0,579.0,2.0,118.0,0.0,32.0,0.0,0.0,0.0,1028.0,1.0,0.0,0.0,7530.12048192771
95.0,-3.0,1110.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,49.0,0.0,23.0,0.0,467.0,0.0,982.0,66.0,4.0,0.0,21231.4225053079
97.0,0.0,864.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1320.0,258.0,895.0,65535.0,1280.0,1.0,580.0,2.0,87.0,0.0,23.0,0.0,0.0,0.0,1096.0,0.0,0.0,0.0,13166.5569453588
5323.0,240.0,986.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,3375.0,5.0,34.0,1.0,1.0,198.0,942.0,0.0,0.0,0.0,2156.79930982422
75.0,0.0,852.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1320.0,258.0,895.0,65535.0,1280.0,1.0,579.0,2.0,80.0,0.0,23.0,0.0,0.0,0.0,1057.0,1.0,0.0,0.0,13368.9839572193
147.0,0.0,904.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,1320.0,258.0,716.0,65535.0,1280.0,1.0,462.0,1.0,107.0,0.0,50.0,0.0,0.0,0.0,1003.0,1.0,0.0,0.0,5691.51963574274
107.0,0.0,580.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,245.0,895.0,87808.0,2616.0,1.0,1626.0,2.0,85.0,0.0,25.0,0.0,0.0,0.0,1346.0,2.0,0.0,0.0,31250.0
344.0,0.0,853.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,54.0,0.0,26.0,0.0,0.0,0.0,1063.0,1.0,0.0,0.0,11441.647597254
210.0,0.0,1009.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,51.0,0.0,33.0,0.0,763.0,0.0,998.0,70.0,9.0,0.0,16708.4377610693
124.0,0.0,934.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,40.0,0.0,37.0,0.0,544.0,0.0,1040.0,31.0,1.0,0.0,29895.3662182362
359.0,0.0,936.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,258.0,894.0,87808.0,1308.0,1.0,561.0,2.0,101.0,0.0,37.0,0.0,409.0,0.0,1015.0,20.0,1.0,0.0,11481.0562571757
105.0,0.0,1182.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,258.0,894.0,87808.0,1308.0,1.0,562.0,2.0,80.0,0.0,55.0,0.0,913.0,0.0,952.0,130.0,5.0,0.0,6045.9492140266
130.0,0.0,986.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,43.0,0.0,34.0,0.0,677.0,0.0,979.0,45.0,0.0,0.0,17699.1150442478
289.0,0.0,1067.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,64.0,0.0,39.0,0.0,753.0,0.0,938.0,83.0,12.0,0.0,12391.5737298637
158.0,0.0,932.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,258.0,894.0,87808.0,1308.0,1.0,562.0,2.0,118.0,0.0,33.0,0.0,403.0,0.0,1050.0,38.0,0.0,0.0,23501.7626321974
685.0,0.0,1123.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,246.0,895.0,87808.0,2616.0,1.0,1626.0,2.0,97.0,0.0,34.0,0.0,781.0,0.0,828.0,29.0,0.0,0.0,5372.011818426
241.0,0.0,970.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,71.0,0.0,29.0,0.0,648.0,0.0,1006.0,48.0,6.0,0.0,14388.4892086331
185.0,0.0,965.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,40.0,0.0,35.0,0.0,376.0,0.0,1012.0,54.0,7.0,0.0,16103.0595813205
544.0,0.0,1194.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,258.0,894.0,87808.0,1308.0,1.0,561.0,2.0,113.0,0.0,34.0,1.0,917.0,0.0,798.0,64.0,3.0,0.0,6489.29266709929
222.0,0.0,1083.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,258.0,895.0,87808.0,1308.0,1.0,563.0,2.0,106.0,0.0,33.0,0.0,802.0,0.0,909.0,62.0,4.0,0.0,10121.4574898785
104.0,0.0,1127.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,95.0,0.0,26.0,0.0,428.0,0.0,857.0,58.0,2.0,0.0,11997.600479904
298.0,0.0,1126.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,43.0,0.0,31.0,0.0,310.0,0.0,839.0,35.0,3.0,0.0,10204.0816326531
308.0,0.0,729.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,40.0,0.0,32.0,0.0,0.0,0.0,1187.0,1.0,0.0,0.0,13755.1581843191
309.0,0.0,986.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,8.0,1320.0,244.0,715.0,87808.0,1308.0,1.0,462.0,1.0,85.0,0.0,27.0,0.0,710.0,0.0,980.0,36.0,3.0,0.0,11494.2528735632
