abs.rtt.max,abs.packetlost.sum,total.packets.b2a,pure.acks.sent.a2b,sack.pkts.sent.a2b,dsack.pkts.sent.a2b,max.sack.blks.ack.a2b,actual.data.pkts.b2a,rexmt.data.pkts.b2a,rexmt.data.bytes.b2a,outoforder.pkts.b2a,pushed.data.pkts.b2a,adv.wind.scale.a2b,mss.requested.b2a,min.segm.size.b2a,avg.segm.size.b2a,min.win.adv.a2b,initial.window.bytes.b2a,initial.window.pkts.b2a,truncated.data.b2a,truncated.packets.b2a,idletime.max.b2a,hardware.dups.b2a,rtt.from.3whs.a2b,rtt.from.3whs.b2a,post.loss.acks.a2b,ambiguous.acks.a2b,segs.cum.acked.a2b,duplicate.acks.a2b,triple.dupacks.a2b,max.retrans.b2a,transfer.datarate
451.0,0.0,908.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,9.0,1320.0,258.0,1558.0,88064.0,2860.0,1.0,1408.0,1.0,75.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6715.91672263264
463.0,0.0,1916.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,214.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19646.3654223969
466.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1320.0,0.0,0.0,87808.0,0.0,0.0,0.0,0.0,180.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,513.663447709061
5451.0,522.0,2154.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,20463.0,0.0,41.0,0.0,60.0,604.0,24.0,255.0,8.0,0.0,594.777850472848
1549.0,0.0,1925.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,8.0,1320.0,243.0,715.0,87808.0,1308.0,1.0,462.0,1.0,235.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4311.27398146152
65.0,0.0,247.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1320.0,258.0,1557.0,65535.0,2859.0,1.0,1395.0,1.0,78.0,0.0,23.0,0.0,0.0,0.0,337.0,2.0,0.0,0.0,11689.0707188778
254.0,0.0,1924.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,9.0,1320.0,245.0,895.0,88064.0,2616.0,1.0,1626.0,2.0,237.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21413.2762312634
584.0,0.0,1916.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,240.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7037.29767769177
126.0,0.0,1924.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,244.0,894.0,87808.0,2616.0,1.0,1626.0,2.0,207.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24271.8446601942
1777.0,0.0,1120.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,69.0,0.0,25.0,0.0,298.0,0.0,803.0,8.0,0.0,0.0,1414.42715700141
126.0,0.0,232.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,8.0,1320.0,243.0,1038.0,87808.0,2616.0,1.0,1164.0,1.0,125.0,0.0,41.0,0.0,40.0,0.0,173.0,2.0,0.0,0.0,10887.3162765378
109.0,0.0,516.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1320.0,0.0,0.0,88064.0,0.0,0.0,0.0,0.0,29.0,0.0,27.0,0.0,346.0,0.0,392.0,66.0,3.0,0.0,15515.9038013964
166.0,0.0,1923.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,9.0,1320.0,258.0,1192.0,88064.0,2860.0,1.0,1870.0,2.0,241.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22123.8938053097
307.0,0.0,1916.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,240.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12453.300124533
228.0,0.0,243.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1320.0,0.0,0.0,88064.0,0.0,0.0,0.0,0.0,31.0,0.0,23.0,0.0,0.0,0.0,783.0,0.0,0.0,0.0,15847.8605388273
70.0,0.0,837.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,32.0,0.0,32.0,0.0,298.0,0.0,1150.0,56.0,5.0,0.0,32573.2899022801
114.0,0.0,276.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,9.0,1320.0,244.0,1038.0,88064.0,2616.0,1.0,1164.0,1.0,92.0,0.0,27.0,0.0,0.0,0.0,574.0,1.0,0.0,0.0,16194.3319838057
65.0,0.0,877.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1320.0,258.0,894.0,65535.0,2560.0,1.0,1558.0,2.0,91.0,0.0,32.0,0.0,0.0,0.0,1032.0,2.0,0.0,0.0,11904.7619047619
1486.0,0.0,1150.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,82.0,0.0,54.0,1.0,590.0,0.0,785.0,19.0,2.0,0.0,3444.11916652316
70.0,0.0,138.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,9.0,1320.0,258.0,1558.0,88064.0,2860.0,1.0,1408.0,1.0,72.0,0.0,18.0,0.0,0.0,0.0,362.0,0.0,0.0,0.0,24539.8773006135
188.0,51.0,946.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1320.0,258.0,894.0,65535.0,2560.0,1.0,1558.0,2.0,2274.0,0.0,24.0,0.0,3.0,42.0,975.0,15.0,3.0,0.0,2355.43516664704
88.0,0.0,514.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,30.0,0.0,27.0,0.0,0.0,0.0,1414.0,5.0,0.0,0.0,31746.0317460317
313.0,0.0,1030.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,32.0,0.0,31.0,0.0,598.0,0.0,937.0,45.0,4.0,0.0,14245.0142450142
171.0,0.0,683.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,1320.0,180.0,715.0,65535.0,1072.0,1.0,606.0,2.0,110.0,0.0,28.0,0.0,0.0,0.0,1226.0,0.0,0.0,0.0,10531.8588730911
40.0,0.0,854.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1320.0,258.0,1038.0,65535.0,2560.0,1.0,1096.0,1.0,84.0,0.0,22.0,0.0,0.0,0.0,959.0,2.0,0.0,0.0,16556.2913907285
229.0,15.0,1175.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,1561.0,0.0,25.0,1.0,219.0,6.0,863.0,86.0,3.0,0.0,3000.75018754689
243.0,0.0,1916.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,234.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29717.6820208024
417.0,0.0,1924.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,258.0,894.0,87808.0,1308.0,1.0,561.0,2.0,225.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22805.0171037628
261.0,0.0,1039.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,36.0,0.0,28.0,0.0,619.0,0.0,982.0,81.0,7.0,0.0,14084.5070422535
225.0,0.0,1916.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,220.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17746.2289263531
108.0,0.0,919.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,9.0,1320.0,243.0,894.0,88064.0,2616.0,1.0,1626.0,2.0,74.0,0.0,18.0,0.0,599.0,0.0,1176.0,143.0,17.0,0.0,33783.7837837838
235.0,0.0,1924.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,245.0,895.0,87808.0,2616.0,1.0,1626.0,2.0,241.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17777.7777777778
255.0,0.0,808.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,32.0,0.0,19.0,0.0,395.0,0.0,1231.0,99.0,4.0,0.0,15612.8024980484
133.0,0.0,1916.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,428.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32573.2899022801
165.0,0.0,527.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,21.0,0.0,14.0,1.0,0.0,0.0,1388.0,0.0,0.0,0.0,24691.3580246914
636.0,0.0,1923.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,9.0,1320.0,258.0,1192.0,88064.0,2860.0,1.0,1870.0,2.0,225.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7939.65859468043
87.0,0.0,833.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,243.0,894.0,87808.0,2616.0,1.0,1626.0,2.0,86.0,0.0,28.0,0.0,499.0,0.0,1336.0,218.0,28.0,0.0,22346.3687150838
110.0,0.0,541.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,47.0,0.0,38.0,0.0,0.0,0.0,1374.0,0.0,0.0,0.0,34482.7586206897
112.0,0.0,855.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,31.0,0.0,23.0,0.0,305.0,0.0,1104.0,34.0,0.0,0.0,34782.6086956522
361.0,0.0,615.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,9.0,1320.0,258.0,1192.0,88064.0,2859.0,1.0,1869.0,2.0,71.0,0.0,24.0,1.0,70.0,0.0,1314.0,2.0,0.0,0.0,12406.9478908189
2997.0,448.0,1254.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,4954.0,0.0,60.0,0.0,180.0,420.0,670.0,7.0,0.0,0.0,1203.4418436729
1120.0,0.0,1113.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,8.0,1320.0,244.0,715.0,87808.0,1308.0,1.0,462.0,1.0,91.0,0.0,34.0,1.0,785.0,0.0,829.0,16.0,1.0,0.0,3526.09308885755
491.0,0.0,1916.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,222.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19474.1966893866
291.0,0.0,1210.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,23.0,0.0,18.0,0.0,959.0,0.0,895.0,87.0,1.0,0.0,11331.4447592068
250.0,0.0,1921.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,244.0,894.0,87808.0,2616.0,1.0,1626.0,2.0,439.0,0.0,32.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,14892.0327624721
151.0,0.0,1039.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,258.0,894.0,87808.0,1308.0,1.0,561.0,2.0,110.0,0.0,33.0,0.0,703.0,0.0,971.0,73.0,9.0,0.0,14035.0877192982
167.0,0.0,1916.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,407.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19704.4334975369
299.0,0.0,1055.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,56.0,0.0,39.0,0.0,616.0,0.0,921.0,50.0,4.0,0.0,12531.328320802
163.0,0.0,1924.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,258.0,894.0,87808.0,1308.0,1.0,562.0,2.0,231.0,0.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,23640.6619385343
141.0,0.0,1015.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,258.0,894.0,87808.0,1308.0,1.0,561.0,2.0,92.0,0.0,34.0,0.0,575.0,0.0,1005.0,79.0,9.0,0.0,16863.4064080944
165.0,0.0,1916.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,271.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20964.3605870021
93.0,0.0,1044.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,56.0,0.0,33.0,1.0,292.0,0.0,954.0,61.0,5.0,0.0,22321.4285714286
511.0,0.0,1925.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,8.0,1320.0,243.0,715.0,87808.0,1308.0,1.0,462.0,1.0,325.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7222.82412423257
193.0,0.0,1916.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,238.0,0.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,19841.2698412698
203.0,0.0,1063.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,75.0,0.0,42.0,0.0,411.0,0.0,883.0,29.0,0.0,0.0,12391.5737298637
129.0,0.0,1103.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,258.0,894.0,87808.0,1308.0,1.0,562.0,2.0,97.0,0.0,36.0,0.0,198.0,0.0,997.0,71.0,4.0,0.0,21097.0464135021
1358.0,-5.0,1921.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,412.0,0.0,29.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3698.90882189754
1085.0,0.0,1916.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,238.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9910.80277502478
2126.0,0.0,1467.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,8.0,1320.0,244.0,779.0,87808.0,1308.0,1.0,0.0,0.0,337.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4671.80565288484
148.0,0.0,1026.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,49.0,0.0,33.0,1.0,391.0,0.0,973.0,25.0,1.0,0.0,23474.1784037559
397.0,0.0,1923.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,9.0,1320.0,258.0,1192.0,88064.0,2860.0,1.0,1870.0,2.0,223.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19762.8458498024
202.0,0.0,867.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1320.0,258.0,894.0,65535.0,2560.0,1.0,1558.0,2.0,97.0,0.0,32.0,1.0,0.0,0.0,1042.0,2.0,0.0,0.0,7730.96250483185
765.0,0.0,1916.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,231.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5667.32785491641
1440.0,0.0,1916.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,231.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6108.73549175321
165.0,0.0,1003.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,47.0,0.0,34.0,0.0,303.0,0.0,973.0,17.0,0.0,0.0,22547.9143179256
225.0,0.0,1923.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,9.0,1320.0,258.0,1192.0,88064.0,2860.0,1.0,1870.0,2.0,220.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19102.1967526266
1817.0,0.0,1010.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,258.0,894.0,87808.0,1308.0,1.0,561.0,2.0,101.0,0.0,45.0,0.0,325.0,0.0,918.0,4.0,0.0,0.0,2286.75966155957
198.0,0.0,722.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,71.0,0.0,38.0,0.0,0.0,0.0,1197.0,1.0,0.0,0.0,18315.0183150183
361.0,1.0,942.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,258.0,894.0,87808.0,1308.0,1.0,562.0,2.0,124.0,0.0,39.0,1.0,1.0,0.0,1308.0,325.0,1.0,0.0,11560.6936416185
371.0,0.0,1128.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,50.0,0.0,44.0,0.0,356.0,0.0,835.0,38.0,4.0,0.0,10559.6620908131
352.0,239.0,1253.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,8.0,1320.0,245.0,716.0,87808.0,1308.0,1.0,462.0,1.0,128.0,0.0,59.0,0.0,89.0,124.0,936.0,208.0,7.0,0.0,2783.96436525612
196.0,0.0,740.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,47.0,0.0,40.0,0.0,0.0,0.0,1180.0,2.0,0.0,0.0,21691.9739696312
210.0,0.0,1916.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1320.0,433.0,432.0,88064.0,433.0,1.0,0.0,0.0,223.0,0.0,25.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,18674.1363211951
141.0,0.0,626.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,244.0,894.0,87808.0,2616.0,1.0,1626.0,2.0,86.0,0.0,35.0,0.0,0.0,0.0,1296.0,0.0,0.0,0.0,19455.2529182879
546.0,0.0,1160.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,75.0,0.0,55.0,0.0,161.0,0.0,837.0,37.0,1.0,0.0,7952.28628230616
179.0,0.0,1096.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,243.0,894.0,87808.0,2616.0,1.0,1626.0,2.0,118.0,0.0,34.0,1.0,416.0,0.0,882.0,48.0,3.0,0.0,14265.335235378
693.0,0.0,932.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,81.0,0.0,40.0,0.0,0.0,0.0,983.0,0.0,0.0,0.0,4442.47001332741
177.0,0.0,712.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,8.0,1320.0,243.0,715.0,87808.0,1308.0,1.0,462.0,1.0,129.0,0.0,38.0,0.0,0.0,0.0,1213.0,2.0,0.0,0.0,19138.7559808612
172.0,0.0,1027.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,50.0,0.0,33.0,1.0,352.0,0.0,990.0,33.0,2.0,0.0,19743.3366238894
127.0,0.0,1076.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,244.0,894.0,87808.0,2616.0,1.0,1626.0,2.0,101.0,0.0,34.0,1.0,639.0,0.0,940.0,76.0,5.0,0.0,19860.9731876862
187.0,2.0,980.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,49.0,0.0,40.0,0.0,2.0,0.0,1201.0,261.0,2.0,0.0,16920.4737732657
339.0,2.0,923.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,258.0,894.0,87808.0,1308.0,1.0,562.0,2.0,98.0,0.0,39.0,0.0,1.0,0.0,1226.0,227.0,1.0,0.0,7974.48165869219
1148.0,-7.0,1170.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,372.0,0.0,48.0,0.0,500.0,0.0,787.0,37.0,3.0,0.0,5186.72199170124
786.0,194.0,1408.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,363.0,0.0,105.0,1.0,19.0,87.0,1309.0,792.0,14.0,0.0,3322.81109818907
651.0,90.0,1291.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,405.0,0.0,38.0,0.0,14.0,9.0,1372.0,744.0,7.0,0.0,5420.05420054201
122.0,0.0,1127.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,53.0,0.0,20.0,1.0,909.0,0.0,960.0,137.0,2.0,0.0,9074.41016333938
147.0,15.0,1132.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,12279.0,0.0,0.0,0.0,346.0,13.0,869.0,70.0,1.0,0.0,1095.47023059648
674.0,0.0,1144.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,73.0,0.0,42.0,0.0,293.0,0.0,808.0,31.0,0.0,0.0,7256.89404934688
205.0,0.0,882.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,1320.0,219.0,715.0,65535.0,1320.0,1.0,462.0,1.0,173.0,0.0,39.0,0.0,0.0,0.0,1025.0,0.0,0.0,0.0,4504.5045045045
373.0,89.0,1167.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1320.0,258.0,894.0,65535.0,1280.0,1.0,578.0,2.0,118.0,0.0,45.0,0.0,36.0,53.0,1053.0,315.0,17.0,0.0,1370.3323055841
1329.0,0.0,1160.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,100.0,0.0,37.0,0.0,446.0,0.0,781.0,21.0,1.0,0.0,3321.15576220525
1066.0,0.0,1167.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,58.0,0.0,40.0,0.0,491.0,0.0,804.0,33.0,0.0,0.0,4950.49504950495
91.0,0.0,852.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1320.0,258.0,895.0,65535.0,2560.0,1.0,1558.0,2.0,109.0,0.0,36.0,0.0,0.0,0.0,1057.0,3.0,0.0,0.0,8684.32479374729
243.0,0.0,1074.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,49.0,0.0,29.0,1.0,749.0,0.0,917.0,65.0,6.0,0.0,16528.9256198347
411.0,0.0,1098.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,51.0,0.0,36.0,0.0,266.0,0.0,846.0,26.0,1.0,0.0,10432.9681794471
76.0,0.0,787.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1320.0,258.0,895.0,65535.0,1280.0,1.0,579.0,2.0,103.0,0.0,44.0,0.0,0.0,0.0,1143.0,1.0,0.0,0.0,9505.70342205323
255.0,0.0,1081.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,1320.0,244.0,894.0,87808.0,2616.0,1.0,1626.0,2.0,108.0,0.0,47.0,0.0,200.0,0.0,876.0,31.0,1.0,0.0,10822.5108225108
405.0,134.0,1394.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,48.0,0.0,42.0,0.0,266.0,82.0,1049.0,524.0,3.0,0.0,6673.34000667334
203.0,0.0,978.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1320.0,433.0,432.0,87808.0,433.0,1.0,0.0,0.0,52.0,0.0,28.0,0.0,34.0,0.0,946.0,4.0,0.0,0.0,14104.3723554302
106.0,0.0,872.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1320.0,258.0,894.0,65535.0,1280.0,1.0,577.0,2.0,97.0,0.0,40.0,0.0,0.0,0.0,1036.0,1.0,0.0,0.0,8396.30562552477
