resets.sent.b2a,sack.pkts.sent.a2b,dsack.pkts.sent.a2b,max.sack.blks.ack.a2b,actual.data.bytes.b2a,rexmt.data.pkts.b2a,rexmt.data.bytes.b2a,outoforder.pkts.b2a,pushed.data.pkts.b2a,adv.wind.scale.a2b,mss.requested.b2a,max.segm.size.b2a,min.segm.size.b2a,max.win.adv.a2b,min.win.adv.a2b,avg.win.adv.a2b,initial.window.bytes.b2a,initial.window.pkts.b2a,truncated.data.b2a,truncated.packets.b2a,idletime.max.b2a,hardware.dups.b2a,rtt.from.3whs.a2b,rtt.from.3whs.b2a,post.loss.acks.a2b,ambiguous.acks.a2b,duplicate.acks.a2b,triple.dupacks.a2b,max.retrans.b2a,min.retr.time.b2a,sdv.retr.time.b2a,transfer.datarate
0.0,3.0,0.0,1.0,5000382.0,0.0,0.0,3.0,4.0,8.0,1320.0,5232.0,1308.0,4193280.0,87808.0,2505361.0,2616.0,1.0,4998930.0,1541.0,128.0,0.0,34.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22002.200220022
0.0,104.0,1.0,2.0,5014530.0,1.0,243.0,4.0,7.0,8.0,1320.0,5232.0,243.0,2095872.0,87808.0,1710699.0,1308.0,1.0,2648469.0,1223.0,150.0,0.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,31595.5766192733
0.0,2.0,0.0,1.0,5000382.0,0.0,0.0,2.0,4.0,8.0,1320.0,5232.0,1206.0,4193280.0,87808.0,2225027.0,2616.0,1.0,4998930.0,1291.0,41.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74626.8656716418
0.0,2.0,0.0,1.0,5000382.0,0.0,0.0,1.0,3.0,8.0,1320.0,5232.0,1308.0,3529984.0,87808.0,2036029.0,1308.0,1.0,4999074.0,1246.0,38.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90909.0909090909
0.0,121.0,0.0,3.0,5000382.0,0.0,0.0,3.0,3.0,8.0,1320.0,5232.0,1308.0,4193280.0,87808.0,2427163.0,2616.0,1.0,4998930.0,1355.0,48.0,0.0,31.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,64724.9190938511
0.0,1.0,0.0,1.0,5014288.0,0.0,0.0,1.0,10.0,8.0,1320.0,5232.0,222.0,3306496.0,87808.0,2176271.0,2616.0,1.0,3065040.0,1170.0,115.0,0.0,40.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,64412.2383252818
0.0,12.0,1.0,1.0,4146360.0,1.0,1308.0,8.0,0.0,8.0,1320.0,5232.0,1308.0,3663360.0,87808.0,2205890.0,1308.0,1.0,4145052.0,1183.0,49.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41972.7177334732
0.0,0.0,0.0,0.0,5000382.0,0.0,0.0,0.0,2.0,8.0,1320.0,5232.0,1252.0,4193280.0,87808.0,2292794.0,1308.0,1.0,4999074.0,1341.0,100.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61068.7022900763
0.0,0.0,0.0,0.0,5000382.0,0.0,0.0,0.0,4.0,8.0,1320.0,5232.0,558.0,3587072.0,87808.0,2041413.0,2616.0,1.0,4998930.0,1293.0,50.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86956.5217391304
0.0,0.0,0.0,0.0,5014287.0,0.0,0.0,0.0,8.0,0.0,1320.0,5120.0,258.0,65535.0,65280.0,65281.0,2560.0,1.0,2868568.0,1204.0,78.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11972.463334331
0.0,5.0,1.0,1.0,5001690.0,1.0,1308.0,3.0,3.0,8.0,1320.0,5232.0,1308.0,3367936.0,87808.0,2006189.0,2616.0,1.0,5000238.0,1287.0,38.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,113636.363636364
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,65535.0,65535.0,65535.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114285.714285714
0.0,0.0,0.0,0.0,5014578.0,0.0,0.0,2.0,10.0,0.0,1320.0,5120.0,258.0,65535.0,65280.0,65281.0,2560.0,1.0,1546450.0,957.0,89.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14792.899408284
0.0,3.0,0.0,1.0,5000382.0,0.0,0.0,3.0,2.0,8.0,1320.0,5232.0,1308.0,3725056.0,87808.0,2080632.0,2616.0,1.0,4998930.0,1379.0,31.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103359.173126615
0.0,3.0,1.0,1.0,5001690.0,1.0,1308.0,1.0,2.0,8.0,1320.0,5232.0,678.0,3353088.0,87808.0,2137902.0,1308.0,1.0,5000382.0,1729.0,450.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54945.0549450549
0.0,3.0,0.0,1.0,5000382.0,0.0,0.0,3.0,2.0,8.0,1320.0,5232.0,10.0,4193280.0,87808.0,2389311.0,1308.0,1.0,4999074.0,1287.0,38.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100000.0
0.0,0.0,0.0,0.0,5014288.0,0.0,0.0,0.0,6.0,8.0,1320.0,5232.0,222.0,4193280.0,87808.0,2606543.0,2616.0,1.0,2865084.0,1296.0,145.0,0.0,50.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,54200.5420054201
0.0,0.0,0.0,0.0,1208592.0,0.0,0.0,0.0,1.0,8.0,1320.0,5232.0,1308.0,2095872.0,87808.0,1224207.0,1308.0,1.0,1207284.0,445.0,38.0,0.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30487.8048780488
0.0,17.0,1.0,2.0,5001690.0,1.0,1308.0,13.0,2.0,8.0,1320.0,5232.0,1206.0,4194304.0,87808.0,2450414.0,1308.0,1.0,5000382.0,1324.0,48.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79840.3193612774
0.0,0.0,0.0,0.0,5051756.0,27.0,37120.0,11.0,15.0,0.0,1320.0,5120.0,258.0,65535.0,65280.0,65281.0,2560.0,1.0,1884120.0,1156.0,84.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16246.953696182
0.0,406.0,0.0,3.0,5000382.0,0.0,0.0,4.0,10.0,8.0,1320.0,5232.0,288.0,4193280.0,87808.0,2517964.0,1308.0,1.0,4999074.0,2635.0,93.0,0.0,33.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18018.018018018
0.0,152.0,1.0,2.0,5017252.0,1.0,2616.0,12.0,4.0,8.0,1320.0,5232.0,244.0,2095872.0,87808.0,1682691.0,1308.0,1.0,2175612.0,1288.0,83.0,0.0,23.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,32467.5324675325
0.0,219.0,0.0,1.0,5000382.0,0.0,0.0,1.0,2.0,8.0,1320.0,5232.0,1206.0,4122368.0,87808.0,2753351.0,2616.0,1.0,4998930.0,1264.0,41.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,81466.3951120163
0.0,0.0,0.0,0.0,5220338.0,146.0,206050.0,9.0,30.0,0.0,1320.0,5120.0,258.0,65535.0,65280.0,65281.0,1280.0,1.0,872152.0,708.0,133.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7304.60189919649
0.0,0.0,0.0,0.0,273372.0,0.0,0.0,0.0,1.0,9.0,1320.0,9156.0,1308.0,640000.0,88064.0,366909.0,3924.0,1.0,271920.0,77.0,47.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20800.8320332813
0.0,193.0,0.0,3.0,5000382.0,0.0,0.0,8.0,13.0,9.0,1320.0,10464.0,276.0,4020736.0,88064.0,2401783.0,3924.0,1.0,4998930.0,736.0,130.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89285.7142857143
0.0,349.0,2.0,3.0,5017252.0,2.0,2616.0,7.0,4.0,8.0,1320.0,5232.0,244.0,4193280.0,87808.0,2912058.0,2616.0,1.0,2340954.0,1370.0,83.0,0.0,38.0,0.0,0.0,0.0,2.0,0.0,1.0,32.0,0.0,37593.984962406
0.0,3.0,0.0,1.0,5000382.0,0.0,0.0,2.0,2.0,9.0,1320.0,10464.0,1308.0,4929536.0,88064.0,2680990.0,2560.0,1.0,4998930.0,1427.0,217.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30372.0577069096
0.0,195.0,0.0,3.0,5000382.0,0.0,0.0,5.0,3.0,8.0,1320.0,5232.0,1206.0,4193280.0,87808.0,2362601.0,2616.0,1.0,4998930.0,1441.0,63.0,0.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,52287.5816993464
0.0,5.0,2.0,1.0,1457760.0,2.0,2616.0,3.0,1.0,9.0,1320.0,10464.0,648.0,3006464.0,88064.0,1527272.0,3924.0,1.0,1456308.0,236.0,227.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48661.800486618
0.0,14.0,1.0,1.0,4941041.0,1.0,1308.0,11.0,4.0,8.0,1320.0,10464.0,245.0,5279488.0,87808.0,2581591.0,2616.0,1.0,3189786.0,1041.0,221.0,0.0,74.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,37453.1835205993
0.0,4.0,1.0,1.0,5001690.0,1.0,1308.0,2.0,4.0,9.0,1320.0,10464.0,1308.0,4919296.0,88064.0,2922714.0,2616.0,1.0,5000238.0,888.0,160.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58479.5321637427
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.0,0.0,0.0,65535.0,65535.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21505.376344086
0.0,4.0,0.0,1.0,5000382.0,0.0,0.0,4.0,1.0,9.0,1320.0,10464.0,1308.0,4511744.0,88064.0,2491181.0,2616.0,1.0,4998930.0,713.0,163.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104712.041884817
0.0,1.0,0.0,1.0,5000382.0,0.0,0.0,1.0,3.0,8.0,1320.0,5232.0,1056.0,4193280.0,87808.0,2393298.0,2616.0,1.0,4998930.0,1274.0,56.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,88691.7960088692
0.0,1.0,1.0,1.0,5014532.0,1.0,244.0,0.0,6.0,9.0,1320.0,10464.0,244.0,3144704.0,88064.0,2241906.0,2616.0,1.0,2908398.0,1133.0,75.0,0.0,69.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18867.9245283019
0.0,0.0,0.0,0.0,252718.0,0.0,0.0,1.0,5.0,0.0,1320.0,5120.0,258.0,65535.0,65282.0,65312.0,2560.0,1.0,143296.0,57.0,117.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12048.1927710843
0.0,6.0,0.0,1.0,5014288.0,0.0,0.0,6.0,4.0,9.0,1320.0,10464.0,244.0,4934144.0,88064.0,2925105.0,2616.0,1.0,3427089.0,906.0,125.0,0.0,37.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,42872.4544480171
0.0,15.0,0.0,1.0,3736956.0,0.0,0.0,12.0,0.0,8.0,1320.0,5232.0,1308.0,4194304.0,87808.0,2251343.0,1308.0,1.0,3735648.0,1124.0,30.0,0.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61633.281972265
0.0,23.0,0.0,2.0,5000382.0,0.0,0.0,6.0,3.0,9.0,1320.0,10464.0,1206.0,3144704.0,88064.0,2214314.0,3924.0,1.0,4998930.0,1426.0,293.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17590.1495162709
0.0,0.0,0.0,0.0,5000382.0,0.0,0.0,0.0,6.0,8.0,1320.0,5232.0,1206.0,4193280.0,87808.0,2521944.0,2616.0,1.0,4998930.0,1664.0,99.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37278.6579683131
0.0,4.0,0.0,1.0,5014288.0,0.0,0.0,3.0,3.0,9.0,1320.0,10464.0,222.0,4814848.0,88064.0,2697166.0,2616.0,1.0,3907620.0,687.0,71.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,120481.927710843
0.0,11.0,3.0,1.0,5017496.0,3.0,2860.0,5.0,7.0,9.0,1320.0,9156.0,244.0,3982848.0,88064.0,2532406.0,2616.0,1.0,3167100.0,1088.0,333.0,0.0,34.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,36630.0366300366
0.0,2.0,0.0,1.0,5000382.0,0.0,0.0,2.0,2.0,8.0,1320.0,5232.0,1206.0,3683072.0,87808.0,2143917.0,2616.0,1.0,4998930.0,1263.0,43.0,0.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,88300.2207505519
0.0,184.0,1.0,1.0,5000931.0,1.0,549.0,3.0,6.0,9.0,1320.0,10464.0,549.0,5937664.0,88064.0,2991726.0,3924.0,1.0,4999479.0,852.0,271.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53619.3029490617
0.0,62.0,0.0,1.0,5000382.0,0.0,0.0,2.0,3.0,9.0,1320.0,10464.0,1308.0,3144704.0,88064.0,2303661.0,2616.0,1.0,4998930.0,997.0,301.0,0.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,35398.2300884956
0.0,89.0,0.0,3.0,5014635.0,0.0,0.0,5.0,5.0,8.0,1320.0,5232.0,243.0,3767040.0,87808.0,2461112.0,2616.0,1.0,2983656.0,1172.0,84.0,0.0,33.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,62597.8090766823
0.0,569.0,0.0,1.0,5000382.0,0.0,0.0,2.0,3.0,8.0,1320.0,5232.0,1206.0,4194304.0,87808.0,3063094.0,2616.0,1.0,4998930.0,2590.0,96.0,0.0,41.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,14914.2431021626
0.0,2.0,1.0,1.0,5015597.0,1.0,1308.0,1.0,4.0,9.0,1320.0,10464.0,258.0,4153344.0,88064.0,2465432.0,2861.0,1.0,3851495.0,753.0,125.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,82815.734989648
0.0,246.0,1.0,3.0,5015943.0,1.0,1308.0,10.0,5.0,8.0,1320.0,5232.0,243.0,4193280.0,87808.0,2517135.0,2616.0,1.0,2935710.0,1191.0,89.0,0.0,39.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,64000.0
0.0,20.0,1.0,2.0,5001690.0,1.0,1308.0,17.0,2.0,9.0,1320.0,10464.0,1308.0,5839872.0,88064.0,3181245.0,2616.0,1.0,5000238.0,750.0,26.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133779.264214047
0.0,0.0,0.0,0.0,5014288.0,0.0,0.0,0.0,4.0,9.0,1320.0,10464.0,222.0,5197824.0,88064.0,2668071.0,2616.0,1.0,3954444.0,707.0,68.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,138408.30449827
0.0,3.0,0.0,1.0,5000382.0,0.0,0.0,3.0,10.0,9.0,1320.0,10464.0,1308.0,3429376.0,88064.0,2288996.0,3924.0,1.0,4998930.0,798.0,77.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,82987.5518672199
0.0,11.0,1.0,2.0,5015596.0,1.0,1308.0,8.0,8.0,9.0,1320.0,10464.0,258.0,3664896.0,88064.0,2610454.0,2860.0,1.0,3617602.0,824.0,166.0,0.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,42328.0423280423
0.0,559.0,5.0,2.0,5008230.0,5.0,7848.0,6.0,19.0,8.0,1320.0,5232.0,648.0,4193280.0,87808.0,2740542.0,2616.0,1.0,5006778.0,2053.0,103.0,0.0,29.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,15686.2745098039
0.0,6.0,0.0,1.0,5000382.0,0.0,0.0,6.0,2.0,9.0,1320.0,10464.0,1206.0,4476416.0,88064.0,2563989.0,2616.0,1.0,4998930.0,773.0,161.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78277.8864970646
0.0,8.0,1.0,1.0,5015596.0,1.0,1308.0,6.0,4.0,9.0,1320.0,10464.0,244.0,4610560.0,88064.0,2733190.0,2616.0,1.0,3913218.0,686.0,111.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,85653.1049250535
0.0,1.0,0.0,1.0,5000382.0,0.0,0.0,1.0,2.0,8.0,1320.0,5232.0,1206.0,4193280.0,87808.0,2667912.0,1308.0,1.0,4999074.0,2167.0,39.0,0.0,62.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28368.7943262411
0.0,0.0,0.0,0.0,5014287.0,0.0,0.0,0.0,4.0,8.0,1320.0,5232.0,258.0,4193280.0,87808.0,2633709.0,1308.0,1.0,588657.0,458.0,104.0,0.0,34.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8944.54382826476
0.0,882.0,1.0,3.0,5001690.0,1.0,1308.0,7.0,4.0,8.0,1320.0,5232.0,418.0,4193280.0,87808.0,2210676.0,1308.0,1.0,5000382.0,2671.0,72.0,0.0,22.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17505.4704595186
0.0,36.0,6.0,1.0,5026061.0,6.0,11772.0,24.0,4.0,8.0,1320.0,5232.0,222.0,4193280.0,87808.0,2616131.0,2616.0,1.0,1765932.0,1299.0,102.0,0.0,56.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,26755.8528428094
0.0,3.0,1.0,1.0,5001690.0,1.0,1308.0,1.0,3.0,8.0,1320.0,5232.0,1308.0,4068352.0,87808.0,2414299.0,2616.0,1.0,5000238.0,1444.0,41.0,0.0,30.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,51347.8818998716
0.0,0.0,0.0,0.0,5014636.0,0.0,0.0,4.0,3.0,0.0,1320.0,5120.0,258.0,65535.0,65280.0,65282.0,2560.0,1.0,1759040.0,1001.0,117.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11037.527593819
0.0,2.0,0.0,1.0,5014288.0,0.0,0.0,2.0,4.0,8.0,1320.0,5232.0,244.0,3772928.0,87808.0,2426898.0,2616.0,1.0,2877414.0,1222.0,90.0,0.0,27.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,48019.2076830732
0.0,4.0,1.0,1.0,5001690.0,1.0,1308.0,2.0,4.0,8.0,1320.0,5232.0,1308.0,4193280.0,87808.0,2245339.0,2616.0,1.0,5000238.0,1279.0,30.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75471.6981132075
0.0,0.0,0.0,0.0,336156.0,0.0,0.0,0.0,2.0,8.0,1320.0,5232.0,1308.0,770560.0,87808.0,394810.0,1308.0,1.0,334848.0,110.0,88.0,0.0,31.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14424.8106743599
0.0,1.0,0.0,1.0,5014288.0,0.0,0.0,1.0,4.0,8.0,1320.0,5232.0,258.0,4153856.0,87808.0,2555493.0,1308.0,1.0,2659810.0,1335.0,123.0,0.0,25.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,48959.6083231334
0.0,1.0,0.0,1.0,5000382.0,0.0,0.0,1.0,1.0,8.0,1320.0,5232.0,1206.0,4025088.0,87808.0,2711503.0,2616.0,1.0,4998930.0,2197.0,34.0,0.0,38.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,23795.3599048186
0.0,0.0,0.0,0.0,5014288.0,0.0,0.0,1.0,3.0,0.0,1320.0,5120.0,258.0,65535.0,65280.0,65281.0,1280.0,1.0,1039284.0,811.0,125.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10741.1385606874
0.0,0.0,0.0,0.0,5014289.0,0.0,0.0,2.0,9.0,0.0,1320.0,5120.0,258.0,65535.0,65280.0,65281.0,2560.0,1.0,942144.0,745.0,94.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8507.01829008932
0.0,2.0,0.0,1.0,5000382.0,0.0,0.0,2.0,3.0,9.0,1320.0,10464.0,1308.0,5021184.0,88064.0,2737089.0,3924.0,1.0,4998930.0,688.0,245.0,0.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86206.8965517241
0.0,0.0,0.0,0.0,5014287.0,0.0,0.0,213.0,3.0,0.0,1320.0,4288.0,106.0,65535.0,65392.0,65392.0,1608.0,1.0,1133192.0,1390.0,86.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12686.330478909
0.0,0.0,0.0,0.0,5014289.0,0.0,0.0,1.0,4.0,0.0,1320.0,5120.0,224.0,65535.0,65280.0,65281.0,2560.0,1.0,1198208.0,849.0,147.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9573.95883197702
0.0,1.0,0.0,1.0,5000382.0,0.0,0.0,1.0,3.0,9.0,1320.0,10464.0,1308.0,4919296.0,88064.0,2911930.0,2616.0,1.0,4998930.0,869.0,42.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54274.0841248304
0.0,1.0,0.0,1.0,5000382.0,0.0,0.0,1.0,2.0,8.0,1320.0,5232.0,1308.0,4193280.0,87808.0,2641901.0,2616.0,1.0,4998930.0,1378.0,47.0,0.0,28.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,54274.0841248304
0.0,28.0,2.0,2.0,5016904.0,2.0,2616.0,24.0,7.0,8.0,1320.0,5232.0,222.0,4194304.0,87808.0,2929300.0,1308.0,1.0,2033124.0,1242.0,105.0,0.0,36.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28985.5072463768
0.0,297.0,0.0,3.0,5014289.0,0.0,0.0,13.0,6.0,8.0,1320.0,5232.0,245.0,2414080.0,87808.0,1923002.0,2616.0,1.0,2215626.0,1157.0,136.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21074.8155953635
0.0,7.0,0.0,1.0,5000382.0,0.0,0.0,7.0,2.0,8.0,1320.0,5232.0,1308.0,4194304.0,87808.0,2313053.0,1308.0,1.0,4999074.0,1363.0,100.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60606.0606060606
0.0,1.0,0.0,1.0,5014376.0,0.0,0.0,1.0,5.0,8.0,1320.0,5232.0,245.0,3808512.0,87808.0,2356658.0,2616.0,1.0,2397693.0,1174.0,104.0,0.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,36199.0950226244
0.0,5.0,1.0,1.0,5015451.0,1.0,1308.0,3.0,3.0,8.0,1320.0,5232.0,77.0,3514880.0,87808.0,2189376.0,2616.0,1.0,2782284.0,1326.0,101.0,0.0,45.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,61349.6932515337
0.0,458.0,0.0,3.0,5000382.0,0.0,0.0,187.0,2.0,8.0,1320.0,5232.0,1206.0,4194304.0,87808.0,3028361.0,2616.0,1.0,4998930.0,2167.0,429.0,0.0,67.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,13486.1766689144
0.0,1.0,0.0,1.0,5000382.0,0.0,0.0,1.0,3.0,8.0,1320.0,5232.0,179.0,3851008.0,87808.0,2214533.0,2616.0,1.0,4998930.0,1423.0,118.0,0.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,56338.0281690141
0.0,9.0,1.0,1.0,5015655.0,1.0,1308.0,7.0,4.0,8.0,1320.0,5232.0,245.0,4193280.0,87808.0,2930623.0,2616.0,1.0,2333928.0,1216.0,115.0,0.0,28.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,23682.6524570752
0.0,8.0,1.0,1.0,5001690.0,1.0,1308.0,7.0,2.0,8.0,1320.0,10464.0,179.0,3798528.0,87808.0,2003940.0,1308.0,1.0,5000382.0,1910.0,234.0,0.0,79.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,17636.684303351
0.0,2.0,0.0,1.0,5000382.0,0.0,0.0,2.0,2.0,8.0,1320.0,5232.0,1206.0,4193280.0,87808.0,2456586.0,2616.0,1.0,4998930.0,1486.0,46.0,0.0,27.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,38131.5538608198
0.0,0.0,0.0,0.0,5014288.0,0.0,0.0,4.0,3.0,0.0,1320.0,3984.0,258.0,65535.0,64740.0,64744.0,1992.0,1.0,2156868.0,1413.0,95.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15552.099533437
0.0,4.0,0.0,1.0,5000382.0,0.0,0.0,3.0,2.0,9.0,1320.0,10464.0,648.0,5006336.0,88064.0,2824558.0,2616.0,1.0,4998930.0,850.0,242.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47619.0476190476
0.0,2.0,0.0,1.0,5000382.0,0.0,0.0,1.0,2.0,9.0,1320.0,10464.0,1206.0,4172288.0,88064.0,2471042.0,2616.0,1.0,4998930.0,758.0,146.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62695.9247648903
0.0,3.0,1.0,1.0,5001690.0,1.0,1308.0,1.0,1.0,8.0,1320.0,5232.0,1206.0,4193280.0,87808.0,2372743.0,2616.0,1.0,5000238.0,1343.0,40.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65681.4449917898
0.0,9.0,0.0,1.0,5014287.0,0.0,0.0,7.0,3.0,8.0,1320.0,5232.0,222.0,4193280.0,87808.0,2448940.0,1308.0,1.0,1197147.0,936.0,115.0,0.0,22.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17825.311942959
0.0,1.0,0.0,1.0,5000382.0,0.0,0.0,1.0,2.0,9.0,1320.0,10464.0,1308.0,4815360.0,88064.0,2760388.0,2616.0,1.0,4998930.0,768.0,37.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,102564.102564103
0.0,1.0,0.0,1.0,5014288.0,0.0,0.0,1.0,4.0,9.0,1320.0,10464.0,258.0,4289536.0,88064.0,2419007.0,2860.0,1.0,3899422.0,729.0,85.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,93457.9439252336
0.0,1.0,0.0,1.0,5000382.0,0.0,0.0,1.0,4.0,8.0,1320.0,5232.0,1206.0,4193280.0,87808.0,2901289.0,1308.0,1.0,4999074.0,2928.0,83.0,0.0,31.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,10520.7785376118
0.0,3.0,0.0,1.0,5014288.0,0.0,0.0,3.0,4.0,8.0,1320.0,5232.0,244.0,4193280.0,87808.0,2517858.0,2616.0,1.0,2492082.0,1508.0,116.0,0.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43956.043956044
