resets.sent.b2a,sack.pkts.sent.a2b,dsack.pkts.sent.a2b,max.sack.blks.ack.a2b,actual.data.bytes.b2a,rexmt.data.pkts.b2a,rexmt.data.bytes.b2a,outoforder.pkts.b2a,pushed.data.pkts.b2a,adv.wind.scale.a2b,mss.requested.b2a,max.segm.size.b2a,min.segm.size.b2a,max.win.adv.a2b,min.win.adv.a2b,avg.win.adv.a2b,initial.window.bytes.b2a,initial.window.pkts.b2a,truncated.data.b2a,truncated.packets.b2a,idletime.max.b2a,hardware.dups.b2a,rtt.from.3whs.a2b,rtt.from.3whs.b2a,post.loss.acks.a2b,ambiguous.acks.a2b,duplicate.acks.a2b,triple.dupacks.a2b,max.retrans.b2a,min.retr.time.b2a,sdv.retr.time.b2a,transfer.datarate
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,65535.0,65535.0,65535.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70671.3780918728
0.0,4.0,0.0,1.0,5000382.0,0.0,0.0,2.0,2.0,8.0,1320.0,5232.0,1206.0,3501568.0,87808.0,2627124.0,2616.0,1.0,4998930.0,2694.0,121.0,0.0,70.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,14897.5791433892
0.0,1.0,0.0,1.0,5014638.0,0.0,0.0,1.0,9.0,8.0,1320.0,5232.0,258.0,3692032.0,87808.0,2783053.0,1308.0,1.0,722862.0,560.0,87.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11600.9280742459
0.0,4.0,0.0,1.0,5000382.0,0.0,0.0,2.0,2.0,8.0,1320.0,5232.0,1206.0,4193280.0,87808.0,2294068.0,2616.0,1.0,4998930.0,1288.0,38.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80000.0
0.0,31.0,1.0,2.0,5001690.0,1.0,1308.0,25.0,5.0,9.0,1320.0,10464.0,1308.0,4659200.0,88064.0,2795629.0,2616.0,1.0,5000238.0,805.0,46.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102040.816326531
0.0,0.0,0.0,0.0,5023402.0,17.0,9112.0,377.0,3.0,0.0,1320.0,2680.0,106.0,65535.0,65392.0,65392.0,1072.0,1.0,374488.0,1109.0,105.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12372.4095267553
0.0,3.0,1.0,1.0,5001690.0,1.0,1308.0,1.0,6.0,8.0,1320.0,5232.0,1206.0,4193280.0,87808.0,2445166.0,2616.0,1.0,5000238.0,1349.0,60.0,0.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,58910.1620029455
0.0,2.0,0.0,1.0,5014290.0,0.0,0.0,2.0,8.0,9.0,1320.0,10464.0,246.0,3799040.0,88064.0,2254101.0,2616.0,1.0,4014906.0,652.0,86.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,152091.254752852
0.0,0.0,0.0,0.0,5000382.0,0.0,0.0,0.0,2.0,8.0,1320.0,5232.0,1206.0,4193280.0,87808.0,2971178.0,1308.0,1.0,4999074.0,2788.0,72.0,0.0,33.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9233.61034164358
0.0,1.0,0.0,1.0,5000382.0,0.0,0.0,1.0,1.0,9.0,1320.0,10464.0,1308.0,3574272.0,88064.0,2304363.0,3924.0,1.0,4998930.0,768.0,111.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90497.7375565611
0.0,7.0,1.0,1.0,5001690.0,1.0,1308.0,5.0,1.0,8.0,1320.0,5232.0,1308.0,4149504.0,87808.0,2489948.0,2616.0,1.0,5000238.0,1338.0,40.0,0.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57553.9568345324
0.0,0.0,0.0,0.0,5123097.0,185.0,108808.0,299.0,4.0,0.0,1320.0,2680.0,181.0,65535.0,65392.0,65392.0,536.0,1.0,157272.0,547.0,111.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6227.61949244901
0.0,0.0,0.0,0.0,5014289.0,0.0,0.0,0.0,6.0,9.0,1320.0,10464.0,222.0,3449344.0,88064.0,2097980.0,2861.0,1.0,3923465.0,724.0,100.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102301.79028133
0.0,11.0,0.0,1.0,5000382.0,0.0,0.0,8.0,2.0,8.0,1320.0,5232.0,1206.0,4193280.0,87808.0,2900422.0,1308.0,1.0,4999074.0,2455.0,79.0,0.0,26.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,16293.2790224033
0.0,5.0,0.0,1.0,5000382.0,0.0,0.0,5.0,2.0,9.0,1320.0,10464.0,1308.0,4363776.0,88064.0,2385600.0,2616.0,1.0,4998930.0,671.0,36.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146520.146520147
0.0,3.0,0.0,1.0,5000382.0,0.0,0.0,3.0,4.0,8.0,1320.0,5232.0,1308.0,4193280.0,87808.0,2694520.0,2616.0,1.0,4998930.0,2304.0,100.0,0.0,56.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,23923.4449760766
0.0,5.0,1.0,2.0,5014532.0,1.0,244.0,4.0,4.0,9.0,1320.0,7848.0,244.0,3144704.0,88064.0,2164422.0,1552.0,2.0,2922822.0,1160.0,360.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,33927.0568278202
0.0,14.0,1.0,1.0,5001690.0,1.0,1308.0,10.0,2.0,8.0,1320.0,5232.0,1308.0,4193280.0,87808.0,2638764.0,1308.0,1.0,5000382.0,2259.0,177.0,0.0,60.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,25141.4204902577
0.0,124.0,0.0,1.0,5014085.0,0.0,0.0,2.0,5.0,8.0,1320.0,2616.0,199.0,1100032.0,87808.0,962637.0,1308.0,1.0,82932.0,71.0,320.0,0.0,31.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2117.74671749259
0.0,205.0,1.0,3.0,5015596.0,1.0,1308.0,171.0,5.0,9.0,1320.0,10464.0,222.0,4193280.0,88064.0,3214335.0,2616.0,1.0,1605144.0,935.0,5521.0,0.0,37.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2928.47206969764
0.0,175.0,0.0,3.0,5000382.0,0.0,0.0,7.0,6.0,9.0,1320.0,10464.0,1308.0,6671872.0,88064.0,3192198.0,3924.0,1.0,4998930.0,780.0,178.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57471.2643678161
0.0,4.0,0.0,1.0,5014637.0,0.0,0.0,4.0,3.0,8.0,1320.0,5232.0,245.0,4194304.0,87808.0,2930935.0,1308.0,1.0,827004.0,589.0,102.0,0.0,32.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10217.1136653895
0.0,4.0,0.0,1.0,5000382.0,0.0,0.0,4.0,3.0,8.0,1320.0,5232.0,1206.0,4193280.0,87808.0,2727642.0,1308.0,1.0,4999074.0,2952.0,92.0,0.0,23.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,13472.5496800269
0.0,5.0,0.0,1.0,5014288.0,0.0,0.0,5.0,6.0,8.0,1320.0,5232.0,222.0,3897600.0,87808.0,2460579.0,2616.0,1.0,2578128.0,1354.0,84.0,0.0,36.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,43668.1222707424
0.0,0.0,0.0,0.0,5000382.0,0.0,0.0,0.0,3.0,8.0,1320.0,5232.0,1308.0,4193280.0,87808.0,2254114.0,1308.0,1.0,4999074.0,1556.0,60.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40733.1975560081
0.0,0.0,0.0,0.0,5014290.0,0.0,0.0,0.0,5.0,8.0,1320.0,5232.0,222.0,4193280.0,87808.0,2581694.0,2616.0,1.0,2612064.0,1409.0,121.0,0.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,44444.4444444444
0.0,7.0,1.0,1.0,5001690.0,1.0,1308.0,5.0,5.0,8.0,1320.0,5232.0,1308.0,4194304.0,87808.0,2534239.0,1308.0,1.0,5000382.0,2253.0,472.0,0.0,51.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,30120.4819277108
0.0,0.0,0.0,0.0,5014289.0,0.0,0.0,0.0,5.0,8.0,1320.0,5232.0,258.0,4193280.0,87808.0,2363353.0,1308.0,1.0,2772755.0,1350.0,89.0,0.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41194.6446961895
0.0,4.0,1.0,1.0,5001690.0,1.0,1308.0,3.0,2.0,9.0,1320.0,10464.0,1308.0,4869632.0,88064.0,2865953.0,5232.0,1.0,5000238.0,884.0,245.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47114.2520612485
0.0,814.0,2.0,3.0,5017252.0,2.0,2616.0,23.0,10.0,8.0,1320.0,5232.0,244.0,4015360.0,87808.0,2522609.0,2616.0,1.0,2356188.0,1342.0,83.0,0.0,19.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,40120.3610832498
0.0,3.0,0.0,1.0,5000382.0,0.0,0.0,3.0,3.0,8.0,1320.0,5232.0,1206.0,4193280.0,87808.0,2427519.0,2616.0,1.0,4998930.0,1342.0,38.0,0.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61538.4615384615
0.0,10.0,1.0,2.0,5001690.0,1.0,1308.0,8.0,3.0,8.0,1320.0,5232.0,1206.0,3615488.0,87808.0,2206449.0,2616.0,1.0,5000238.0,1614.0,32.0,0.0,21.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41797.2831765935
0.0,5.0,1.0,1.0,5001690.0,1.0,1308.0,3.0,1.0,9.0,1320.0,10464.0,1308.0,4935680.0,88064.0,2855972.0,2616.0,1.0,5000238.0,993.0,95.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39643.2111000991
0.0,125.0,1.0,2.0,5015886.0,1.0,1308.0,4.0,4.0,8.0,1320.0,5232.0,244.0,3865856.0,87808.0,2551476.0,2616.0,1.0,2624988.0,1292.0,138.0,0.0,40.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47225.5017709563
0.0,308.0,1.0,3.0,5001690.0,1.0,1308.0,19.0,5.0,8.0,1320.0,5232.0,316.0,2095872.0,87808.0,1804843.0,2616.0,1.0,5000238.0,2398.0,69.0,0.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,17969.4519317161
0.0,840.0,1.0,2.0,5015946.0,1.0,1308.0,2.0,5.0,8.0,1320.0,2616.0,258.0,1101056.0,87808.0,1027122.0,1308.0,1.0,23670.0,21.0,610.0,0.0,56.0,0.0,0.0,0.0,5.0,0.0,1.0,2244.0,0.0,1035.57189457878
0.0,2.0,0.0,1.0,5000382.0,0.0,0.0,2.0,1.0,8.0,1320.0,5232.0,1206.0,3546368.0,87808.0,2312157.0,2616.0,1.0,4998930.0,2312.0,97.0,0.0,64.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,21715.5266015201
0.0,19.0,1.0,1.0,5001690.0,1.0,1308.0,14.0,3.0,8.0,1320.0,5232.0,558.0,4194304.0,87808.0,2814301.0,2616.0,1.0,5000238.0,2275.0,30.0,0.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,27643.400138217
0.0,0.0,0.0,0.0,5014290.0,0.0,0.0,3.0,5.0,0.0,1320.0,5120.0,258.0,65535.0,65280.0,65281.0,1280.0,1.0,300704.0,246.0,75.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7089.68450903935
0.0,3.0,0.0,1.0,5000382.0,0.0,0.0,3.0,2.0,8.0,1320.0,3924.0,1206.0,4194304.0,87808.0,2558359.0,1308.0,1.0,4999074.0,3349.0,261.0,0.0,32.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,5169.96251777175
0.0,0.0,0.0,0.0,5023550.0,7.0,9261.0,10.0,4.0,0.0,1320.0,5120.0,258.0,65535.0,65280.0,65282.0,1280.0,1.0,587778.0,462.0,173.0,0.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5409.06017579446
0.0,6.0,1.0,1.0,5001690.0,1.0,1308.0,4.0,3.0,8.0,1320.0,5232.0,1206.0,4194304.0,87808.0,2553590.0,1308.0,1.0,5000382.0,3083.0,99.0,0.0,24.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,14109.3474426808
0.0,0.0,0.0,0.0,5240849.0,160.0,226560.0,8.0,4.0,0.0,1320.0,5120.0,258.0,65535.0,65280.0,65281.0,1280.0,1.0,1219357.0,848.0,74.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10479.434110558
0.0,5.0,1.0,1.0,5001690.0,1.0,1308.0,2.0,2.0,8.0,1320.0,5232.0,695.0,4193280.0,87808.0,2469342.0,2616.0,1.0,5000238.0,1698.0,32.0,0.0,34.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,38872.6919339164
0.0,0.0,0.0,0.0,5000382.0,0.0,0.0,0.0,2.0,8.0,1320.0,5232.0,648.0,4193280.0,87808.0,2194703.0,2616.0,1.0,4998930.0,1382.0,39.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80321.2851405622
0.0,0.0,0.0,0.0,5014289.0,0.0,0.0,2.0,4.0,0.0,1320.0,5120.0,258.0,65535.0,65280.0,65281.0,1280.0,1.0,199245.0,166.0,200.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3504.77525628669
