resets.sent.a2b,sack.pkts.sent.b2a,dsack.pkts.sent.a2b,actual.data.bytes.b2a,rexmt.data.bytes.a2b,rexmt.data.bytes.b2a,outoforder.pkts.b2a,max.segm.size.b2a,min.segm.size.b2a,avg.segm.size.a2b,max.win.adv.a2b,min.win.adv.a2b,avg.win.adv.a2b,avg.win.adv.b2a,min.non.zero.owin.b2a,avg.owin.a2b,avg.owin.b2a,wavg.owin.a2b,initial.window.bytes.b2a,initial.window.pkts.b2a,truncated.data.b2a,data.xmit.time.a2b,data.xmit.time.b2a,throughput.a2b,rtt.samples.a2b,rtt.min.a2b,rtt.max.a2b,rtt.avg.a2b,rtt.stdev.a2b,rtt.from.3whs.a2b,rtt.full.sz.smpls.a2b,rtt.full.sz.max.a2b,rtt.min.last.a2b,segs.cum.acked.a2b,triple.dupacks.a2b,max.retrans.a2b,sdv.retr.time.a2b,syn.pkts.sent.a2b,fin.pkts.sent.a2b,ambiguous.acks.a2b,rtt.samples.b2a,rtt.min.b2a,rtt.max.b2a,rtt.avg.b2a,rtt.stdev.b2a,rtt.full.sz.min.b2a,rtt.full.sz.avg.b2a,post.loss.acks.b2a,rtt.min.last.b2a,rtt.max.last.b2a,rtt.sdv.last.b2a,segs.cum.acked.b2a,triple.dupacks.b2a,max.retrans.b2a,min.retr.time.b2a,avg.retr.time.b2a,sdv.retr.time.b2a,duplicate.acks.a2b,duplicate.acks.b2a,abs.downlinkdelay.max,abs.uplinkdelay.25.,abs.uplinkdelay.50.,abs.uplinkdelay.avg,abs.uplinkdelay.75.,abs.uplinkdelay.max,abs.downlinkdeltadelay.25.,abs.downlinkdeltadelay.50.,abs.downlinkdeltadelay.75.,abs.uplinkdeltadelay.75.,abs.rtt.min,abs.rtt.25.,abs.rtt.50.,abs.rtt.avg,abs.rtt.75.,abs.rtt.max,abs.cwin.min,abs.cwin.25.,abs.cwin.50.,abs.cwin.max,abs.rwin.min,abs.rwin.25.,abs.rwin.50.,abs.rwin.avg,abs.rwin.75.,abs.winratio.25.,abs.winratio.50.,abs.radiobuffer.min,abs.radiobuffer.25.,abs.radiobuffer.50.,abs.radiobuffer.avg,abs.radiobuffer.75.,abs.radiobuffer.max,abs.idletime.25.,abs.idletime.50.,abs.idletime.75.,abs.idletime.max,abs.segmentsizes.min,abs.segmentsizes.max,abs.packetlost.sum,abs.pushevents.sum,abs.burst.sum,abs.rtoevents.sum,abs.theoricalmaxtp.min,abs.theoricalmaxtp.avg,abs.theoricalmaxtp.max,transfer.datarate
0.0,0.0,0.0,10025820.0,0.0,0.0,19.0,63848.0,68.0,300.0,8386560.0,65536.0,5084459.0,377686.0,1.0,2.0,54999.0,39.0,2776.0,1.0,9925932.0,0.117,0.61,1313.0,4.0,20.0,31.2,24.2,4.9,31.2,1.0,31.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,455.0,0.1,4.0,0.5,0.4,0.4,0.4,0.0,0.0,0.0,0.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,5.0,8.0,5.29085872576177,9.0,28.0,40.25,48.0,63.0,60.0,11.0,51.0,59.0,58.8213296398892,68.75,100.0,0.0,1185707.0,1426831.0,1463043.0,65536.0,3137024.0,7287808.0,5900550.38227147,8211456.0,0.172985565394367,0.188879838766334,0.0,1073657.0,1257220.0,1352711.53878116,1399820.0,2274533.0,0.0,0.0,1.00000000384171,73.9999999932479,1.0,63848.0,0.0,351.0,0.0,0.0,0.0,169.994734518713,356.459733321451,160672.689
0.0,0.0,0.0,10000383.0,0.0,0.0,0.0,65236.0,48.0,229.0,6880256.0,65536.0,4997043.0,400824.0,1.0,1.0,58240.0,8.0,5552.0,1.0,10000243.0,0.0,0.434,475.0,2.0,18.3,27.0,22.6,0.0,27.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,400.0,0.1,3.1,0.5,0.4,0.4,0.4,0.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,4.0,8.0,0.353503184713376,9.0,24.0,36.0,42.0,47.0,86.0,3.0,34.0,50.0,45.1815286624204,55.0,71.0,0.0,678958.75,1297748.0,1476188.0,65536.0,5227520.0,6843392.0,5645217.42675159,6871040.0,0.188759871645054,0.211296281837336,0.0,1010336.0,1228353.5,1473773.11146497,2657192.0,2657192.0,0.0,0.0,1.00000000384171,23.0000000010477,1.0,65236.0,0.0,300.0,0.0,0.0,0.0,188.119646231824,692.149333102617,184338.857
0.0,0.0,0.0,10000383.0,0.0,0.0,0.0,65236.0,20.0,229.0,8387584.0,65536.0,5720233.0,409206.0,1.0,1.0,46498.0,7.0,8328.0,3.0,10000243.0,0.0,0.894,244.0,2.0,15.5,27.3,21.4,0.0,15.5,1.0,15.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,530.0,0.1,2.8,0.5,0.4,0.3,0.3,0.0,0.0,0.0,0.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,4.0,7.0,-1.10780669144981,9.0,19.0,30.0,47.0,81.0,128.0,1.0,37.0,49.0,66.7707558859975,67.0,241.0,0.0,452296.0,572760.0,1490712.0,65536.0,5359616.0,8224768.0,6469179.00371747,8380416.0,0.0610177732936411,0.0736202116935484,0.0,394192.0,511120.0,646531.226765799,869208.0,1877448.0,0.0,0.0,2.00000000040745,135.999999998603,1.0,65236.0,0.0,345.0,0.0,0.0,0.0,107.75862892974,6884.47999311552,89589.097
0.0,0.0,0.0,10000383.0,0.0,0.0,0.0,65236.0,390.0,229.0,8386560.0,65536.0,5704988.0,360215.0,1.0,1.0,54292.0,13.0,11104.0,2.0,10000243.0,0.0,0.259,777.0,2.0,14.6,15.9,15.3,0.0,14.6,1.0,14.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,344.0,0.1,1.8,0.4,0.2,0.4,0.4,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,6.0,9.0,6.54148471615721,11.0,18.0,13.0,17.0,23.0,34.0,14.0,24.0,28.0,27.7663755458515,31.0,42.0,0.0,779946.0,1368568.0,1573026.0,65536.0,4341760.0,8227840.0,6335955.28384279,8345600.0,0.172230905611858,0.184834192395307,0.0,819609.0,1075354.0,1240217.84716157,1371974.0,2512369.0,0.0,0.0,0.999999996565748,21.0000000006403,1.0,65236.0,0.0,260.0,0.0,0.0,0.0,313.758537525576,753.959999946146,307704.092
0.0,0.0,0.0,10025819.0,0.0,0.0,5.0,65236.0,274.0,300.0,6675456.0,65536.0,3812753.0,341268.0,1.0,4.0,77877.0,54.0,3586.0,2.0,9965899.0,0.107,0.33,2321.0,4.0,10.2,30.9,17.8,9.1,16.2,1.0,16.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,283.0,0.1,2.3,0.6,0.4,0.5,0.5,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,5.0,9.0,6.44341801385681,11.0,18.0,6.0,10.0,18.0,29.0,0.0,19.0,22.0,24.0212336599486,29.0,52.0,0.0,672144.0,1202693.0,2422710.0,65536.0,3416064.0,4879360.0,4304917.28406467,5799936.0,0.213927509133096,0.279689145891854,0.0,544096.0,829713.0,1322403.78290993,3116076.0,3125792.0,0.0,0.0,0.999999996565748,73.9999999932479,1.0,65236.0,0.0,237.0,0.0,0.0,0.0,11924619324.2583,1721120000000.0,338293.975
0.0,0.0,0.0,10000383.0,0.0,0.0,0.0,65236.0,288.0,229.0,7940096.0,65536.0,5098908.0,339156.0,1.0,1.0,69475.0,7.0,6940.0,1.0,10000243.0,0.0,0.37,564.0,2.0,9.7,16.1,12.9,0.0,16.1,1.0,16.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,366.0,0.0,5.5,0.5,0.5,0.4,0.4,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,9.0,11.0,8.17219917012448,13.0,28.0,12.0,21.0,34.0,40.0,1.0,28.0,34.0,48.5269709543568,46.75,143.0,0.0,789772.0,1318600.0,2576510.0,65536.0,3065856.0,7523328.0,5652475.75103734,7884800.0,0.181085059906605,0.243633518935805,0.0,483956.0,1086477.0,884477.856846473,1188145.0,1588978.0,0.0,0.0,0.999999996565748,44.9999999982538,1.0,65236.0,0.0,239.0,0.0,0.0,0.0,309.370819785227,8991.00799100899,216224.497
0.0,0.0,0.0,10000383.0,0.0,0.0,0.0,65236.0,336.0,229.0,8387584.0,65536.0,5383326.0,395161.0,1.0,1.0,53243.0,11.0,2776.0,1.0,10000243.0,0.0,0.554,372.0,2.0,27.6,31.2,29.4,0.0,31.2,1.0,31.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,412.0,0.1,2.4,0.4,0.3,0.7,0.7,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,6.0,12.0,7.93177737881508,16.0,48.0,27.0,42.0,62.0,71.0,18.0,42.0,58.0,56.8222621184919,69.0,113.0,0.0,816344.0,1217344.0,1461291.0,65536.0,3740672.0,8217600.0,6132767.25314183,8369152.0,0.150499092125382,0.170835981530262,0.0,688166.0,1025426.0,894406.314183124,1177024.0,1361668.0,0.0,0.0,2.00000000040745,31.9999999992433,1.0,65236.0,0.0,265.0,0.0,0.0,0.0,149.053154586858,387.781866653741,144409.863
0.0,0.0,0.0,10000383.0,0.0,0.0,0.0,65236.0,152.0,229.0,6033408.0,65536.0,3618787.0,284744.0,1.0,1.0,62022.0,13.0,4164.0,1.0,10000243.0,0.0,0.338,598.0,2.0,17.0,20.4,18.7,0.0,20.4,1.0,20.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,317.0,0.1,5.2,0.6,0.5,0.5,0.5,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,12.0,14.0,9.71106557377049,16.0,23.0,9.0,15.5,32.0,53.0,15.0,25.0,29.0,33.469262295082,43.0,62.0,0.0,734946.0,1090708.0,1479608.0,65536.0,3098624.0,4270080.0,4044791.60655738,5938176.0,0.175929005589746,0.269359249109987,0.0,483653.0,841128.0,1119300.68647541,1236296.0,2653279.0,0.0,0.0,1.00000000020373,25.9999999980209,1.0,65236.0,0.0,233.0,0.0,0.0,0.0,243.347657059005,452.94523075181,237397.816
0.0,0.0,0.0,10025819.0,0.0,0.0,8.0,65236.0,274.0,300.0,5076992.0,65536.0,2640459.0,284123.0,1.0,3.0,126359.0,82.0,2776.0,1.0,9939299.0,0.109,0.793,1010.0,4.0,12.9,205.1,64.7,93.7,21.5,1.0,21.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,326.0,0.1,2.3,0.4,0.4,0.5,0.5,0.0,0.0,0.0,0.0,295.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,201.0,9.0,13.0,10.4814814814815,15.0,22.0,12.0,28.0,75.0,32.0,18.0,29.0,34.0,70.4057971014493,88.0,215.0,0.0,724457.0,1235392.0,2244396.0,65536.0,2499584.0,4054016.0,3471645.26892109,4767744.0,0.261229611041405,0.311983613214132,0.0,451100.0,891679.0,866407.31078905,1233036.0,1911276.0,0.0,0.0,1.00000000020373,221.000000001368,1.0,65236.0,0.0,276.0,0.0,0.0,0.0,239.745370276406,617.229241358027,159078.714
0.0,0.0,1.0,10010099.0,0.0,9716.0,8.0,65236.0,144.0,229.0,8388608.0,65536.0,6140400.0,289003.0,1.0,1.0,52635.0,4.0,8328.0,2.0,10009959.0,0.0,1.03,213.0,2.0,16.4,23.5,19.9,0.0,23.5,1.0,23.5,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,418.0,0.1,3.9,0.7,0.6,0.6,0.6,3.0,0.0,0.0,0.0,199.0,1.0,0.0,0.0,0.0,0.0,12.0,6.0,389.0,1.0,11.0,-34.6489533011272,15.0,22.0,31.0,113.0,281.0,337.0,14.0,31.0,100.0,130.061312023106,207.0,405.0,0.0,590980.0,1066580.0,1442132.0,65536.0,6359040.0,8294400.0,6803248.23188406,8379392.0,0.109118237629247,0.166104327335047,0.0,806428.0,1195988.0,1158883.15297907,1497495.0,2265636.0,0.0,0.0,2.00000000040745,167.999999997846,0.0,65236.0,0.0,259.0,0.0,0.0,0.0,101.146441391528,370.13333331277,77672.878
0.0,0.0,0.0,10000383.0,0.0,0.0,0.0,65236.0,844.0,229.0,7239680.0,65536.0,4485288.0,328017.0,1.0,1.0,81565.0,18.0,4164.0,1.0,10000243.0,0.0,0.273,705.0,2.0,21.8,23.8,22.8,0.0,23.8,1.0,23.8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,303.0,0.1,5.1,0.8,0.8,0.7,0.7,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,58.0,13.0,16.0,12.9454976303318,18.0,33.0,9.0,12.0,18.0,37.0,11.0,28.0,32.0,31.8127962085308,36.0,42.0,0.0,738136.0,1264468.0,2295752.0,65536.0,2970624.0,5656576.0,5052391.73459716,7078144.0,0.22071178073624,0.257763488080301,0.0,443452.0,821950.0,1496240.33175355,3523975.0,3589211.0,0.0,0.0,1.00000000020373,28.9999999986321,1.0,65236.0,0.0,225.0,0.0,0.0,0.0,304.470922026647,872.372363557057,293051.516
0.0,0.0,0.0,10025818.0,0.0,0.0,7.0,65236.0,274.0,300.0,6138880.0,65536.0,3273028.0,338512.0,1.0,4.0,105961.0,12.0,3585.0,2.0,9960718.0,0.112,0.408,311.0,4.0,15.4,40.6,26.3,10.5,23.9,1.0,23.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,261.0,0.1,2.5,0.7,0.4,0.7,0.7,0.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,12.0,16.0,13.2248394004283,18.0,36.0,9.0,12.0,21.0,42.0,10.0,26.0,30.0,31.2248394004283,36.0,48.0,0.0,680820.0,1412972.0,1983836.0,65536.0,2523136.0,4218880.0,3882269.05353319,5475328.0,0.239374670564562,0.270895184299815,0.0,423900.0,766188.0,1101195.37473233,1104154.0,2813789.0,0.0,0.0,1.00000000020373,63.9999999984866,1.0,65236.0,0.0,235.0,0.0,0.0,0.0,298.188432655747,630.211519974792,277424.471
0.0,0.0,0.0,10000383.0,0.0,0.0,0.0,65236.0,100.0,229.0,8361984.0,65536.0,4508103.0,344707.0,1.0,1.0,109949.0,18.0,5552.0,2.0,10000243.0,0.0,0.269,703.0,2.0,22.7,26.1,24.4,0.0,26.1,1.0,26.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,260.0,0.1,7.0,0.7,0.9,0.5,0.5,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,13.0,15.0,12.7182741116751,19.0,29.0,6.0,13.0,19.0,40.0,11.0,26.0,33.0,35.0482233502538,40.75,66.0,0.0,869760.0,1424782.0,3306216.0,65536.0,2946048.0,7322624.0,5599827.16751269,7717888.0,0.192128787761545,0.241913743814364,0.0,409031.0,684588.0,2089867.56345178,4545515.0,4552455.0,0.0,0.0,0.999999996565748,31.9999999992433,1.0,65236.0,0.0,214.0,0.0,0.0,0.0,300.966537146893,544.095999974091,297409.16
0.0,0.0,0.0,10000383.0,0.0,0.0,1.0,62460.0,8.0,229.0,5142528.0,65536.0,3830621.0,335155.0,1.0,1.0,63350.0,11.0,4164.0,1.0,10000243.0,0.0,0.624,325.0,2.0,19.1,41.9,30.5,0.0,41.9,1.0,41.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,403.0,0.1,2.8,0.6,0.5,0.8,0.8,0.0,0.0,0.0,0.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,13.0,14.0,10.5728862973761,15.0,38.0,32.0,51.0,86.0,58.0,19.0,52.0,64.0,77.4659947722941,86.0,203.0,0.0,948129.0,1245600.0,1526744.0,65536.0,4157696.0,5054976.0,4300699.98833819,5129216.0,0.216640189987626,0.284980487247041,0.0,643416.75,1166788.0,976772.613702624,1270784.0,1541000.0,0.0,0.0,2.00000000040745,42.0000000012806,1.0,62460.0,0.0,297.0,0.0,0.0,0.0,139.538239620878,440.588740724423,128210.038
0.0,0.0,0.0,10025818.0,0.0,0.0,7.0,65236.0,96.0,300.0,6965248.0,65536.0,5045625.0,330287.0,1.0,2.0,108206.0,30.0,3585.0,2.0,9927442.0,0.139,0.921,900.0,4.0,23.4,25.1,24.3,0.9,23.4,1.0,23.4,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,453.0,0.1,2.4,0.5,0.4,0.8,0.8,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,266.0,11.0,16.0,9.46666666666667,19.0,50.0,27.0,52.0,92.0,128.0,22.0,44.0,66.0,89.4293058630985,87.0,283.0,0.0,632928.0,1322137.0,1500428.0,65536.0,5498880.0,6833152.0,5663825.33900709,6946816.0,0.107685997640466,0.212384025121377,0.0,283152.0,845292.0,751609.512056738,1124768.0,1596200.0,0.0,0.0,2.00000000040745,88.9999999999418,1.0,65236.0,0.0,278.0,0.0,0.0,0.0,113.010480145416,382.706580632816,100849.902
0.0,0.0,0.0,10000383.0,0.0,0.0,0.0,63696.0,96.0,229.0,5083136.0,65536.0,4127778.0,332374.0,1.0,1.0,36114.0,9.0,19905.0,5.0,10000243.0,0.0,0.817,261.0,2.0,20.9,24.3,22.6,0.0,24.3,1.0,24.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,502.0,0.1,3.1,0.6,0.4,0.4,0.4,0.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,9.0,13.0,3.55432098765432,15.0,25.0,33.0,60.0,86.0,127.0,5.0,44.0,61.5,67.8592592592593,96.0,116.0,0.0,529402.0,771014.0,1365477.0,65536.0,5006336.0,5065728.0,4486633.24444444,5076992.0,0.114853918905733,0.233829548780798,0.0,491205.25,1025107.5,868946.133333333,1213335.25,1734114.0,0.0,0.0,2.00000000040745,38.9999999970314,1.0,63696.0,0.0,327.0,0.0,0.0,0.0,97.9662641141178,203.827199959235,97922.967
0.0,0.0,0.0,10000383.0,0.0,0.0,3.0,65236.0,48.0,229.0,8387584.0,65536.0,5633591.0,326756.0,1.0,1.0,39657.0,4.0,4164.0,1.0,10000243.0,0.0,1.138,193.0,2.0,19.1,25.5,22.3,0.0,25.5,1.0,25.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,574.0,0.1,13.4,0.7,0.9,1.0,1.0,0.0,0.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,8.0,12.0,-10.698224852071,14.0,26.0,103.0,118.0,129.0,265.0,19.0,80.0,126.0,111.222972502611,139.0,158.0,0.0,471920.0,1397800.0,1491840.0,65536.0,4340736.0,8291328.0,6378162.74556213,8377344.0,0.161750049926263,0.17756601037851,0.0,950440.0,1264896.0,1167673.92071006,1372732.0,2436924.0,0.0,0.0,2.00000000040745,28.0000000057044,1.0,65236.0,0.0,346.0,0.0,0.0,0.0,72.1884272791479,168.286315780617,70301.462
0.0,0.0,0.0,10025819.0,0.0,0.0,3.0,65236.0,1.0,300.0,6289408.0,65536.0,4014593.0,304938.0,1.0,3.0,65021.0,52.0,3586.0,2.0,9951758.0,0.139,0.642,1242.0,4.0,13.6,30.7,23.3,7.8,20.3,1.0,20.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,329.0,0.1,2.2,0.5,0.3,0.8,0.8,0.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,5.0,10.0,5.20817843866171,12.0,32.0,23.0,36.5,52.0,53.0,16.0,34.0,42.0,47.411569995415,63.0,104.0,0.0,506620.0,989540.0,1462914.0,65536.0,3497984.0,6063616.0,4739070.09665428,6252544.0,0.102624342229236,0.222117749191369,0.0,377344.0,808710.5,782797.14126394,1110274.0,1766924.0,0.0,0.0,0.999999996565748,82.0000000021537,1.0,65236.0,0.0,257.0,0.0,0.0,0.0,149.887036432878,557.139809497279,153593.241
0.0,0.0,1055.0,12411855.0,0.0,2411472.0,1179.0,54132.0,4.0,229.0,3144704.0,65536.0,2854380.0,303080.0,1.0,1.0,13710.0,4.0,2776.0,1.0,12411715.0,0.0,2.006,110.0,2.0,26.6,51.3,39.0,0.0,51.3,1.0,51.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1502.0,0.1,6.8,0.6,0.6,0.8,0.8,580.0,0.3,0.3,0.0,1474.0,67.0,1.0,0.1,0.1,0.0,0.0,1633.0,173.0,-3.0,8.0,0.672227926078029,11.0,166.0,6.0,10.0,24.25,146.0,0.0,18.0,22.0,25.5548230503203,26.0,201.0,0.0,17180.0,91932.0,371720.0,65536.0,3117056.0,3139584.0,2866896.95277207,3143680.0,0.0054720625407697,0.0340704258582532,0.0,69996.0,99936.0,123798.75,137081.5,703190.0,0.0,0.0,0.0,134.000000005472,0.0,54132.0,163.0,453.0,18.0,413.0,0.0,25650965.2202108,99936000000.0,39881.886
0.0,0.0,0.0,10025819.0,0.0,0.0,9.0,65236.0,274.0,300.0,5382144.0,65536.0,2611050.0,279772.0,1.0,4.0,86410.0,46.0,3586.0,2.0,9960579.0,0.121,0.609,1317.0,4.0,14.2,36.6,23.2,10.0,24.9,1.0,24.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,285.0,0.1,3.3,0.6,0.6,0.7,0.7,0.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,7.0,12.0,6.40466101694915,14.0,22.0,17.0,25.0,48.0,134.0,19.0,31.0,40.0,63.8770244821066,48.0,222.0,0.0,830171.0,1295220.0,2202887.0,65536.0,1530880.0,2264064.0,2915486.37288136,5037056.0,0.30423517936202,0.390393501869965,0.0,621059.0,996496.0,1031684.04237288,1544844.0,1882300.0,0.0,0.0,1.00000000384171,139.000000002852,1.0,65236.0,0.0,233.0,0.0,0.0,0.0,252.465858154021,613.355789441402,167032.65
0.0,0.0,0.0,10025818.0,0.0,0.0,5.0,65236.0,274.0,300.0,3338240.0,4096.0,1452757.0,292312.0,1.0,4.0,112860.0,62.0,3585.0,2.0,9968698.0,0.154,0.481,1603.0,4.0,16.8,26.2,20.8,4.5,16.8,1.0,16.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,225.0,0.1,9.2,0.9,0.8,0.8,0.8,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,3.0,12.0,-1.32624113475177,14.0,25.0,4.0,8.0,15.0,126.0,13.0,20.0,23.0,22.4185185185197,25.0,36.0,0.0,409460.0,653748.0,2045940.0,48128.0,832000.0,1305600.0,1493347.85815603,2078720.0,0.298206427978686,0.358555301606288,0.0,307375.0,576280.0,822484.886524823,1231118.0,2897131.0,0.0,0.0,1.00000000384171,94.9999999938882,1.0,65236.0,0.0,220.0,0.0,0.0,0.0,290.894166204029,669.722782579577,227126.55
0.0,0.0,0.0,10025819.0,0.0,0.0,6.0,65236.0,274.0,300.0,4734976.0,65536.0,1481894.0,296538.0,1.0,3.0,61961.0,61.0,3586.0,2.0,9960999.0,0.163,0.505,1531.0,4.0,16.8,24.6,19.7,3.7,16.8,1.0,16.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,329.0,0.1,2.2,0.6,0.3,0.9,0.9,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.5,12.0,-1.32051282051282,13.0,21.0,4.0,7.0,19.25,115.0,9.0,19.0,21.0,20.9542389977172,23.0,30.0,0.0,324792.0,463468.0,1708628.0,65536.0,509440.0,1086464.0,1386150.29059829,1974272.0,0.296668632075472,0.415758127802691,0.0,102592.0,308136.0,547062.777777778,765622.0,2510284.0,0.0,0.0,1.00000000384171,102.999999995518,1.0,65236.0,0.0,229.0,0.0,0.0,0.0,255.183798252572,860.67911101548,216106.933
0.0,0.0,0.0,10006749.0,0.0,0.0,0.0,65236.0,51.0,291.5,8387666.0,131200.0,5082903.0,321825.0,53.0,159.0,121796.0,254.0,10157.0,2.0,10006406.0,0.232,0.316,5548.0,4.0,15.6,56.7,46.8,6.8,15.6,1.0,56.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,350.0,0.1,3.2,1.3,0.4,0.6,1.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,9.0,12.0,9.59955752212389,14.0,39.0,7.0,18.0,26.25,39.0,14.0,21.0,31.0,30.5176991150442,38.0,55.0,0.0,658259.0,1042388.0,1483672.0,65536.0,4046592.0,6193152.0,5622854.2300885,8328192.0,0.120767828574945,0.205456980897655,0.0,242028.0,522214.0,593225.486725664,915225.0,1438240.0,0.0,0.0,1.00000000384171,29.0000000022701,1.0,65236.0,0.0,224.0,0.0,0.0,0.0,254.23698117401,671.465411725208,252375.596
0.0,0.0,0.0,10025818.0,0.0,0.0,15.0,65236.0,274.0,300.0,7147520.0,65536.0,4119544.0,267198.0,1.0,4.0,77179.0,57.0,3585.0,2.0,9966178.0,0.129,0.398,1931.0,4.0,15.2,20.1,17.8,2.4,19.5,1.0,19.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,264.0,0.1,2.9,0.6,0.4,0.8,0.8,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,8.0,11.0,10.1608391608392,14.0,21.0,10.0,14.0,21.0,27.0,14.0,23.0,30.0,28.5920745920746,34.0,44.0,0.0,751592.0,1247280.0,1469892.0,65536.0,3834880.0,5945344.0,4972859.07692308,6629376.0,0.187303391672386,0.206931837708055,0.0,585736.0,892484.0,1041156.53379953,1153302.0,2287272.0,0.0,0.0,1.00000000384171,82.9999999987194,1.0,65236.0,0.0,223.0,0.0,0.0,0.0,289.26513747639,783.942399947737,283306.261
0.0,0.0,4.0,10010999.0,0.0,10616.0,157.0,45081.0,5.0,229.0,4193280.0,65536.0,2782173.0,307264.0,1.0,1.0,181248.0,2.0,2654.0,1.0,10010859.0,0.0,3.009,75.0,2.0,21.2,31.2,26.2,0.0,31.2,1.0,31.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,927.0,0.1,4.8,0.4,0.4,1.2,1.2,18.0,0.0,0.0,0.0,795.0,5.0,1.0,72.2,77.8,7.1,8.0,186.0,882.0,1.0,7.0,-55.0827586206897,9.0,27.0,7.0,71.0,516.25,679.0,8.0,17.0,24.0,180.77758443855,265.5,891.0,0.0,84928.0,142200.0,1325828.0,65536.0,1596416.0,3346944.0,2874076.10114943,4185088.0,0.0214363656131084,0.0362001699036573,0.0,70983.25,186016.5,514270.694252874,943481.75,1752907.0,0.0,0.999999996565748,2.00000000040745,148.000000001048,0.0,45081.0,15.0,590.0,10.0,2.0,0.0,47.7602697845053,735.595428518886,26587.924
