sack.pkts.sent.b2a,dsack.pkts.sent.b2a,rexmt.data.pkts.b2a,rexmt.data.bytes.a2b,rexmt.data.bytes.b2a,outoforder.pkts.a2b,outoforder.pkts.b2a,pushed.data.pkts.a2b,pushed.data.pkts.b2a,max.segm.size.b2a,min.segm.size.a2b,min.segm.size.b2a,max.win.adv.a2b,max.win.adv.b2a,min.win.adv.a2b,avg.win.adv.b2a,max.owin.a2b,min.non.zero.owin.b2a,avg.owin.a2b,avg.owin.b2a,wavg.owin.a2b,wavg.owin.b2a,initial.window.bytes.a2b,initial.window.pkts.b2a,data.xmit.time.a2b,data.xmit.time.b2a,idletime.max.a2b,idletime.max.b2a,throughput.b2a,rtt.samples.a2b,rtt.min.a2b,rtt.avg.a2b,rtt.full.sz.smpls.a2b,rtt.full.sz.min.a2b,post.loss.acks.a2b,rtt.min.last.a2b,rtt.max.last.a2b,rtt.avg.last.a2b,rtt.sdv.last.a2b,segs.cum.acked.a2b,triple.dupacks.a2b,max.retrans.a2b,min.retr.time.a2b,max.retr.time.a2b,avg.retr.time.a2b,sdv.retr.time.a2b,ambiguous.acks.a2b,rtt.samples.b2a,rtt.min.b2a,rtt.max.b2a,rtt.avg.b2a,rtt.stdev.b2a,rtt.full.sz.min.b2a,post.loss.acks.b2a,triple.dupacks.b2a,syn.pkts.sent.b2a,duplicate.acks.a2b,duplicate.acks.b2a,transfer.datarate
0.0,0.0,0.0,0.0,0.0,28.0,0.0,700.0,1.0,465.0,84.0,465.0,67584.0,2085760.0,65536.0,1889240.0,2080613.0,1.0,1214873.0,1.0,1349403.0,0.0,12800.0,1.0,1.511,0.0,425.3,28.8,249.0,3593.0,16.0,422.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.6,0.6,0.0,0.6,0.0,0.0,1.0,0.0,0.0,22187.674
0.0,0.0,0.0,0.0,0.0,75.0,0.0,315.0,3.0,2776.0,126.0,274.0,76800.0,2987136.0,65536.0,2406440.0,1193681.0,1.0,598617.0,8.0,260798.0,423.0,517.0,2.0,0.595,0.083,59.1,72.3,6118.0,826.0,12.5,79.0,1.0,19.1,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,0.8,0.6,0.1,0.8,0.0,0.0,1.0,0.0,0.0,35309.024
330.0,0.0,0.0,9716.0,0.0,0.0,0.0,1041.0,1.0,465.0,280.0,465.0,67584.0,2391168.0,65536.0,1702505.0,2070897.0,1.0,1011487.0,1.0,1113767.0,0.0,12800.0,1.0,2.366,0.0,309.4,238.2,174.0,3089.0,23.1,499.1,1.0,24.0,505.0,1.2,6.1,2.1,2.0,7.0,2.0,1.0,479.1,485.8,484.6,2.7,6.0,2.0,0.8,1.1,0.9,0.0,0.8,0.0,0.0,1.0,13.0,0.0,15303.893
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,1.0,465.0,308.0,465.0,67584.0,8388480.0,65536.0,6403584.0,2498401.0,1.0,1229883.0,1.0,1620565.0,0.0,12800.0,1.0,0.323,0.0,366.1,165.7,652.0,3605.0,11.2,97.5,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8,0.9,0.9,0.0,0.9,0.0,0.0,1.0,0.0,0.0,76490.203
1608.0,0.0,0.0,26372.0,0.0,126.0,0.0,583.0,1.0,465.0,216.0,465.0,67584.0,8388480.0,65536.0,5017841.0,1465729.0,1.0,656811.0,1.0,688680.0,0.0,12800.0,1.0,1.792,0.0,260.4,206.1,244.0,1995.0,16.9,101.9,1.0,17.5,14.0,27.3,228.0,115.9,102.6,1592.0,3.0,1.0,352.4,553.0,482.0,92.3,5.0,2.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0,1589.0,0.0,21741.509
0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,1.0,465.0,308.0,465.0,67584.0,3450496.0,65536.0,2775122.0,2506004.0,1.0,1249294.0,1.0,1708749.0,0.0,12800.0,1.0,0.8,0.0,709.1,40.1,302.0,3605.0,23.5,345.3,1.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,26884.661
0.0,0.0,1.0,0.0,230.0,74.0,0.0,678.0,5.0,2776.0,64.0,230.0,146432.0,4492928.0,262144.0,4032500.0,2495841.0,2.0,1255292.0,757.0,1717311.0,996.0,13317.0,3.0,1.044,0.353,901.1,159.1,14201.0,3569.0,23.3,456.9,1.0,34.9,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3,3.8,1.3,1.7,0.3,0.0,0.0,2.0,0.0,1.0,20792.295
0.0,0.0,0.0,0.0,0.0,20.0,0.0,189.0,3.0,2776.0,126.0,274.0,76800.0,5790208.0,65536.0,2953802.0,956333.0,1.0,462192.0,10.0,122272.0,626.0,517.0,2.0,0.39,0.078,57.8,73.4,8992.0,675.0,14.1,38.7,1.0,24.2,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,0.9,0.6,0.3,0.5,0.0,0.0,1.0,0.0,0.0,67472.874
0.0,0.0,0.0,0.0,0.0,94.0,0.0,272.0,1.0,465.0,308.0,465.0,67584.0,4890496.0,65536.0,2712416.0,2462313.0,1.0,1204436.0,1.0,1540696.0,0.0,12800.0,1.0,0.399,0.0,443.7,137.2,535.0,3550.0,19.9,93.1,1.0,22.4,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.7,0.6,0.0,0.4,0.0,0.0,1.0,0.0,0.0,72079.957
0.0,0.0,0.0,0.0,0.0,191.0,0.0,184.0,3.0,2776.0,126.0,274.0,76800.0,4074624.0,65536.0,2888922.0,1146489.0,1.0,601326.0,8.0,164028.0,687.0,517.0,2.0,0.385,0.084,60.4,79.0,8961.0,752.0,17.8,37.4,1.0,31.4,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.6,0.9,0.7,0.1,0.6,0.0,0.0,1.0,0.0,0.0,69819.757
0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,1.0,465.0,52.0,465.0,67584.0,3111808.0,65536.0,2164639.0,2404017.0,1.0,1098010.0,1.0,1548031.0,0.0,12800.0,1.0,0.812,0.0,711.0,22.1,301.0,3606.0,17.6,307.1,1.0,19.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.9,0.6,0.0,0.4,0.0,0.0,1.0,0.0,0.0,26563.331
0.0,0.0,0.0,0.0,0.0,76.0,0.0,336.0,3.0,1388.0,126.0,274.0,77824.0,1503360.0,65536.0,1264796.0,1193681.0,1.0,593428.0,5.0,355149.0,99.0,517.0,1.0,0.704,0.082,66.6,68.3,5132.0,819.0,19.1,112.2,1.0,20.5,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2,0.6,0.4,0.1,0.6,0.0,0.0,1.0,0.0,0.0,21107.445
654.0,0.0,0.0,29148.0,0.0,47.0,0.0,499.0,1.0,465.0,308.0,465.0,67584.0,4271232.0,65536.0,3962781.0,2481745.0,1.0,1247114.0,1.0,1623049.0,0.0,12800.0,1.0,0.941,0.0,446.2,112.7,325.0,2204.0,22.5,207.5,1.0,39.7,1337.0,0.0,0.0,0.0,0.0,44.0,3.0,1.0,436.4,437.7,437.1,0.4,20.0,2.0,0.3,0.3,0.3,0.0,0.3,0.0,0.0,1.0,41.0,0.0,29285.78
975.0,0.0,0.0,11104.0,0.0,1181.0,0.0,276.0,1.0,465.0,308.0,465.0,67584.0,7466880.0,65536.0,5634285.0,2263829.0,1.0,748796.0,1.0,893579.0,0.0,12800.0,1.0,0.638,0.0,330.3,254.4,460.0,2143.0,15.4,50.0,1.0,35.8,0.0,0.0,0.0,0.0,0.0,1462.0,1.0,1.0,264.7,269.6,268.0,1.4,0.0,2.0,0.7,0.9,0.8,0.0,0.9,0.0,0.0,1.0,663.0,0.0,56107.119
50.0,0.0,0.0,15268.0,0.0,30.0,0.0,604.0,3.0,2776.0,126.0,274.0,76800.0,3901184.0,65536.0,3348059.0,106877.0,1.0,54523.0,6.0,52594.0,154.0,517.0,2.0,1.702,0.076,354.1,652.2,2215.0,1201.0,15.0,29.7,1.0,24.8,3.0,37.6,352.0,69.4,99.3,65.0,1.0,1.0,300.5,655.3,622.7,106.9,10.0,4.0,0.3,0.6,0.5,0.1,0.5,0.0,0.0,1.0,40.0,0.0,15440.908
0.0,0.0,0.0,0.0,0.0,51.0,0.0,456.0,1.0,465.0,216.0,465.0,67584.0,7688576.0,65536.0,6278068.0,1792657.0,1.0,920750.0,1.0,722212.0,0.0,12800.0,1.0,0.389,0.0,66.9,31.9,977.0,3519.0,11.1,56.9,1.0,16.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,0.3,0.3,0.0,0.3,0.0,0.0,1.0,0.0,0.0,90303.332
264.0,0.0,0.0,1388.0,0.0,202.0,0.0,386.0,3.0,2776.0,126.0,274.0,76800.0,8388480.0,65536.0,5174770.0,649585.0,1.0,279021.0,5.0,277697.0,233.0,517.0,2.0,1.215,0.08,227.5,349.7,3100.0,1110.0,14.2,54.9,1.0,16.8,1.0,0.0,0.0,0.0,0.0,318.0,1.0,1.0,304.3,304.3,304.3,0.0,0.0,4.0,0.1,0.7,0.4,0.2,0.7,0.0,0.0,1.0,262.0,0.0,13959.096
0.0,0.0,0.0,0.0,0.0,32.0,0.0,329.0,1.0,465.0,308.0,465.0,67584.0,3809664.0,65536.0,2616662.0,2503953.0,1.0,1234601.0,1.0,1941636.0,0.0,12800.0,1.0,0.409,0.0,865.2,559.5,358.0,3585.0,13.6,148.6,1.0,18.9,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8,0.9,0.8,0.0,0.9,0.0,0.0,1.0,0.0,0.0,56107.119
0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,3.0,2776.0,126.0,274.0,76800.0,5066368.0,65536.0,3553919.0,1102073.0,1.0,547400.0,9.0,299770.0,473.0,517.0,2.0,0.451,0.062,44.9,59.9,8050.0,795.0,14.2,68.3,1.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3,0.7,0.6,0.2,0.7,0.0,0.0,1.0,0.0,0.0,31388.866
0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.0,1.0,465.0,232.0,465.0,67584.0,1052544.0,65536.0,1021895.0,1047941.0,1.0,817382.0,1.0,837260.0,0.0,12800.0,1.0,1.392,0.0,230.0,23.7,281.0,3608.0,16.7,256.1,1.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,1.0,0.9,0.0,0.7,0.0,0.0,1.0,0.0,0.0,24893.825
0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,3.0,2776.0,126.0,274.0,76800.0,4734592.0,65536.0,3023082.0,1196457.0,1.0,594823.0,8.0,292493.0,960.0,517.0,2.0,0.733,0.206,126.0,206.2,4942.0,858.0,16.3,97.2,1.0,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.6,1.6,1.1,0.4,0.6,0.0,0.0,1.0,0.0,0.0,24449.671
0.0,0.0,0.0,0.0,0.0,212.0,0.0,179.0,3.0,2776.0,126.0,274.0,76800.0,3091072.0,65536.0,2515862.0,1185353.0,1.0,622032.0,8.0,181499.0,610.0,517.0,2.0,0.355,0.062,46.9,60.8,10155.0,759.0,12.8,37.6,1.0,14.5,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,1.1,0.8,0.3,0.4,0.0,0.0,1.0,0.0,0.0,76469.257
0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0,1.0,465.0,76.0,465.0,67584.0,2244992.0,65536.0,2160049.0,2243009.0,1.0,1234687.0,1.0,1415234.0,0.0,12800.0,1.0,1.231,0.0,435.3,23.5,332.0,3606.0,18.2,315.8,1.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.8,0.8,0.0,0.7,0.0,0.0,1.0,0.0,0.0,29523.525
0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,3.0,2776.0,126.0,274.0,76800.0,3020288.0,65536.0,2508180.0,1106237.0,1.0,546672.0,5.0,235553.0,157.0,517.0,1.0,0.362,0.059,44.9,57.3,9945.0,792.0,12.3,44.8,1.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,0.7,0.4,0.2,0.4,0.0,0.0,1.0,0.0,0.0,50753.932
0.0,0.0,0.0,0.0,0.0,117.0,0.0,272.0,1.0,465.0,308.0,465.0,67584.0,7186560.0,65536.0,4843230.0,2492124.0,1.0,1209138.0,1.0,1774465.0,0.0,12800.0,1.0,0.348,0.0,540.9,326.6,512.0,3536.0,10.1,106.6,1.0,13.8,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.7,0.6,0.0,0.7,0.0,0.0,1.0,0.0,0.0,71309.048
0.0,0.0,0.0,0.0,0.0,72.0,0.0,271.0,1.0,465.0,308.0,465.0,67584.0,8388480.0,65536.0,6482034.0,2494237.0,1.0,1221567.0,1.0,1482091.0,0.0,12800.0,1.0,0.361,0.0,297.4,68.5,686.0,3567.0,14.2,112.7,1.0,14.2,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.7,0.6,0.0,0.5,0.0,0.0,1.0,0.0,0.0,67919.144
0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,1.0,465.0,308.0,465.0,67584.0,6082176.0,65536.0,5558049.0,2484521.0,1.0,1241554.0,1.0,1942323.0,0.0,12800.0,1.0,0.539,0.0,1113.2,234.4,278.0,3605.0,11.4,326.1,1.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.5,0.4,0.0,0.4,0.0,0.0,1.0,0.0,0.0,24482.482
0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,3.0,2776.0,126.0,274.0,76800.0,3012096.0,65536.0,1341852.0,1136773.0,1.0,563366.0,9.0,319563.0,496.0,517.0,2.0,0.523,0.075,59.7,74.4,6927.0,813.0,13.5,82.9,1.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3,1.2,0.7,0.5,0.4,0.0,0.0,1.0,0.0,0.0,28840.776
160.0,0.0,1.0,8328.0,465.0,540.0,0.0,480.0,2.0,465.0,308.0,465.0,67584.0,3668480.0,65536.0,3122936.0,2481745.0,1.0,1107252.0,1.0,1512069.0,0.0,12800.0,1.0,0.892,0.147,530.3,332.1,293.0,2193.0,14.8,214.1,1.0,14.8,1111.0,0.8,2.7,1.5,0.6,295.0,2.0,1.0,183.4,185.0,184.4,0.6,6.0,2.0,0.4,0.5,0.5,0.0,0.4,0.0,0.0,1.0,12.0,2.0,28132.473
0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,3.0,2776.0,126.0,274.0,76800.0,8387200.0,65536.0,4455656.0,1193681.0,1.0,588565.0,8.0,233052.0,738.0,517.0,2.0,0.362,0.078,62.7,77.7,9832.0,861.0,10.8,42.2,1.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,0.7,0.5,0.2,0.7,0.0,0.0,1.0,0.0,0.0,45363.119
1535.0,0.0,0.0,145740.0,0.0,23.0,0.0,714.0,1.0,465.0,308.0,465.0,67584.0,6421120.0,65536.0,4825270.0,248453.0,1.0,41170.0,1.0,32470.0,0.0,12800.0,1.0,32.091,0.0,421.6,399.3,14.0,2004.0,11.7,35.2,1.0,420.7,96.0,54.8,54.8,54.8,0.0,1504.0,93.0,2.0,221.0,564.7,345.4,86.8,1.0,2.0,0.6,0.9,0.7,0.0,0.9,0.0,0.0,1.0,1485.0,0.0,1245.815
0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,1.0,465.0,167.0,465.0,67584.0,8388480.0,65536.0,6860212.0,2172717.0,1.0,1162025.0,1.0,1149561.0,0.0,12800.0,1.0,0.355,0.0,409.3,321.6,593.0,3492.0,10.0,67.3,1.0,14.9,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,1.0,0.8,0.0,0.7,0.0,0.0,1.0,0.0,0.0,90507.638
1204.0,0.0,0.0,309524.0,0.0,0.0,0.0,297.0,1.0,465.0,308.0,465.0,67584.0,8388480.0,65536.0,3832346.0,2485909.0,1.0,1229438.0,1.0,1750111.0,0.0,12800.0,1.0,0.735,0.0,290.8,194.6,507.0,2400.0,11.3,93.1,1.0,11.3,163.0,18.4,41.9,32.0,5.9,982.0,1.0,1.0,338.0,393.0,354.6,11.2,60.0,2.0,0.2,0.6,0.4,0.0,0.2,0.0,0.0,1.0,981.0,0.0,51419.506
0.0,0.0,0.0,0.0,0.0,36.0,0.0,162.0,3.0,2776.0,126.0,274.0,76800.0,8236672.0,65536.0,4978728.0,1156205.0,1.0,586812.0,8.0,204593.0,806.0,517.0,2.0,0.349,0.084,67.7,83.2,10241.0,872.0,12.2,34.6,1.0,15.1,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3,0.8,0.6,0.2,0.8,0.0,0.0,1.0,0.0,0.0,84164.277
0.0,0.0,0.0,0.0,0.0,116.0,0.0,323.0,3.0,2776.0,126.0,274.0,76800.0,5427200.0,65536.0,3861827.0,1195069.0,1.0,599627.0,8.0,334626.0,278.0,517.0,2.0,0.663,0.08,51.3,51.7,5570.0,797.0,12.0,100.0,1.0,18.8,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3,1.1,0.8,0.4,0.3,0.0,0.0,1.0,0.0,0.0,22010.066
0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,3.0,2776.0,126.0,274.0,76800.0,1888384.0,65536.0,1524739.0,1106237.0,1.0,552397.0,9.0,426323.0,302.0,517.0,2.0,0.942,0.081,50.7,79.0,3930.0,793.0,23.7,191.4,1.0,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,1.4,0.9,0.5,0.7,0.0,0.0,1.0,0.0,0.0,11398.739
0.0,0.0,0.0,0.0,0.0,36.0,0.0,246.0,6.0,2776.0,75.0,69.0,144384.0,4578432.0,262144.0,3547956.0,1161799.0,2.0,577868.0,137.0,251437.0,438.0,1034.0,4.0,0.469,0.202,152.6,108.2,10205.0,801.0,17.1,58.8,1.0,23.8,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,0.4,0.4,0.1,0.3,0.0,0.0,2.0,0.0,0.0,39827.738
0.0,0.0,0.0,0.0,0.0,0.0,0.0,791.0,1.0,465.0,308.0,465.0,67584.0,1818240.0,65536.0,1284984.0,1300557.0,1.0,948619.0,1.0,1019241.0,0.0,12800.0,1.0,2.017,0.0,586.4,57.9,177.0,3607.0,14.4,472.4,1.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.8,0.6,0.0,0.4,0.0,0.0,1.0,0.0,0.0,15529.649
0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,3.0,2776.0,126.0,274.0,76800.0,3835520.0,65536.0,2960958.0,1167309.0,1.0,578509.0,8.0,297654.0,500.0,517.0,2.0,0.545,0.079,55.6,77.1,6597.0,835.0,16.4,85.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3,1.7,1.1,0.6,0.3,0.0,0.0,1.0,0.0,0.0,24584.421
1201.0,0.0,0.0,99936.0,0.0,92.0,0.0,240.0,1.0,465.0,308.0,465.0,67584.0,5812224.0,65536.0,2635009.0,2449821.0,1.0,1233518.0,1.0,1947734.0,0.0,12800.0,1.0,0.807,0.0,282.9,206.9,435.0,2358.0,14.0,65.4,1.0,14.9,72.0,0.0,0.0,0.0,0.0,1175.0,1.0,1.0,349.2,536.7,514.1,21.4,0.0,2.0,0.3,1.1,0.7,0.0,0.3,0.0,0.0,1.0,1129.0,0.0,47567.629
0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,1.0,465.0,308.0,465.0,67584.0,3708416.0,65536.0,2472508.0,2365153.0,1.0,1214728.0,1.0,1109187.0,0.0,12800.0,1.0,0.624,0.0,161.7,70.5,581.0,3606.0,12.5,138.9,1.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.6,0.5,0.0,0.4,0.0,0.0,1.0,0.0,0.0,56264.945
0.0,0.0,0.0,0.0,0.0,6.0,0.0,481.0,3.0,1388.0,126.0,274.0,77824.0,4553856.0,65536.0,2744284.0,1135385.0,1.0,561779.0,5.0,443821.0,84.0,517.0,1.0,0.945,0.09,49.3,78.9,3969.0,811.0,13.5,189.7,1.0,13.6,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2,0.5,0.4,0.1,0.4,0.0,0.0,1.0,0.0,0.0,14946.523
0.0,0.0,0.0,0.0,0.0,167.0,0.0,637.0,1.0,465.0,308.0,465.0,67584.0,4847104.0,65536.0,4448328.0,2505341.0,1.0,1244289.0,1.0,1903908.0,0.0,12800.0,1.0,0.944,0.0,1447.5,286.1,192.0,3506.0,19.1,605.6,1.0,30.7,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6,0.6,0.6,0.0,0.6,0.0,0.0,1.0,0.0,0.0,16865.251
0.0,0.0,0.0,0.0,0.0,343.0,0.0,279.0,3.0,2776.0,126.0,274.0,76800.0,8110336.0,65536.0,5006077.0,1074313.0,1.0,599706.0,7.0,198211.0,392.0,517.0,2.0,0.675,0.075,102.8,183.6,5456.0,747.0,11.8,71.5,1.0,18.2,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,1.2,0.8,0.5,0.8,0.0,0.0,1.0,0.0,0.0,37241.521
0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,1.0,465.0,103.0,465.0,67584.0,1788288.0,65536.0,1705416.0,1783489.0,1.0,1138214.0,1.0,1239867.0,0.0,12251.0,1.0,1.006,0.0,307.6,21.5,346.0,3772.0,15.6,286.8,1.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,0.6,0.5,0.0,0.3,0.0,0.0,1.0,0.0,0.0,30963.139
0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,1.0,465.0,308.0,465.0,67584.0,2788096.0,65536.0,2196248.0,2499789.0,1.0,1217768.0,1.0,1469514.0,0.0,12800.0,1.0,1.092,0.0,568.9,35.9,276.0,3606.0,14.4,372.6,1.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,0.6,0.4,0.0,0.6,0.0,0.0,1.0,0.0,0.0,24333.562
0.0,0.0,0.0,0.0,0.0,88.0,0.0,245.0,3.0,2776.0,126.0,274.0,76800.0,2565632.0,65536.0,1909299.0,1147877.0,1.0,548834.0,8.0,279954.0,536.0,517.0,2.0,0.467,0.071,54.3,69.8,7838.0,800.0,14.5,68.5,1.0,14.5,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,0.6,0.5,0.1,0.6,0.0,0.0,1.0,0.0,0.0,34254.573
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547.0,1.0,465.0,48.0,465.0,67584.0,1031552.0,65536.0,977801.0,1029897.0,1.0,810251.0,1.0,895165.0,0.0,12800.0,1.0,5.073,0.0,1446.4,215.3,71.0,3608.0,18.1,1060.5,1.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,0.4,0.3,0.0,0.4,0.0,0.0,1.0,0.0,0.0,6154.519
0.0,0.0,0.0,0.0,0.0,262.0,0.0,200.0,3.0,2776.0,126.0,274.0,76800.0,8387200.0,65536.0,4712235.0,1071537.0,1.0,595132.0,9.0,197534.0,527.0,517.0,2.0,0.376,0.059,44.0,56.6,9553.0,638.0,11.8,39.6,1.0,16.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,0.7,0.5,0.2,0.3,0.0,0.0,1.0,0.0,0.0,53887.732
0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,3.0,2776.0,126.0,274.0,76800.0,4691200.0,65536.0,3600648.0,1121505.0,1.0,547632.0,9.0,207131.0,636.0,517.0,2.0,0.312,0.06,43.4,57.6,11580.0,824.0,11.6,25.9,1.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,0.6,0.3,0.2,0.6,0.0,0.0,1.0,0.0,0.0,90623.837
332.0,2.0,1.0,38905.0,1.0,0.0,0.0,526.0,4.0,629.0,75.0,69.0,135168.0,8518784.0,262144.0,7442661.0,2502607.0,2.0,1249294.0,114.0,1426207.0,9.0,14705.0,3.0,1.241,0.907,395.6,532.4,1057.0,2571.0,19.5,222.3,1.0,32.3,981.0,0.0,8.9,7.3,0.8,28.0,2.0,1.0,155.3,493.6,391.75,0.95,54.0,4.0,0.3,1.1,0.7,0.3,0.4,0.0,0.0,3.0,55.0,0.0,25909.57
0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,3.0,2776.0,126.0,274.0,76800.0,4355712.0,65536.0,3410142.0,1190905.0,1.0,589779.0,8.0,289296.0,472.0,517.0,2.0,0.388,0.056,38.4,54.5,8985.0,862.0,15.8,53.9,1.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,0.8,0.4,0.3,0.8,0.0,0.0,1.0,0.0,0.0,42754.377
0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,1.0,465.0,308.0,465.0,67584.0,2387200.0,65536.0,2296627.0,2363765.0,1.0,1240867.0,1.0,1416007.0,0.0,12800.0,1.0,0.892,0.0,342.7,30.7,469.0,3606.0,21.7,209.2,1.0,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.6,0.5,0.0,0.4,0.0,0.0,1.0,0.0,0.0,42467.49
