sack.pkts.sent.b2a,dsack.pkts.sent.b2a,rexmt.data.pkts.b2a,rexmt.data.bytes.a2b,rexmt.data.bytes.b2a,outoforder.pkts.a2b,outoforder.pkts.b2a,pushed.data.pkts.a2b,pushed.data.pkts.b2a,max.segm.size.b2a,min.segm.size.a2b,min.segm.size.b2a,max.win.adv.a2b,max.win.adv.b2a,min.win.adv.a2b,avg.win.adv.b2a,max.owin.a2b,min.non.zero.owin.b2a,avg.owin.a2b,avg.owin.b2a,wavg.owin.a2b,wavg.owin.b2a,initial.window.bytes.a2b,initial.window.pkts.b2a,data.xmit.time.a2b,data.xmit.time.b2a,idletime.max.a2b,idletime.max.b2a,throughput.b2a,rtt.samples.a2b,rtt.min.a2b,rtt.avg.a2b,rtt.full.sz.smpls.a2b,rtt.full.sz.min.a2b,post.loss.acks.a2b,rtt.min.last.a2b,rtt.max.last.a2b,rtt.avg.last.a2b,rtt.sdv.last.a2b,segs.cum.acked.a2b,triple.dupacks.a2b,max.retrans.a2b,min.retr.time.a2b,max.retr.time.a2b,avg.retr.time.a2b,sdv.retr.time.a2b,ambiguous.acks.a2b,rtt.samples.b2a,rtt.min.b2a,rtt.max.b2a,rtt.avg.b2a,rtt.stdev.b2a,rtt.full.sz.min.b2a,post.loss.acks.b2a,triple.dupacks.b2a,syn.pkts.sent.b2a,duplicate.acks.a2b,duplicate.acks.b2a,transfer.datarate
182.0,0.0,0.0,13880.0,0.0,145.0,0.0,237.0,1.0,465.0,184.0,465.0,67584.0,3945344.0,65536.0,1951760.0,2362377.0,1.0,1111381.0,1.0,856274.0,0.0,12800.0,1.0,1.082,0.0,937.4,399.6,227.0,3362.0,14.1,68.8,1.0,21.0,8.0,50.9,51.0,51.0,0.0,235.0,1.0,1.0,370.2,371.7,371.2,0.5,2.0,2.0,0.6,1.1,0.9,0.0,0.6,0.0,0.0,1.0,173.0,0.0,36039.978
0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,1.0,465.0,292.0,465.0,67584.0,3467392.0,65536.0,1751054.0,1911673.0,1.0,831305.0,1.0,443953.0,0.0,12800.0,1.0,0.926,0.0,876.3,289.2,255.0,3607.0,15.2,54.8,1.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,0.8,0.6,0.0,0.3,0.0,0.0,1.0,0.0,0.0,41584.59
2331.0,0.0,0.0,54132.0,0.0,560.0,0.0,494.0,1.0,465.0,308.0,465.0,67584.0,8216064.0,65536.0,4534211.0,2320737.0,1.0,984632.0,1.0,1148035.0,0.0,12800.0,1.0,2.947,0.0,750.3,706.7,124.0,1273.0,20.7,175.4,1.0,51.6,15.0,37.5,222.5,79.0,72.8,2294.0,7.0,1.0,648.4,1331.2,1110.3,242.4,23.0,2.0,0.7,0.7,0.7,0.0,0.7,0.0,0.0,1.0,2251.0,0.0,13379.39
0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,3.0,2776.0,126.0,274.0,76800.0,4211200.0,65536.0,3226982.0,1038225.0,1.0,542677.0,8.0,227953.0,600.0,517.0,2.0,0.41,0.077,53.6,71.9,8625.0,880.0,15.0,49.9,1.0,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,0.6,0.4,0.2,0.5,0.0,0.0,1.0,0.0,0.0,43971.917
0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,3.0,2776.0,126.0,274.0,76800.0,8387200.0,65536.0,3653616.0,1079865.0,1.0,551029.0,8.0,178219.0,667.0,517.0,2.0,0.428,0.091,66.5,83.7,8307.0,852.0,16.5,42.0,1.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,0.7,0.5,0.2,0.6,0.0,0.0,1.0,0.0,0.0,48662.255
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1601.0,1.0,465.0,188.0,465.0,67584.0,981376.0,65536.0,946107.0,979929.0,1.0,781637.0,1.0,891046.0,0.0,12800.0,1.0,8.182,0.0,1672.2,67.9,56.0,3609.0,18.0,1236.5,1.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.9,0.7,0.0,0.4,0.0,0.0,1.0,0.0,0.0,4878.582
0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,1.0,465.0,12.0,465.0,67584.0,2354944.0,65536.0,2085618.0,2351273.0,1.0,1242061.0,1.0,1391358.0,0.0,12800.0,1.0,0.865,0.0,269.6,39.4,397.0,3024.0,17.0,259.9,1.0,32.6,0.0,0.0,0.0,0.0,0.0,582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6,0.8,0.7,0.0,0.8,0.0,0.0,1.0,0.0,0.0,36567.071
0.0,0.0,0.0,0.0,0.0,187.0,0.0,183.0,3.0,2776.0,36.0,274.0,76800.0,8387200.0,65536.0,4823395.0,1043777.0,1.0,420779.0,7.0,98039.0,242.0,517.0,2.0,0.85,0.061,254.5,420.0,4372.0,836.0,14.3,26.1,1.0,18.9,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,0.5,0.4,0.1,0.4,0.0,0.0,1.0,1.0,1.0,39670.316
0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,1.0,465.0,308.0,465.0,67584.0,4538880.0,65536.0,3815790.0,2497013.0,1.0,1238178.0,1.0,1574826.0,0.0,12800.0,1.0,0.398,0.0,361.8,57.9,590.0,3605.0,15.4,143.6,1.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,1.4,0.9,0.0,0.4,0.0,0.0,1.0,0.0,0.0,57149.109
0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,3.0,2776.0,126.0,274.0,76800.0,8387200.0,65536.0,3751532.0,1172861.0,1.0,582624.0,8.0,177447.0,728.0,517.0,2.0,0.34,0.078,58.5,73.4,10304.0,641.0,14.0,32.3,1.0,19.6,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5,1.0,0.8,0.2,0.8,0.0,0.0,1.0,0.0,0.0,61105.571
0.0,0.0,0.0,0.0,0.0,49.0,0.0,305.0,1.0,465.0,308.0,465.0,67584.0,4593152.0,65536.0,3964628.0,2495625.0,1.0,1217333.0,1.0,1678441.0,0.0,12800.0,1.0,0.419,0.0,478.9,39.7,498.0,3590.0,19.9,193.1,1.0,32.7,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.5,0.5,0.0,0.4,0.0,0.0,1.0,0.0,0.0,45667.096
683.0,0.0,0.0,19432.0,0.0,0.0,0.0,451.0,1.0,465.0,308.0,465.0,67584.0,3474432.0,65536.0,3276933.0,2507392.0,1.0,1244921.0,1.0,1445712.0,0.0,12800.0,1.0,0.798,0.0,195.6,42.1,453.0,2652.0,23.3,155.1,1.0,24.0,928.0,0.0,0.0,0.0,0.0,14.0,3.0,1.0,260.7,262.4,261.7,0.5,11.0,2.0,0.4,0.7,0.6,0.0,0.7,0.0,0.0,1.0,27.0,0.0,41933.308
0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,1.0,465.0,256.0,465.0,67584.0,3252864.0,65536.0,1857379.0,2272157.0,1.0,1149622.0,1.0,891377.0,0.0,12800.0,1.0,0.564,0.0,206.7,139.8,584.0,3606.0,20.3,111.3,1.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,0.7,0.5,0.0,0.3,0.0,0.0,1.0,0.0,0.0,63599.962
543.0,0.0,0.0,15268.0,0.0,0.0,0.0,351.0,1.0,465.0,308.0,465.0,67584.0,8387200.0,65536.0,7644267.0,2484521.0,1.0,1240327.0,1.0,1616335.0,0.0,12800.0,1.0,0.798,0.0,339.9,198.0,481.0,3061.0,17.0,111.5,1.0,23.9,6.0,50.1,54.0,52.4,2.1,533.0,1.0,1.0,371.0,371.3,371.2,0.1,5.0,2.0,0.3,0.4,0.3,0.0,0.3,0.0,0.0,1.0,533.0,0.0,46953.493
0.0,0.0,0.0,0.0,0.0,11.0,0.0,332.0,1.0,465.0,88.0,465.0,67584.0,3535360.0,65536.0,1765493.0,2169533.0,1.0,915105.0,1.0,595023.0,0.0,12800.0,1.0,0.527,0.0,363.3,168.3,505.0,3590.0,19.2,62.6,1.0,24.8,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.7,0.6,0.0,0.5,0.0,0.0,1.0,0.0,0.0,72340.644
0.0,0.0,0.0,0.0,0.0,91.0,0.0,178.0,3.0,2776.0,126.0,274.0,76800.0,8387200.0,65536.0,4188283.0,1129833.0,1.0,534479.0,9.0,153228.0,701.0,517.0,2.0,0.404,0.085,65.1,81.7,8794.0,773.0,15.4,37.7,1.0,19.3,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,1.2,0.9,0.4,0.8,0.0,0.0,1.0,0.0,0.0,74483.043
0.0,0.0,0.0,0.0,0.0,83.0,0.0,191.0,3.0,2776.0,126.0,274.0,76800.0,8387200.0,65536.0,4591843.0,1149265.0,1.0,567709.0,8.0,171881.0,708.0,517.0,2.0,0.409,0.087,62.8,82.9,8684.0,819.0,18.8,40.2,1.0,20.5,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3,1.2,0.9,0.4,1.0,0.0,0.0,1.0,0.0,0.0,69217.862
1746.0,0.0,0.0,3062591.0,0.0,0.0,0.0,1709.0,1.0,465.0,308.0,465.0,67584.0,8336768.0,65536.0,2978699.0,2503953.0,1.0,1252239.0,1.0,2168743.0,0.0,12800.0,1.0,7.896,0.0,1642.5,1522.1,57.0,1846.0,17.9,612.4,1.0,35.1,12.0,92.2,377.7,219.9,55.4,995.0,9.0,4.0,325.4,5704.0,3278.8,1778.4,752.0,2.0,0.9,1.0,1.0,0.0,0.9,0.0,0.0,1.0,978.0,0.0,4904.3
0.0,0.0,0.0,0.0,0.0,147.0,0.0,237.0,3.0,2776.0,126.0,274.0,76800.0,4435456.0,65536.0,2649091.0,1102073.0,1.0,541423.0,9.0,227252.0,540.0,517.0,2.0,0.487,0.079,51.6,74.0,7453.0,652.0,18.9,57.6,1.0,18.9,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.6,1.4,1.0,0.3,0.9,0.0,0.0,1.0,0.0,0.0,44068.452
1106.0,0.0,0.0,470532.0,0.0,411.0,0.0,865.0,1.0,465.0,308.0,465.0,67584.0,8387200.0,65536.0,5070528.0,1912665.0,1.0,901470.0,1.0,1011728.0,0.0,12800.0,1.0,2.085,0.0,576.5,280.5,172.0,2498.0,19.3,231.7,1.0,38.8,2.0,33.3,512.1,77.7,65.8,910.0,2.0,1.0,542.6,969.2,777.3,191.1,195.0,2.0,0.8,1.0,0.9,0.0,1.0,0.0,0.0,1.0,587.0,0.0,16717.249
0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,3.0,2654.0,102.0,274.0,76800.0,3310464.0,65536.0,2404606.0,1044452.0,1.0,461804.0,6.0,209742.0,623.0,517.0,2.0,0.567,0.107,70.8,102.1,6380.0,1132.0,17.7,52.1,1.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3,0.9,0.7,0.3,0.9,0.0,0.0,1.0,0.0,0.0,39827.738
0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,1.0,465.0,308.0,465.0,67584.0,7065088.0,65536.0,6294911.0,2503953.0,1.0,1244892.0,1.0,1682909.0,0.0,12800.0,1.0,0.604,0.0,554.6,28.4,390.0,3605.0,15.5,255.6,1.0,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6,0.7,0.6,0.0,0.6,0.0,0.0,1.0,0.0,0.0,35184.148
0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,3.0,2776.0,126.0,274.0,76800.0,8104064.0,65536.0,4922335.0,1254753.0,1.0,624622.0,8.0,308056.0,591.0,517.0,2.0,0.523,0.093,46.8,89.4,6936.0,900.0,19.2,76.7,1.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,0.4,0.3,0.1,0.4,0.0,0.0,1.0,0.0,0.0,36070.404
0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,1.0,465.0,308.0,465.0,67584.0,5025792.0,65536.0,3267381.0,2490073.0,1.0,1242966.0,1.0,1716155.0,0.0,12800.0,1.0,0.486,0.0,521.1,147.2,450.0,3605.0,15.2,186.9,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6,0.9,0.7,0.0,0.6,0.0,0.0,1.0,0.0,0.0,46570.868
0.0,0.0,0.0,0.0,0.0,98.0,0.0,222.0,3.0,2776.0,126.0,274.0,76800.0,3818368.0,65536.0,2928682.0,1077089.0,1.0,518719.0,9.0,204610.0,720.0,517.0,2.0,0.458,0.102,63.6,98.3,7659.0,720.0,16.4,52.3,1.0,30.6,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.7,1.7,1.4,0.5,0.7,0.0,0.0,1.0,0.0,0.0,38234.629
0.0,0.0,0.0,0.0,0.0,92.0,0.0,321.0,1.0,465.0,308.0,465.0,67584.0,4983808.0,65536.0,3990585.0,2492124.0,1.0,1267611.0,1.0,1594619.0,0.0,12800.0,1.0,0.423,0.0,374.9,54.2,567.0,3557.0,16.9,162.2,1.0,19.4,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.5,0.4,0.0,0.5,0.0,0.0,1.0,0.0,0.0,52915.841
0.0,0.0,0.0,0.0,0.0,29.0,0.0,407.0,1.0,465.0,12.0,465.0,67584.0,2893440.0,65536.0,1521875.0,2111149.0,1.0,914208.0,1.0,956145.0,0.0,14188.0,1.0,1.201,0.0,457.6,101.0,309.0,3587.0,14.8,172.7,1.0,26.9,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,1.0,0.7,0.0,0.3,0.0,0.0,1.0,0.0,0.0,32497.462
1074.0,0.0,0.0,80504.0,0.0,419.0,0.0,403.0,1.0,465.0,308.0,465.0,67584.0,4779904.0,65536.0,3113996.0,1344973.0,1.0,617454.0,1.0,605010.0,0.0,12800.0,1.0,1.213,0.0,200.6,200.6,333.0,2504.0,20.1,60.4,1.0,27.0,34.0,28.4,62.3,51.0,9.5,1043.0,4.0,1.0,237.6,441.0,313.4,66.7,24.0,2.0,0.8,1.2,1.0,0.0,0.8,0.0,0.0,1.0,1016.0,0.0,31599.033
0.0,0.0,0.0,0.0,0.0,216.0,0.0,171.0,3.0,2776.0,126.0,274.0,76800.0,7451776.0,65536.0,4226599.0,1225605.0,1.0,462499.0,8.0,151379.0,666.0,517.0,2.0,0.383,0.082,65.3,77.2,9097.0,753.0,10.1,27.7,1.0,27.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5,1.8,1.2,0.6,0.8,0.0,0.0,1.0,0.0,0.0,63623.391
0.0,0.0,0.0,0.0,0.0,62.0,0.0,366.0,1.0,465.0,308.0,465.0,67584.0,2807552.0,65536.0,2654623.0,2494900.0,1.0,1239721.0,1.0,1540200.0,0.0,12800.0,1.0,0.52,0.0,407.1,71.1,488.0,3573.0,16.8,175.6,1.0,18.4,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.6,0.6,0.0,0.6,0.0,0.0,1.0,0.0,0.0,46788.744
653.0,0.0,0.0,2776.0,0.0,363.0,0.0,1285.0,1.0,465.0,308.0,465.0,67584.0,8388480.0,65536.0,6198142.0,934125.0,1.0,459300.0,1.0,529095.0,0.0,12800.0,1.0,2.489,0.0,284.7,286.9,165.0,2825.0,19.8,191.0,1.0,41.2,2.0,0.0,0.0,0.0,0.0,778.0,3.0,1.0,402.1,737.3,569.6,0.0,0.0,2.0,1.1,2.3,1.7,0.0,2.3,0.0,0.0,1.0,633.0,0.0,14578.854
0.0,0.0,0.0,0.0,0.0,46.0,0.0,343.0,3.0,2776.0,126.0,274.0,76800.0,1728896.0,65536.0,1130384.0,1136773.0,1.0,567112.0,9.0,350489.0,514.0,517.0,2.0,0.642,0.101,64.6,96.3,5632.0,790.0,20.5,116.8,1.0,27.9,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.6,1.9,1.2,0.6,0.6,0.0,0.0,1.0,0.0,0.0,22758.707
0.0,0.0,0.0,0.0,0.0,6.0,0.0,720.0,1.0,465.0,308.0,465.0,67584.0,5143936.0,65536.0,4465230.0,2507392.0,1.0,1251373.0,1.0,1859031.0,0.0,12800.0,1.0,1.135,0.0,1252.4,53.7,191.0,3590.0,15.9,585.6,1.0,40.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.6,0.5,0.0,0.4,0.0,0.0,1.0,0.0,0.0,16900.877
0.0,0.0,0.0,0.0,0.0,112.0,0.0,560.0,3.0,2776.0,126.0,274.0,76800.0,1763840.0,65536.0,1412302.0,1165921.0,1.0,558427.0,8.0,503018.0,315.0,517.0,2.0,1.185,0.113,77.9,106.8,3115.0,780.0,16.5,221.3,1.0,36.2,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8,1.8,1.3,0.4,0.8,0.0,0.0,1.0,0.0,0.0,12202.541
0.0,0.0,0.0,0.0,0.0,135.0,0.0,252.0,1.0,465.0,308.0,465.0,67584.0,5430272.0,65536.0,3204092.0,2472029.0,1.0,1203267.0,1.0,1820827.0,0.0,12800.0,1.0,0.358,0.0,935.2,570.0,353.0,3547.0,17.3,74.5,1.0,19.2,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.7,0.7,0.0,0.7,0.0,0.0,1.0,0.0,0.0,70929.745
0.0,0.0,0.0,0.0,0.0,315.0,0.0,210.0,3.0,2776.0,126.0,274.0,76800.0,3357184.0,65536.0,2334846.0,1167309.0,1.0,605699.0,8.0,177445.0,559.0,517.0,2.0,0.413,0.072,47.3,67.7,8499.0,682.0,18.0,49.2,1.0,28.4,0.0,0.0,0.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3,1.1,0.7,0.3,0.3,0.0,0.0,1.0,0.0,0.0,33878.785
1819.0,0.0,0.0,470532.0,0.0,31.0,0.0,474.0,1.0,465.0,308.0,465.0,67584.0,6106624.0,65536.0,3951133.0,2525737.0,1.0,1081553.0,1.0,595872.0,0.0,12800.0,1.0,0.577,0.0,795.4,776.4,334.0,1786.0,13.0,36.4,1.0,17.1,285.0,25.5,42.6,32.9,4.6,1481.0,5.0,1.0,222.8,262.0,229.4,8.6,54.0,2.0,0.4,1.8,1.1,0.0,0.4,0.0,0.0,1.0,1479.0,0.0,67461.005
1901.0,0.0,0.0,95772.0,0.0,1471.0,0.0,370.0,1.0,465.0,308.0,465.0,67584.0,8388480.0,65536.0,6498304.0,2823193.0,1.0,1040530.0,1.0,1220440.0,0.0,12800.0,1.0,1.162,0.0,414.4,333.8,290.0,1373.0,22.8,68.9,1.0,22.8,21.0,29.4,32.6,30.7,1.1,2173.0,2.0,1.0,278.6,423.6,399.3,49.4,38.0,2.0,0.5,0.7,0.6,0.0,0.5,0.0,0.0,1.0,1540.0,0.0,32209.643
0.0,0.0,0.0,0.0,0.0,582.0,0.0,290.0,3.0,2776.0,126.0,274.0,76800.0,6159232.0,65536.0,3405214.0,1254753.0,1.0,497884.0,8.0,256878.0,541.0,517.0,2.0,0.533,0.087,60.6,81.7,6801.0,607.0,19.2,63.5,1.0,22.3,0.0,0.0,0.0,0.0,0.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,1.7,1.1,0.6,0.9,0.0,0.0,1.0,0.0,0.0,36298.698
0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,1.0,465.0,308.0,465.0,67584.0,3286144.0,65536.0,1517339.0,2043137.0,1.0,891555.0,1.0,680131.0,0.0,12800.0,1.0,0.595,0.0,173.0,102.4,585.0,3607.0,15.4,79.4,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.7,0.7,0.0,0.7,0.0,0.0,1.0,0.0,0.0,65580.944
